"","modelName","subject_Id","protein_Id","contrast","sigma","df","diff","FDR","std.error","statistic","p.value","conf.low","conf.high","avgAbd",".group"
"11","WaldTest","CON__P05784","CON__P05784","BAPvsDMSO",0.25302294244746,8,-0.180388800346082,0.730938801966902,0.160025759682334,-1.12724851738976,0.292309833183798,-0.549408863912733,0.18863126322057,22.4859351558083,1
"12","WaldTest","CON__P05787","CON__P05787","BAPvsDMSO",0.249878752287589,10,0.0519535630851576,0.929159291200244,0.144267564898007,0.360119498252342,0.726247470288536,-0.269494603345544,0.373401729515859,34.999741155488,1
"13","WaldTest","CON__P06868","CON__P06868","BAPvsDMSO",0.925083141834785,7,-1.27025982418814,0.543627526345866,0.654132562752733,-1.94189969513612,0.0932737111032261,-2.81703754582979,0.276517897453507,22.4249210613566,1
"14","WaldTest","CON__P07224","CON__P07224","BAPvsDMSO",0.70221735834433,6,-0.524699617553753,0.771457958722923,0.512827049915837,-1.02315121177766,0.345704980974493,-1.77954220358053,0.730142968473021,21.850506752682,1
"15","WaldTest","CON__P08727","CON__P08727","BAPvsDMSO",0.353135384680868,10,-0.0796306713421581,0.924584243459412,0.203882809405881,-0.390570796891624,0.704305556137276,-0.533909880231515,0.374648537547199,33.3198744602697,1
"16","WaldTest","CON__P08730-1","CON__P08730-1","BAPvsDMSO",1.29368727640358,4,-0.915213164286946,0.812870887820432,1.05629123797323,-0.866440174248746,0.435128546046482,-3.84794780162103,2.01752147304714,26.680455468881,1
"17","WaldTest","CON__P12763","CON__P12763","BAPvsDMSO",0.451516263046877,10,-0.684717914114247,0.40529890816911,0.260683036013609,-2.62663011979998,0.0253081021343864,-1.26555591470991,-0.103879913518588,31.2059836244702,1
"18","WaldTest","CON__P15497","CON__P15497","BAPvsDMSO",0.716314004717487,10,-1.27347874000294,0.312009958538662,0.41356408344794,-3.079277894216,0.0116550053771697,-2.19495694211939,-0.352000537886495,25.1064124647029,1
"19","WaldTest","CON__P28800","CON__P28800","BAPvsDMSO",0.652235267728579,8,-0.892317984814419,0.503592634950373,0.421016054953654,-2.11943932853736,0.0668835371001042,-1.86318274852489,0.0785467788960512,21.9235210838241,1
"20","WaldTest","CON__P34955","CON__P34955","BAPvsDMSO",0.453549557760579,10,-0.676129425014859,0.409650706891519,0.261856959263906,-2.58205635212253,0.0273197585121301,-1.25958308961376,-0.0926757604159626,29.8369766276967,1
"21","WaldTest","CON__Q04695","CON__Q04695","BAPvsDMSO",0.662094282717485,10,-0.18811947216405,0.895368578769047,0.382260312355852,-0.492123995307487,0.633255752789342,-1.03984852569653,0.663609581368433,25.8717951713195,1
"22","WaldTest","CON__Q0IIK2","CON__Q0IIK2","BAPvsDMSO",0.72163260407746,10,-0.779466099568379,0.542742066981961,0.416634778220132,-1.87086182026922,0.0908791487800328,-1.70778623600934,0.148854036872583,27.3488449435399,1
"23","WaldTest","CON__Q0V8M9","CON__Q0V8M9","BAPvsDMSO",1.27423985443753,7,-1.01431555857237,0.721425068451846,0.854786080248523,-1.18663087994772,0.274079935015069,-3.03556345385196,1.00693233670723,22.0333294630671,1
"24","WaldTest","CON__Q1RMK2","CON__Q1RMK2","BAPvsDMSO",0.414088949831809,10,-0.404206390096705,0.576881061313784,0.239074366653844,-1.69071404749115,0.121770129894581,-0.936897274952146,0.128484494758737,24.3890508733149,1
"25","WaldTest","CON__Q2KJF1","CON__Q2KJF1","BAPvsDMSO",0.687230152811272,7,-1.65949580650957,0.312009958538662,0.485945101288718,-3.41498618281904,0.0112115491116912,-2.80857337795958,-0.510418235059557,22.0608467286874,1
"26","WaldTest","CON__Q2UVX4","CON__Q2UVX4","BAPvsDMSO",1.7123819641934,8,-1.7898242892319,0.602717371818379,1.1053378049445,-1.61925547215113,0.144052306757172,-4.33873783823141,0.759089259767616,22.8748545492939,1
"27","WaldTest","CON__Q3KUS7","CON__Q3KUS7","BAPvsDMSO",2.0547269941091,4,-0.598494223627968,0.939210988669609,1.77944577474012,-0.336337432769131,0.753520499548096,-5.53902773487006,4.34203928761413,19.3581057094417,1
"28","WaldTest","CON__Q3MHN5","CON__Q3MHN5","BAPvsDMSO",1.72120756484708,10,-0.941061043843287,0.778538654418005,0.99373965089568,-0.946989528892289,0.36596545079791,-3.15525096876323,1.27312888107665,24.4197813728942,1
"29","WaldTest","CON__Q3SX09","CON__Q3SX09","BAPvsDMSO",0.345441427861843,10,-0.677148548155992,0.278717553688497,0.199440701365284,-3.39523749926935,0.00682548042059002,-1.12153012353537,-0.232766972776611,27.2919063450179,1
"30","WaldTest","CON__Q3SZ57","CON__Q3SZ57","BAPvsDMSO",0.323935053520333,10,-0.586730929029314,0.312009958538662,0.18702399034992,-3.13719607806221,0.0105604165718191,-1.00344634818148,-0.170015509877152,26.9801244774128,1
"31","WaldTest","CON__Q3SZH5","CON__Q3SZH5","BAPvsDMSO",1.15413440668257,3,-1.3773101520028,0.728391120913357,1.05357574822148,-1.30727207258501,0.282289026779023,-4.73025839926675,1.97563809526116,21.0612662626165,1
"32","WaldTest","CON__Q3SZR3","CON__Q3SZR3","BAPvsDMSO",1.49313297598783,10,-1.47868821614419,0.572939304980829,0.86206072562248,-1.71529472599097,0.117055718229057,-3.39947921167512,0.442102779386735,23.4157026360445,1
"33","WaldTest","CON__Q3ZBD7","CON__Q3ZBD7","BAPvsDMSO",0.3026870398795,10,-0.00292605106615408,0.996775805672643,0.17475644395464,-0.016743594684918,0.986970523536199,-0.392307673476449,0.386455571344141,26.0497999880034,1
"34","WaldTest","CON__Q3ZBS7","CON__Q3ZBS7","BAPvsDMSO",0.391320819748435,10,-0.61413657069628,0.391261684107237,0.225929180621264,-2.71827025179977,0.0216244381690362,-1.11753815583594,-0.110734985556617,26.1688636831873,1
"35","WaldTest","CON__Q58D62","CON__Q58D62","BAPvsDMSO",0.814662862703023,10,-0.947088190570655,0.51808350018976,0.470345823080382,-2.01359966241009,0.0717425734282608,-1.99508399284552,0.100907611704206,24.7619707143472,1
"36","WaldTest","CON__Q8VED5","CON__Q8VED5","BAPvsDMSO",0.408618573277899,7,0.165610102735756,0.855726516579904,0.274109672015509,0.604174604704886,0.564786950647216,-0.48255627530826,0.813776480779771,21.0181375004644,1
"37","WaldTest","CON__Q9C075","CON__Q9C075","BAPvsDMSO",0.49883265196193,10,-0.157689159909967,0.87123082739833,0.288001165890795,-0.547529588716179,0.596022886863157,-0.799395747048592,0.484017427228657,23.7312398038893,1
"38","WaldTest","CON__Q9TRI1","CON__Q9TRI1","BAPvsDMSO",1.27851084663441,8,-1.11185897500004,0.665988728937783,0.808601257718994,-1.37503987829121,0.206394761822149,-2.97649681903133,0.752778869031247,23.3653189752583,1
"39","WaldTest","CON__Q9TTE1","CON__Q9TTE1","BAPvsDMSO",0.637691433900614,10,-0.627798384714395,0.576881061313784,0.368171321022438,-1.70518003132605,0.118975291390792,-1.4481352092716,0.19253843984281,24.5405718297193,1
"40","WaldTest","CON__REFSEQ:XP_001252647","CON__REFSEQ:XP_001252647","BAPvsDMSO",0.963613361281551,9,0.00209458605928733,0.99981035191161,0.583496866899433,0.0035897126070573,0.997214139039197,-1.31786703086758,1.32205620298615,24.0417471894816,1
"41","WaldTest","REV__sp|A4UGR9|XIRP2_HUMAN","REV__sp|A4UGR9|XIRP2_HUMAN","BAPvsDMSO",1.92947534186948,4,1.01720390683631,0.853675192358766,1.57541001962079,0.645675661680226,0.553662299077756,-3.35683553081939,5.39124334449201,23.2116082557119,1
"42","WaldTest","REV__sp|P12111|CO6A3_HUMAN","REV__sp|P12111|CO6A3_HUMAN","BAPvsDMSO",0.872247424326978,10,-0.45196345060458,0.795596563846628,0.503592285235138,-0.897478900800771,0.390559086049176,-1.57403698689755,0.670110085688385,29.7000494995146,1
"43","WaldTest","REV__sp|P16050|LOX15_HUMAN","REV__sp|P16050|LOX15_HUMAN","BAPvsDMSO",0.220753804563246,9,-0.217533905368076,0.596971368878263,0.133673066910856,-1.62735777965763,0.138103668122535,-0.519923391153673,0.0848555804175209,25.2304097834649,1
"44","WaldTest","REV__sp|P21108|PRPS3_HUMAN","REV__sp|P21108|PRPS3_HUMAN","BAPvsDMSO",1.31224012311105,6,3.38787583135773,0.318039156593122,0.958324688388374,3.53520667098242,0.0122899876284019,1.04293979409541,5.73281186862005,23.7955213560505,1
"45","WaldTest","REV__sp|P33991|MCM4_HUMAN","REV__sp|P33991|MCM4_HUMAN","BAPvsDMSO",0.314681827002542,10,0.140981176234054,0.825611577689989,0.181681637529001,0.775979224711414,0.455721624966527,-0.2638307390368,0.545793091504909,25.6885724008738,1
"46","WaldTest","REV__sp|P35579|MYH9_HUMAN","REV__sp|P35579|MYH9_HUMAN","BAPvsDMSO",0.890706671549723,7,-0.0732268646407487,0.977236117772412,0.597504199679327,-0.122554560587271,0.905904184304347,-1.48609978563102,1.33964605634953,24.4439794332034,1
"47","WaldTest","REV__sp|Q14573|ITPR3_HUMAN","REV__sp|Q14573|ITPR3_HUMAN","BAPvsDMSO",0.468096848992405,9,-0.349313646129974,0.702444346285071,0.283446718120755,-1.23237851701341,0.249030724971722,-0.990514669798484,0.291887377538536,22.6227916743074,1
"48","WaldTest","REV__sp|Q5JV73|FRPD3_HUMAN","REV__sp|Q5JV73|FRPD3_HUMAN","BAPvsDMSO",0.824785109364172,10,0.112711395791026,0.958256538309746,0.476189904914999,0.236694215118115,0.817672058526267,-0.948305832273734,1.17372862385579,25.404903902134,1
"49","WaldTest","REV__sp|Q7L014|DDX46_HUMAN","REV__sp|Q7L014|DDX46_HUMAN","BAPvsDMSO",0.260567475250178,10,0.00671727325487878,0.994492646319458,0.150438701977752,0.044651231143115,0.965264359408626,-0.328481043464134,0.341915589973892,24.6650546305858,1
"50","WaldTest","REV__sp|Q7RTP6|MICA3_HUMAN","REV__sp|Q7RTP6|MICA3_HUMAN","BAPvsDMSO",0.65016528124008,7,0.203165071097706,0.905239599392591,0.436144129638926,0.46582094608473,0.655490278328987,-0.828151915036326,1.23448205723174,23.5112215132609,1
"51","WaldTest","REV__sp|Q7Z745|MRO2B_HUMAN","REV__sp|Q7Z745|MRO2B_HUMAN","BAPvsDMSO",2.2077559194164,10,0.0756818269903757,0.993099548542814,1.27464847438005,0.0593746656521792,0.953823482915457,-2.76441196140084,2.9157756153816,25.2515479307658,1
"52","WaldTest","REV__sp|Q8IZQ1|WDFY3_HUMAN","REV__sp|Q8IZQ1|WDFY3_HUMAN","BAPvsDMSO",1.13838709709217,3,-0.627464703484843,0.8671860913006,1.03920048708368,-0.603795621041043,0.588579910541252,-3.93466445405332,2.67973504708363,24.0560565828866,1
"53","WaldTest","REV__sp|Q8WZ42|TITIN_HUMAN","REV__sp|Q8WZ42|TITIN_HUMAN","BAPvsDMSO",1.0197436822673,9,0.0759879475146081,0.977090928979197,0.617485464141055,0.123060301703312,0.904763636228992,-1.32086121811585,1.47283711314507,26.882819703275,1
"54","WaldTest","REV__sp|Q8WZ64|ARAP2_HUMAN","REV__sp|Q8WZ64|ARAP2_HUMAN","BAPvsDMSO",0.529440878542993,10,-0.0599117559488322,0.963723933526625,0.305672833746789,-0.195999609171881,0.848536080766309,-0.740993272816794,0.62116976091913,23.6351385319363,1
"55","WaldTest","REV__sp|Q96DT5|DYH11_HUMAN","REV__sp|Q96DT5|DYH11_HUMAN","BAPvsDMSO",1.60642446608133,10,0.0571121276674374,0.992763210914584,0.927469597924858,0.0615784364201494,0.952111917711081,-2.00941891750503,2.1236431728399,26.6320021855795,1
"56","WaldTest","REV__sp|Q96PV0|SYGP1_HUMAN","REV__sp|Q96PV0|SYGP1_HUMAN","BAPvsDMSO",1.40216882753408,3,1.0468804918256,0.827513694574069,1.27999916045164,0.817875920681237,0.473343038954298,-3.02664810711999,5.12040909077118,22.0476659686993,1
"57","WaldTest","REV__sp|Q99996|AKAP9_HUMAN","REV__sp|Q99996|AKAP9_HUMAN","BAPvsDMSO",1.86686749743127,8,-0.795875387829717,0.849243071770331,1.18071067632427,-0.67406470000542,0.519268294019287,-3.51859908991319,1.92684831425376,23.9615838496302,1
"58","WaldTest","REV__sp|Q9GZM8|NDEL1_HUMAN","REV__sp|Q9GZM8|NDEL1_HUMAN","BAPvsDMSO",0.249775027463799,10,0.136845744481088,0.778538654418005,0.144207679343071,0.948949078887341,0.365015484986449,-0.184468988617986,0.458160477580162,28.6765517438198,1
"59","WaldTest","REV__sp|Q9NR99|MXRA5_HUMAN","REV__sp|Q9NR99|MXRA5_HUMAN","BAPvsDMSO",0.294141641829779,7,0.0827655839093293,0.918688647726113,0.197316211843435,0.41945658258938,0.687455562985404,-0.383813115848076,0.549344283666734,23.6558870793862,1
"60","WaldTest","REV__sp|Q9Y5T5|UBP16_HUMAN","REV__sp|Q9Y5T5|UBP16_HUMAN","BAPvsDMSO",1.63145377249082,7,-1.32045541869106,0.712665474944266,1.09441246123138,-1.20654274824808,0.266797029149185,-3.90832966576414,1.26741882838201,25.3949086095833,1
"61","WaldTest","sp|A0AV96|RBM47_HUMAN","sp|A0AV96|RBM47_HUMAN","BAPvsDMSO",0.950965929953337,7,-0.0317047514844903,0.993540132751176,0.637927339098589,-0.0496996280631116,0.961750131152717,-1.54016320827107,1.47675370530209,21.3883255229319,1
"62","WaldTest","sp|A0AVT1|UBA6_HUMAN","sp|A0AVT1|UBA6_HUMAN","BAPvsDMSO",0.290146883586981,10,0.368846828775625,0.471018910578837,0.167516381343475,2.20185528016716,0.0522766438611426,-0.00440292883991955,0.74209658639117,26.9419987210187,1
"63","WaldTest","sp|A0FGR8|ESYT2_HUMAN","sp|A0FGR8|ESYT2_HUMAN","BAPvsDMSO",1.14233018035854,5,0.920303195740082,0.78969326101574,0.955741999009455,0.962920115150217,0.379812094134246,-1.53650982646836,3.37711621794853,20.334053384113,1
"64","WaldTest","sp|A0MZ66|SHOT1_HUMAN","sp|A0MZ66|SHOT1_HUMAN","BAPvsDMSO",0.672439261295447,10,0.144231364960541,0.929159291200244,0.388232988522599,0.371507237211876,0.718010194788219,-0.720805640389404,1.00926837031049,27.1207232205885,1
"65","WaldTest","sp|A1L0T0|HACL2_HUMAN","sp|A1L0T0|HACL2_HUMAN","BAPvsDMSO",0.561871268471139,10,0.522604174237129,0.596971368878263,0.324396528101729,1.6110042154127,0.138255884358661,-0.200196333475789,1.24540468195005,23.0223330936596,1
"66","WaldTest","sp|A1L170|CA226_HUMAN","sp|A1L170|CA226_HUMAN","BAPvsDMSO",1.09178835598568,7,-0.5321922187025,0.835621068434408,0.732393894308014,-0.726647536030226,0.491020945402515,-2.26402858290171,1.19964414549671,20.621508748844,1
"67","WaldTest","sp|A2RRP1|NBAS_HUMAN","sp|A2RRP1|NBAS_HUMAN","BAPvsDMSO",0.569183857166023,10,-0.2816193025002,0.803371508662289,0.328618453153193,-0.856979575547196,0.411522588126268,-1.01382684545046,0.450588240450061,23.2780387940126,1
"68","WaldTest","sp|A3KMH1|VWA8_HUMAN","sp|A3KMH1|VWA8_HUMAN","BAPvsDMSO",0.501061438596874,10,0.803447947040143,0.36789410326322,0.289287956454446,2.77732940177432,0.0195399938106187,0.158874211852278,1.44802168222801,24.0687598953016,1
"69","WaldTest","sp|A4D1E9|GTPBA_HUMAN","sp|A4D1E9|GTPBA_HUMAN","BAPvsDMSO",0.399721951051398,10,0.203843007912391,0.799443728451712,0.230779576040527,0.88328010394037,0.397822146159908,-0.310365931708428,0.718051947533211,23.3348293858132,1
"70","WaldTest","sp|A4D1P6|WDR91_HUMAN","sp|A4D1P6|WDR91_HUMAN","BAPvsDMSO",1.1243220351442,6,1.39069868186545,0.58698573775751,0.795015735287927,1.74927189505474,0.130822253843058,-0.554634742657311,3.33603210638821,22.5453848110842,1
"71","WaldTest","sp|A5PLN9|TPC13_HUMAN","sp|A5PLN9|TPC13_HUMAN","BAPvsDMSO",0.226111856603917,7,-0.417429799459887,0.416207364220281,0.151680444565513,-2.75203438818769,0.0284204719243691,-0.776097057171874,-0.058762541747901,20.7870548254189,1
"72","WaldTest","sp|A5YKK6|CNOT1_HUMAN","sp|A5YKK6|CNOT1_HUMAN","BAPvsDMSO",0.243379381206434,10,0.183681341858384,0.677494310565557,0.140515151254739,1.30719954551654,0.220402552617148,-0.129405925945029,0.496768609661796,25.6688943794899,1
"73","WaldTest","sp|A6NCS6|CB072_HUMAN","sp|A6NCS6|CB072_HUMAN","BAPvsDMSO",0.453336737645093,9,-0.309552901809432,0.729933152392783,0.274509026851314,-1.12766019157942,0.288627802339092,-0.930535463153896,0.311429659535032,23.5663472043716,1
"74","WaldTest","sp|A6NDB9|PALM3_HUMAN","sp|A6NDB9|PALM3_HUMAN","BAPvsDMSO",0.527808991205872,8,-0.080713350953824,0.95864841991078,0.340699238819813,-0.236904993487559,0.818684151648227,-0.866367204533224,0.704940502625576,22.4068174333128,1
"75","WaldTest","sp|A6NDG6|PGP_HUMAN","sp|A6NDG6|PGP_HUMAN","BAPvsDMSO",0.264198591519688,10,-0.0367039524588859,0.958256538309746,0.152535127933412,-0.240626227913276,0.814706212803617,-0.376573397300018,0.303165492382246,26.5157857951162,1
"76","WaldTest","sp|A6NDU8|RIMC1_HUMAN","sp|A6NDU8|RIMC1_HUMAN","BAPvsDMSO",0.904973264784887,6,0.0153250965405082,0.996775805672643,0.639912732321923,0.0239487288913617,0.98167011734522,-1.55048495187656,1.58113514495758,22.7572435834912,1
"77","WaldTest","sp|A6NED2|RCCD1_HUMAN","sp|A6NED2|RCCD1_HUMAN","BAPvsDMSO",0.508522600744708,8,0.155620202739135,0.901947093135301,0.328249927309056,0.474090593149207,0.64810499496489,-0.601325487016017,0.912565892494286,21.7726479223379,1
"78","WaldTest","sp|A6NH11|GLTD2_HUMAN","sp|A6NH11|GLTD2_HUMAN","BAPvsDMSO",0.362190267508896,6,-0.0510416093886959,0.964514377803788,0.264506372831271,-0.192969299160348,0.853349274273493,-0.698265387772902,0.59618216899551,21.6696267829933,1
"79","WaldTest","sp|A6NHL2|TBAL3_HUMAN","sp|A6NHL2|TBAL3_HUMAN","BAPvsDMSO",0.421205750461142,10,-0.0295516539682428,0.977236117772412,0.243183253412959,-0.121520102858645,0.905686310375204,-0.57139770905008,0.512294401113594,25.3679997447711,1
"80","WaldTest","sp|A6NHQ2|FBLL1_HUMAN","sp|A6NHQ2|FBLL1_HUMAN","BAPvsDMSO",0.411555961363754,10,0.353992244187884,0.634193206049426,0.237611945079958,1.48979144995746,0.167127325339175,-0.1754401623408,0.883424650716568,27.1678793963414,1
"81","WaldTest","sp|A6NHR9|SMHD1_HUMAN","sp|A6NHR9|SMHD1_HUMAN","BAPvsDMSO",0.616222251404905,10,0.549404225766957,0.618893074257282,0.355776082729259,1.5442415958721,0.153562001510411,-0.243314286769588,1.3421227383035,25.7996681766599,1
"82","WaldTest","sp|A6NHX0|CAST2_HUMAN","sp|A6NHX0|CAST2_HUMAN","BAPvsDMSO",1.14934563997011,7,0.885335284825474,0.729933152392783,0.771004494184852,1.14828809884111,0.288572072741085,-0.937800640211054,2.708471209862,20.280966252114,1
"83","WaldTest","sp|A6NIH7|U119B_HUMAN","sp|A6NIH7|U119B_HUMAN","BAPvsDMSO",0.916037065897476,8,-0.26199681835404,0.90677101362996,0.579352709874756,-0.452223341478247,0.663118321582907,-1.59798656306697,1.07399292635889,22.89914489518,1
"84","WaldTest","sp|A6NJ78|MET15_HUMAN","sp|A6NJ78|MET15_HUMAN","BAPvsDMSO",0.684143488127627,10,-0.0149736322477068,0.995594884873118,0.394990427034815,-0.0379088484754265,0.97050646884074,-0.895067148886628,0.865119884391215,21.9420440273816,1
"85","WaldTest","sp|A8MXV4|NUD19_HUMAN","sp|A8MXV4|NUD19_HUMAN","BAPvsDMSO",1.08118226814473,5,0.114637871651447,0.976263529136773,0.825766597302875,0.138825997595299,0.895005836679359,-2.00806274385053,2.23733848715343,21.3513012174466,1
"86","WaldTest","sp|B1ANS9|WDR64_HUMAN","sp|B1ANS9|WDR64_HUMAN","BAPvsDMSO",0.187556114853994,10,0.211529089700217,0.530971282611496,0.108285573399114,1.95343740685173,0.0792950004654257,-0.0297462034999591,0.452804382900394,27.1032914741321,1
"87","WaldTest","sp|E9PRG8|CK098_HUMAN","sp|E9PRG8|CK098_HUMAN","BAPvsDMSO",0.333083299936721,10,-0.045543524795711,0.958256538309746,0.192305732881035,-0.236828741990159,0.81757053717932,-0.474027399687638,0.382940350096216,26.3250373282039,1
"88","WaldTest","sp|O00116|ADAS_HUMAN","sp|O00116|ADAS_HUMAN","BAPvsDMSO",0.710506655179928,10,0.605807464037169,0.634837362427171,0.410211208629152,1.47681840791641,0.170508979147996,-0.308200067429692,1.51981499550403,23.3895751383357,1
"89","WaldTest","sp|O00139|KIF2A_HUMAN","sp|O00139|KIF2A_HUMAN","BAPvsDMSO",0.584026608209489,8,0.287275371364339,0.825611577689989,0.369370859216956,0.777742380580174,0.459101206343073,-0.564495357413876,1.13904610014256,21.0940961042962,1
"90","WaldTest","sp|O00148|DX39A_HUMAN","sp|O00148|DX39A_HUMAN","BAPvsDMSO",0.395299137478539,10,0.110942751181821,0.896623198733084,0.228226063433661,0.486109033791703,0.637365940415969,-0.397576607790603,0.619462110154245,25.2423908730819,1
"91","WaldTest","sp|O00151|PDLI1_HUMAN","sp|O00151|PDLI1_HUMAN","BAPvsDMSO",0.796777944292384,10,0.0488111540053928,0.982843448223699,0.460019960621565,0.106106600112397,0.917596130261827,-0.976177192944711,1.0737995009555,27.7830916258039,1
"92","WaldTest","sp|O00154|BACH_HUMAN","sp|O00154|BACH_HUMAN","BAPvsDMSO",0.173792170735488,10,0.244801792967907,0.442758722549343,0.100338956557184,2.43974824303055,0.0348639850341927,0.0212326654950835,0.468370920440731,26.6476271432124,1
"93","WaldTest","sp|O00159|MYO1C_HUMAN","sp|O00159|MYO1C_HUMAN","BAPvsDMSO",0.673860543944242,10,0.910238452302511,0.457327483367176,0.389053566442476,2.33962243458086,0.0413661796040911,0.0433730854082078,1.77710381919681,27.0496431795542,1
"94","WaldTest","sp|O00161|SNP23_HUMAN","sp|O00161|SNP23_HUMAN","BAPvsDMSO",0.861915607240014,9,-0.292137462769335,0.86769278319183,0.521915818692476,-0.55974057943139,0.589313701098383,-1.47279307040221,0.88851814486354,23.337779476523,1
"95","WaldTest","sp|O00170|AIP_HUMAN","sp|O00170|AIP_HUMAN","BAPvsDMSO",0.198545465500383,10,-0.00329843714604316,0.996775805672643,0.114630277953026,-0.0287745716484681,0.977610544440994,-0.258710613067166,0.25211373877508,26.8963552592168,1
"96","WaldTest","sp|O00178|GTPB1_HUMAN","sp|O00178|GTPB1_HUMAN","BAPvsDMSO",0.524899218925693,10,0.23304694383525,0.825611577689989,0.303050705344173,0.769003139493044,0.459668596477082,-0.442192106863946,0.908285994534446,23.0133403208497,1
"97","WaldTest","sp|O00186|STXB3_HUMAN","sp|O00186|STXB3_HUMAN","BAPvsDMSO",0.492893795120552,10,0.442103185120961,0.617182383430994,0.284572365294747,1.55357033583725,0.151337268354862,-0.191963558193895,1.07616992843582,25.0269031482175,1
"98","WaldTest","sp|O00193|SMAP_HUMAN","sp|O00193|SMAP_HUMAN","BAPvsDMSO",0.169466414584239,10,-0.0702101088254754,0.835302167652334,0.0978414800788113,-0.717590420432328,0.489433397716757,-0.288214511924916,0.147794294273965,29.1226332952256,1
"99","WaldTest","sp|O00203|AP3B1_HUMAN","sp|O00203|AP3B1_HUMAN","BAPvsDMSO",0.368719703506851,10,-0.15555395309849,0.830741541585706,0.212880420075199,-0.73071047606699,0.481725230946849,-0.6298810878952,0.318773181698221,27.1856638126088,1
"100","WaldTest","sp|O00217|NDUS8_HUMAN","sp|O00217|NDUS8_HUMAN","BAPvsDMSO",0.40241381853405,10,-0.0362737250114816,0.973042431964131,0.232333726456259,-0.156127677047829,0.879039231392444,-0.553945527555424,0.481398077532461,26.629651810133,1
"101","WaldTest","sp|O00231|PSD11_HUMAN","sp|O00231|PSD11_HUMAN","BAPvsDMSO",0.136782824922904,10,0.112965811011966,0.642927336224718,0.0789716007897563,1.43046120228348,0.183079828100751,-0.0629938809112402,0.288925502935172,29.4448469620064,1
"102","WaldTest","sp|O00232|PSD12_HUMAN","sp|O00232|PSD12_HUMAN","BAPvsDMSO",0.147502696181979,10,0.217754865397179,0.416207364220281,0.0851607213468612,2.55698709397093,0.0285201631290015,0.0280049535010607,0.407504777293297,28.7440411675322,1
"103","WaldTest","sp|O00233|PSMD9_HUMAN","sp|O00233|PSMD9_HUMAN","BAPvsDMSO",0.583983802272142,9,-0.950573845143666,0.40529890816911,0.35361975314729,-2.68812428232122,0.024872821207113,-1.75051730263274,-0.150630387654591,23.4280956872239,1
"104","WaldTest","sp|O00255|MEN1_HUMAN","sp|O00255|MEN1_HUMAN","BAPvsDMSO",0.788087057710884,6,-0.488538187245616,0.809943819700769,0.575537411714836,-0.848838281059779,0.428531858342718,-1.89682750074795,0.919751126256717,21.3604479874663,1
