"","RUN","Protein","LogIntensities","originalRUN","GROUP","SUBJECT","TotalGroupMeasurements","NumMeasuredFeature","MissingPercentage","more50missing","NumImputedFeature"
"30","12","sp|A0JNW5|UH1BL_HUMAN",22.5811044016819,"18","SP=Yeast;CT=Mixture;QY=10",3,36,2,0.666666666666667,TRUE,4
"31","13","sp|A0JNW5|UH1BL_HUMAN",22.9774844937382,"10","SP=Yeast;CT=Mixture;QY=4",2,36,5,0.166666666666667,FALSE,1
"32","14","sp|A0JNW5|UH1BL_HUMAN",22.764635846472,"11","SP=Yeast;CT=Mixture;QY=4",2,36,3,0.5,TRUE,3
"33","15","sp|A0JNW5|UH1BL_HUMAN",22.9421047502679,"12","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"34","16","sp|A0JNW5|UH1BL_HUMAN",22.8903720983158,"7","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"35","17","sp|A0JNW5|UH1BL_HUMAN",22.9997068335836,"8","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"36","18","sp|A0JNW5|UH1BL_HUMAN",22.9470583516105,"9","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"37","1","sp|A0MZ66|SHOT1_HUMAN",24.7539304154083,"1","SP=Yeast;CT=Mixture;QY=1",1,48,6,0.25,FALSE,2
"38","2","sp|A0MZ66|SHOT1_HUMAN",24.9546822094019,"2","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"39","3","sp|A0MZ66|SHOT1_HUMAN",24.86659458936,"3","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"40","4","sp|A0MZ66|SHOT1_HUMAN",24.7798136378997,"4","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"41","5","sp|A0MZ66|SHOT1_HUMAN",24.7003762738518,"5","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"42","6","sp|A0MZ66|SHOT1_HUMAN",24.7562133736459,"6","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"43","7","sp|A0MZ66|SHOT1_HUMAN",24.1776648546171,"13","SP=Yeast;CT=Mixture;QY=10",3,48,8,0,FALSE,0
"44","8","sp|A0MZ66|SHOT1_HUMAN",24.1556823180273,"14","SP=Yeast;CT=Mixture;QY=10",3,48,7,0.125,FALSE,1
"45","9","sp|A0MZ66|SHOT1_HUMAN",24.1353764480778,"15","SP=Yeast;CT=Mixture;QY=10",3,48,8,0,FALSE,0
"46","10","sp|A0MZ66|SHOT1_HUMAN",24.2008444632817,"16","SP=Yeast;CT=Mixture;QY=10",3,48,5,0.375,FALSE,3
"47","11","sp|A0MZ66|SHOT1_HUMAN",24.1725584644072,"17","SP=Yeast;CT=Mixture;QY=10",3,48,6,0.25,FALSE,2
"48","12","sp|A0MZ66|SHOT1_HUMAN",23.9755996736644,"18","SP=Yeast;CT=Mixture;QY=10",3,48,7,0.125,FALSE,1
"49","13","sp|A0MZ66|SHOT1_HUMAN",24.4908997107395,"10","SP=Yeast;CT=Mixture;QY=4",2,48,8,0,FALSE,0
"50","14","sp|A0MZ66|SHOT1_HUMAN",24.5213441746462,"11","SP=Yeast;CT=Mixture;QY=4",2,48,8,0,FALSE,0
"51","15","sp|A0MZ66|SHOT1_HUMAN",24.4439048214641,"12","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"52","16","sp|A0MZ66|SHOT1_HUMAN",24.5203758678166,"7","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"53","17","sp|A0MZ66|SHOT1_HUMAN",24.5187103288293,"8","SP=Yeast;CT=Mixture;QY=4",2,48,6,0.25,FALSE,2
"54","18","sp|A0MZ66|SHOT1_HUMAN",24.6395546153888,"9","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"55","1","sp|A1L390|PKHG3_HUMAN",24.9100956182527,"1","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"56","2","sp|A1L390|PKHG3_HUMAN",24.6395508334363,"2","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"57","3","sp|A1L390|PKHG3_HUMAN",24.6552919942773,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"58","4","sp|A1L390|PKHG3_HUMAN",24.4893840676045,"4","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"59","5","sp|A1L390|PKHG3_HUMAN",24.6227770567733,"5","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"60","6","sp|A1L390|PKHG3_HUMAN",23.8410024146025,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"61","7","sp|A1L390|PKHG3_HUMAN",23.6767733650138,"13","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"62","8","sp|A1L390|PKHG3_HUMAN",22.7124043478308,"14","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"63","9","sp|A1L390|PKHG3_HUMAN",22.7244874158313,"15","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"64","10","sp|A1L390|PKHG3_HUMAN",22.7200489735519,"16","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"65","11","sp|A1L390|PKHG3_HUMAN",22.6795529720599,"17","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"66","12","sp|A1L390|PKHG3_HUMAN",22.6309824574758,"18","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"67","13","sp|A1L390|PKHG3_HUMAN",24.1780945853475,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"68","14","sp|A1L390|PKHG3_HUMAN",23.569793870399,"11","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"69","15","sp|A1L390|PKHG3_HUMAN",24.2023275692921,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"70","16","sp|A1L390|PKHG3_HUMAN",23.4119253016594,"7","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"71","17","sp|A1L390|PKHG3_HUMAN",23.5714031984164,"8","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"72","18","sp|A1L390|PKHG3_HUMAN",24.3560895920992,"9","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"73","6","sp|A6NHT5|HMX3_HUMAN",23.4231683097412,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"74","7","sp|A6NHT5|HMX3_HUMAN",24.0780567896606,"13","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"75","8","sp|A6NHT5|HMX3_HUMAN",23.9505568261489,"14","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"76","9","sp|A6NHT5|HMX3_HUMAN",24.0030217503177,"15","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"77","10","sp|A6NHT5|HMX3_HUMAN",23.612825598178,"16","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"78","11","sp|A6NHT5|HMX3_HUMAN",23.9795879078484,"17","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"79","12","sp|A6NHT5|HMX3_HUMAN",23.5923296722683,"18","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"80","13","sp|A6NHT5|HMX3_HUMAN",24.2777223135759,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"81","14","sp|A6NHT5|HMX3_HUMAN",24.2516477030662,"11","SP=Yeast;CT=Mixture;QY=4",2,18,3,0,FALSE,0
"82","15","sp|A6NHT5|HMX3_HUMAN",23.4753777904427,"12","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"83","16","sp|A6NHT5|HMX3_HUMAN",24.4473705353512,"7","SP=Yeast;CT=Mixture;QY=4",2,18,3,0,FALSE,0
"84","17","sp|A6NHT5|HMX3_HUMAN",24.4191377751576,"8","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"85","18","sp|A6NHT5|HMX3_HUMAN",23.4097775453861,"9","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"86","1","sp|A7KAX9|RHG32_HUMAN",24.7297516204578,"1","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"87","2","sp|A7KAX9|RHG32_HUMAN",24.4861681848295,"2","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"88","3","sp|A7KAX9|RHG32_HUMAN",24.409987982433,"3","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"89","4","sp|A7KAX9|RHG32_HUMAN",24.4625779192182,"4","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"90","5","sp|A7KAX9|RHG32_HUMAN",24.2159215050767,"5","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"91","6","sp|A7KAX9|RHG32_HUMAN",24.7046973179667,"6","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"92","7","sp|A7KAX9|RHG32_HUMAN",23.8001060283259,"13","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"93","8","sp|A7KAX9|RHG32_HUMAN",23.7127365528441,"14","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"94","9","sp|A7KAX9|RHG32_HUMAN",23.7251771697139,"15","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"95","10","sp|A7KAX9|RHG32_HUMAN",23.8714421427011,"16","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"96","11","sp|A7KAX9|RHG32_HUMAN",23.8352680339231,"17","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"97","12","sp|A7KAX9|RHG32_HUMAN",23.8646269938253,"18","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"98","13","sp|A7KAX9|RHG32_HUMAN",24.1812235507837,"10","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"99","14","sp|A7KAX9|RHG32_HUMAN",24.1587502931153,"11","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"100","15","sp|A7KAX9|RHG32_HUMAN",24.2766333636664,"12","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"101","16","sp|A7KAX9|RHG32_HUMAN",24.2281378288549,"7","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"102","17","sp|A7KAX9|RHG32_HUMAN",24.8991061865457,"8","SP=Yeast;CT=Mixture;QY=4",2,12,2,0,FALSE,0
"103","18","sp|A7KAX9|RHG32_HUMAN",24.175775041852,"9","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"104","1","sp|O00148|DX39A_HUMAN",23.7287566364044,"1","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"105","2","sp|O00148|DX39A_HUMAN",23.4584323664102,"2","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"106","5","sp|O00148|DX39A_HUMAN",24.2444081467704,"5","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"107","13","sp|O00148|DX39A_HUMAN",23.62356636874,"10","SP=Yeast;CT=Mixture;QY=4",2,6,1,0,FALSE,0
"108","1","sp|O00193|SMAP_HUMAN",22.6302255639461,"1","SP=Yeast;CT=Mixture;QY=1",1,54,4,0.555555555555556,TRUE,5
"109","2","sp|O00193|SMAP_HUMAN",25.270190668206,"2","SP=Yeast;CT=Mixture;QY=1",1,54,5,0.444444444444444,FALSE,4
"110","3","sp|O00193|SMAP_HUMAN",25.3629747233649,"3","SP=Yeast;CT=Mixture;QY=1",1,54,5,0.444444444444444,FALSE,4
"111","4","sp|O00193|SMAP_HUMAN",25.2704219380385,"4","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"112","5","sp|O00193|SMAP_HUMAN",25.4829843756981,"5","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"113","6","sp|O00193|SMAP_HUMAN",25.4152742079141,"6","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"114","7","sp|O00193|SMAP_HUMAN",25.0900816204208,"13","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"115","8","sp|O00193|SMAP_HUMAN",25.124895738045,"14","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"116","9","sp|O00193|SMAP_HUMAN",24.9393889702613,"15","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"117","10","sp|O00193|SMAP_HUMAN",24.8838242104921,"16","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"118","11","sp|O00193|SMAP_HUMAN",24.9331737065455,"17","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"119","12","sp|O00193|SMAP_HUMAN",25.0585816835933,"18","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"120","13","sp|O00193|SMAP_HUMAN",25.0672255590256,"10","SP=Yeast;CT=Mixture;QY=4",2,54,5,0.444444444444444,FALSE,4
"121","14","sp|O00193|SMAP_HUMAN",25.3338507273493,"11","SP=Yeast;CT=Mixture;QY=4",2,54,7,0.222222222222222,FALSE,2
"122","15","sp|O00193|SMAP_HUMAN",25.2924566734717,"12","SP=Yeast;CT=Mixture;QY=4",2,54,8,0.111111111111111,FALSE,1
"123","16","sp|O00193|SMAP_HUMAN",25.3347719734747,"7","SP=Yeast;CT=Mixture;QY=4",2,54,6,0.333333333333333,FALSE,3
"124","17","sp|O00193|SMAP_HUMAN",25.0972371062581,"8","SP=Yeast;CT=Mixture;QY=4",2,54,5,0.444444444444444,FALSE,4
"125","18","sp|O00193|SMAP_HUMAN",25.3617398611046,"9","SP=Yeast;CT=Mixture;QY=4",2,54,8,0.111111111111111,FALSE,1
"126","1","sp|O00203|AP3B1_HUMAN",25.6420827044563,"1","SP=Yeast;CT=Mixture;QY=1",1,24,3,0.25,FALSE,1
"127","2","sp|O00203|AP3B1_HUMAN",25.7232492042106,"2","SP=Yeast;CT=Mixture;QY=1",1,24,3,0.25,FALSE,1
"128","3","sp|O00203|AP3B1_HUMAN",25.6399670197096,"3","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"129","4","sp|O00203|AP3B1_HUMAN",25.5881111560269,"4","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"130","5","sp|O00203|AP3B1_HUMAN",25.3761395762525,"5","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"131","6","sp|O00203|AP3B1_HUMAN",25.6653595589607,"6","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"132","7","sp|O00203|AP3B1_HUMAN",25.1723275923749,"13","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"133","8","sp|O00203|AP3B1_HUMAN",25.1058727141626,"14","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"134","9","sp|O00203|AP3B1_HUMAN",25.0292190698803,"15","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"135","10","sp|O00203|AP3B1_HUMAN",25.0575671070911,"16","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"136","11","sp|O00203|AP3B1_HUMAN",25.0230252360944,"17","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"137","12","sp|O00203|AP3B1_HUMAN",25.0562327066071,"18","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"138","13","sp|O00203|AP3B1_HUMAN",25.5685198736738,"10","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"139","14","sp|O00203|AP3B1_HUMAN",25.5727549106266,"11","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"140","15","sp|O00203|AP3B1_HUMAN",25.4260749958831,"12","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"141","16","sp|O00203|AP3B1_HUMAN",25.5705829090082,"7","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"142","17","sp|O00203|AP3B1_HUMAN",25.5732480550545,"8","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"143","18","sp|O00203|AP3B1_HUMAN",25.5475107001525,"9","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"144","1","sp|O00232|PSD12_HUMAN",24.373182815822,"1","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"145","2","sp|O00232|PSD12_HUMAN",24.2439652434914,"2","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"146","3","sp|O00232|PSD12_HUMAN",23.5539152276766,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"147","4","sp|O00232|PSD12_HUMAN",22.0596750130388,"4","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"148","5","sp|O00232|PSD12_HUMAN",22.1580835524361,"5","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"149","6","sp|O00232|PSD12_HUMAN",22.1092932618721,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"150","8","sp|O00232|PSD12_HUMAN",21.6630022442193,"14","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"151","10","sp|O00232|PSD12_HUMAN",22.41972141279,"16","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"152","13","sp|O00232|PSD12_HUMAN",22.6496629915632,"10","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"153","14","sp|O00232|PSD12_HUMAN",22.5708932392645,"11","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"154","15","sp|O00232|PSD12_HUMAN",23.04892651508,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"155","17","sp|O00232|PSD12_HUMAN",22.1964086342998,"8","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"156","1","sp|O00257|CBX4_HUMAN",24.2157678212998,"1","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"157","2","sp|O00257|CBX4_HUMAN",24.2017460808404,"2","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"158","3","sp|O00257|CBX4_HUMAN",24.114871467619,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"159","4","sp|O00257|CBX4_HUMAN",24.0614554256134,"4","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"160","5","sp|O00257|CBX4_HUMAN",24.0472053496254,"5","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"161","6","sp|O00257|CBX4_HUMAN",24.0509843713478,"6","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"162","7","sp|O00257|CBX4_HUMAN",23.9242136307188,"13","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"163","8","sp|O00257|CBX4_HUMAN",23.6594502297229,"14","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"164","9","sp|O00257|CBX4_HUMAN",23.3675471107903,"15","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"165","10","sp|O00257|CBX4_HUMAN",24.3255010620908,"16","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"166","11","sp|O00257|CBX4_HUMAN",24.3839819201111,"17","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"167","12","sp|O00257|CBX4_HUMAN",24.487898016702,"18","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"168","13","sp|O00257|CBX4_HUMAN",23.9744479766422,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"169","14","sp|O00257|CBX4_HUMAN",24.1213212296272,"11","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"170","15","sp|O00257|CBX4_HUMAN",24.0047302026028,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"171","16","sp|O00257|CBX4_HUMAN",23.9474964769195,"7","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"172","17","sp|O00257|CBX4_HUMAN",24.0905856196175,"8","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"173","18","sp|O00257|CBX4_HUMAN",24.0043392207159,"9","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"174","1","sp|O00264|PGRC1_HUMAN",27.6061672230124,"1","SP=Yeast;CT=Mixture;QY=1",1,30,2,0.6,TRUE,3
"175","2","sp|O00264|PGRC1_HUMAN",28.3736246875126,"2","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"176","3","sp|O00264|PGRC1_HUMAN",28.1588448890575,"3","SP=Yeast;CT=Mixture;QY=1",1,30,4,0.2,FALSE,1
"177","4","sp|O00264|PGRC1_HUMAN",28.4574873295266,"4","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"178","5","sp|O00264|PGRC1_HUMAN",28.3952240391903,"5","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"179","6","sp|O00264|PGRC1_HUMAN",28.3956253326631,"6","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"180","7","sp|O00264|PGRC1_HUMAN",28.1306551117319,"13","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
"181","8","sp|O00264|PGRC1_HUMAN",28.0009754918272,"14","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
"182","9","sp|O00264|PGRC1_HUMAN",27.9660508819069,"15","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
