"","RUN","Protein","LogIntensities","originalRUN","GROUP","SUBJECT","TotalGroupMeasurements","NumMeasuredFeature","MissingPercentage","more50missing","NumImputedFeature"
"28","10","sp|A0JNW5|UH1BL_HUMAN",21.7915332014435,"16","SP=Yeast;CT=Mixture;QY=10",3,36,1,0.833333333333333,TRUE,5
"29","11","sp|A0JNW5|UH1BL_HUMAN",22.245695087163,"17","SP=Yeast;CT=Mixture;QY=10",3,36,2,0.666666666666667,TRUE,4
"30","12","sp|A0JNW5|UH1BL_HUMAN",22.7502206398206,"18","SP=Yeast;CT=Mixture;QY=10",3,36,2,0.666666666666667,TRUE,4
"31","13","sp|A0JNW5|UH1BL_HUMAN",23.0178944110376,"10","SP=Yeast;CT=Mixture;QY=4",2,36,5,0.166666666666667,FALSE,1
"32","14","sp|A0JNW5|UH1BL_HUMAN",22.7755871861452,"11","SP=Yeast;CT=Mixture;QY=4",2,36,3,0.5,TRUE,3
"33","15","sp|A0JNW5|UH1BL_HUMAN",23.0096518537006,"12","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"34","16","sp|A0JNW5|UH1BL_HUMAN",22.8266082317955,"7","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"35","17","sp|A0JNW5|UH1BL_HUMAN",22.9893926245101,"8","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"36","18","sp|A0JNW5|UH1BL_HUMAN",22.9431880708496,"9","SP=Yeast;CT=Mixture;QY=4",2,36,4,0.333333333333333,FALSE,2
"37","1","sp|A0MZ66|SHOT1_HUMAN",24.1696949992904,"1","SP=Yeast;CT=Mixture;QY=1",1,48,6,0.25,FALSE,2
"38","2","sp|A0MZ66|SHOT1_HUMAN",24.5849256473114,"2","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"39","3","sp|A0MZ66|SHOT1_HUMAN",24.5649983440591,"3","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"40","4","sp|A0MZ66|SHOT1_HUMAN",24.5420539673296,"4","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"41","5","sp|A0MZ66|SHOT1_HUMAN",24.5584635405145,"5","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"42","6","sp|A0MZ66|SHOT1_HUMAN",24.628086867949,"6","SP=Yeast;CT=Mixture;QY=1",1,48,7,0.125,FALSE,1
"43","7","sp|A0MZ66|SHOT1_HUMAN",24.493016202453,"13","SP=Yeast;CT=Mixture;QY=10",3,48,8,0,FALSE,0
"44","8","sp|A0MZ66|SHOT1_HUMAN",24.5388357006354,"14","SP=Yeast;CT=Mixture;QY=10",3,48,7,0.125,FALSE,1
"45","9","sp|A0MZ66|SHOT1_HUMAN",24.5022650230984,"15","SP=Yeast;CT=Mixture;QY=10",3,48,8,0,FALSE,0
"46","10","sp|A0MZ66|SHOT1_HUMAN",24.5824144499432,"16","SP=Yeast;CT=Mixture;QY=10",3,48,5,0.375,FALSE,3
"47","11","sp|A0MZ66|SHOT1_HUMAN",24.5947160437206,"17","SP=Yeast;CT=Mixture;QY=10",3,48,6,0.25,FALSE,2
"48","12","sp|A0MZ66|SHOT1_HUMAN",24.440655311333,"18","SP=Yeast;CT=Mixture;QY=10",3,48,7,0.125,FALSE,1
"49","13","sp|A0MZ66|SHOT1_HUMAN",24.4944289769602,"10","SP=Yeast;CT=Mixture;QY=4",2,48,8,0,FALSE,0
"50","14","sp|A0MZ66|SHOT1_HUMAN",24.5263640656527,"11","SP=Yeast;CT=Mixture;QY=4",2,48,8,0,FALSE,0
"51","15","sp|A0MZ66|SHOT1_HUMAN",24.5053643488239,"12","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"52","16","sp|A0MZ66|SHOT1_HUMAN",24.4741263467046,"7","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"53","17","sp|A0MZ66|SHOT1_HUMAN",24.4918292485685,"8","SP=Yeast;CT=Mixture;QY=4",2,48,6,0.25,FALSE,2
"54","18","sp|A0MZ66|SHOT1_HUMAN",24.6396646956744,"9","SP=Yeast;CT=Mixture;QY=4",2,48,7,0.125,FALSE,1
"55","1","sp|A1L390|PKHG3_HUMAN",24.2855057927982,"1","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"56","2","sp|A1L390|PKHG3_HUMAN",24.3627907280611,"2","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"57","3","sp|A1L390|PKHG3_HUMAN",24.4310185592835,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"58","4","sp|A1L390|PKHG3_HUMAN",24.3030289875644,"4","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"59","5","sp|A1L390|PKHG3_HUMAN",24.5120797868434,"5","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"60","6","sp|A1L390|PKHG3_HUMAN",23.8991297051463,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"61","7","sp|A1L390|PKHG3_HUMAN",23.9796709581111,"13","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"62","8","sp|A1L390|PKHG3_HUMAN",23.0699857062831,"14","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"63","9","sp|A1L390|PKHG3_HUMAN",23.0719545474706,"15","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"64","10","sp|A1L390|PKHG3_HUMAN",23.0736453388576,"16","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"65","11","sp|A1L390|PKHG3_HUMAN",23.0529412589198,"17","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"66","12","sp|A1L390|PKHG3_HUMAN",23.0262784411533,"18","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"67","13","sp|A1L390|PKHG3_HUMAN",24.1777931487871,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"68","14","sp|A1L390|PKHG3_HUMAN",23.6892302454346,"11","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"69","15","sp|A1L390|PKHG3_HUMAN",24.24796337844,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"70","16","sp|A1L390|PKHG3_HUMAN",23.5153034842605,"7","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"71","17","sp|A1L390|PKHG3_HUMAN",23.6737417831852,"8","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"72","18","sp|A1L390|PKHG3_HUMAN",24.3581209415439,"9","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"73","6","sp|A6NHT5|HMX3_HUMAN",23.2385825858784,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"74","7","sp|A6NHT5|HMX3_HUMAN",24.3723768793198,"13","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"75","8","sp|A6NHT5|HMX3_HUMAN",24.3197837938931,"14","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"76","9","sp|A6NHT5|HMX3_HUMAN",24.2028039956393,"15","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"77","10","sp|A6NHT5|HMX3_HUMAN",23.830928182414,"16","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"78","11","sp|A6NHT5|HMX3_HUMAN",24.3830368348927,"17","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"79","12","sp|A6NHT5|HMX3_HUMAN",23.8508415505054,"18","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"80","13","sp|A6NHT5|HMX3_HUMAN",24.2542816170443,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"81","14","sp|A6NHT5|HMX3_HUMAN",24.2537000698725,"11","SP=Yeast;CT=Mixture;QY=4",2,18,3,0,FALSE,0
"82","15","sp|A6NHT5|HMX3_HUMAN",23.3841348595367,"12","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"83","16","sp|A6NHT5|HMX3_HUMAN",24.4058707238406,"7","SP=Yeast;CT=Mixture;QY=4",2,18,3,0,FALSE,0
"84","17","sp|A6NHT5|HMX3_HUMAN",24.368183488978,"8","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"85","18","sp|A6NHT5|HMX3_HUMAN",23.4443112554483,"9","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"86","1","sp|A7KAX9|RHG32_HUMAN",24.1051617950033,"1","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"87","2","sp|A7KAX9|RHG32_HUMAN",23.9976483518185,"2","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"88","3","sp|A7KAX9|RHG32_HUMAN",23.9765795963943,"3","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"89","4","sp|A7KAX9|RHG32_HUMAN",24.2129171640795,"4","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"90","5","sp|A7KAX9|RHG32_HUMAN",23.9054247859061,"5","SP=Yeast;CT=Mixture;QY=1",1,12,1,0.5,TRUE,1
"91","6","sp|A7KAX9|RHG32_HUMAN",24.57322989959,"6","SP=Yeast;CT=Mixture;QY=1",1,12,2,0,FALSE,0
"92","7","sp|A7KAX9|RHG32_HUMAN",23.900072767138,"13","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"93","8","sp|A7KAX9|RHG32_HUMAN",23.8868848503099,"14","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"94","9","sp|A7KAX9|RHG32_HUMAN",23.8787969055506,"15","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"95","10","sp|A7KAX9|RHG32_HUMAN",24.0197676754711,"16","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"96","11","sp|A7KAX9|RHG32_HUMAN",24.0234962501145,"17","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"97","12","sp|A7KAX9|RHG32_HUMAN",24.0881116432258,"18","SP=Yeast;CT=Mixture;QY=10",3,12,1,0.5,TRUE,1
"98","13","sp|A7KAX9|RHG32_HUMAN",23.9943517811987,"10","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"99","14","sp|A7KAX9|RHG32_HUMAN",23.9754176777441,"11","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"100","15","sp|A7KAX9|RHG32_HUMAN",24.1399821612925,"12","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"101","16","sp|A7KAX9|RHG32_HUMAN",23.987732669706,"7","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"102","17","sp|A7KAX9|RHG32_HUMAN",24.8661390982453,"8","SP=Yeast;CT=Mixture;QY=4",2,12,2,0,FALSE,0
"103","18","sp|A7KAX9|RHG32_HUMAN",23.992838268732,"9","SP=Yeast;CT=Mixture;QY=4",2,12,1,0.5,TRUE,1
"104","1","sp|O00148|DX39A_HUMAN",23.1041668109498,"1","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"105","2","sp|O00148|DX39A_HUMAN",23.0857082801195,"2","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"106","5","sp|O00148|DX39A_HUMAN",24.0959461761427,"5","SP=Yeast;CT=Mixture;QY=1",1,6,1,0,FALSE,0
"107","13","sp|O00148|DX39A_HUMAN",23.6215140019337,"10","SP=Yeast;CT=Mixture;QY=4",2,6,1,0,FALSE,0
"108","1","sp|O00193|SMAP_HUMAN",22.0229995689985,"1","SP=Yeast;CT=Mixture;QY=1",1,54,4,0.555555555555556,TRUE,5
"109","2","sp|O00193|SMAP_HUMAN",24.910426551458,"2","SP=Yeast;CT=Mixture;QY=1",1,54,5,0.444444444444444,FALSE,4
"110","3","sp|O00193|SMAP_HUMAN",25.0736169932168,"3","SP=Yeast;CT=Mixture;QY=1",1,54,5,0.444444444444444,FALSE,4
"111","4","sp|O00193|SMAP_HUMAN",25.0207611828998,"4","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"112","5","sp|O00193|SMAP_HUMAN",25.3375051047373,"5","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"113","6","sp|O00193|SMAP_HUMAN",25.295480437167,"6","SP=Yeast;CT=Mixture;QY=1",1,54,7,0.222222222222222,FALSE,2
"114","7","sp|O00193|SMAP_HUMAN",25.4049260451282,"13","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"115","8","sp|O00193|SMAP_HUMAN",25.524867103481,"14","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"116","9","sp|O00193|SMAP_HUMAN",25.2309989786492,"15","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"117","10","sp|O00193|SMAP_HUMAN",25.1988047309983,"16","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"118","11","sp|O00193|SMAP_HUMAN",25.3546098314689,"17","SP=Yeast;CT=Mixture;QY=10",3,54,8,0.111111111111111,FALSE,1
"119","12","sp|O00193|SMAP_HUMAN",25.4626712372006,"18","SP=Yeast;CT=Mixture;QY=10",3,54,6,0.333333333333333,FALSE,3
"120","13","sp|O00193|SMAP_HUMAN",25.0651731922192,"10","SP=Yeast;CT=Mixture;QY=4",2,54,5,0.444444444444444,FALSE,4
"121","14","sp|O00193|SMAP_HUMAN",25.336298026281,"11","SP=Yeast;CT=Mixture;QY=4",2,54,7,0.222222222222222,FALSE,2
"122","15","sp|O00193|SMAP_HUMAN",25.351988527049,"12","SP=Yeast;CT=Mixture;QY=4",2,54,8,0.111111111111111,FALSE,1
"123","16","sp|O00193|SMAP_HUMAN",25.2818525133574,"7","SP=Yeast;CT=Mixture;QY=4",2,54,6,0.333333333333333,FALSE,3
"124","17","sp|O00193|SMAP_HUMAN",25.0642700179577,"8","SP=Yeast;CT=Mixture;QY=4",2,54,5,0.444444444444444,FALSE,4
"125","18","sp|O00193|SMAP_HUMAN",25.3565318875084,"9","SP=Yeast;CT=Mixture;QY=4",2,54,8,0.111111111111111,FALSE,1
"126","1","sp|O00203|AP3B1_HUMAN",25.0803878051353,"1","SP=Yeast;CT=Mixture;QY=1",1,24,3,0.25,FALSE,1
"127","2","sp|O00203|AP3B1_HUMAN",25.3627817559397,"2","SP=Yeast;CT=Mixture;QY=1",1,24,3,0.25,FALSE,1
"128","3","sp|O00203|AP3B1_HUMAN",25.3499059580386,"3","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"129","4","sp|O00203|AP3B1_HUMAN",25.4114004011698,"4","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"130","5","sp|O00203|AP3B1_HUMAN",25.2673967332013,"5","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"131","6","sp|O00203|AP3B1_HUMAN",25.5461487786039,"6","SP=Yeast;CT=Mixture;QY=1",1,24,4,0,FALSE,0
"132","7","sp|O00203|AP3B1_HUMAN",25.4383064709398,"13","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"133","8","sp|O00203|AP3B1_HUMAN",25.4642970635977,"14","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"134","9","sp|O00203|AP3B1_HUMAN",25.3903942635355,"15","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"135","10","sp|O00203|AP3B1_HUMAN",25.416806766565,"16","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"136","11","sp|O00203|AP3B1_HUMAN",25.4363435593866,"17","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"137","12","sp|O00203|AP3B1_HUMAN",25.5124665857682,"18","SP=Yeast;CT=Mixture;QY=10",3,24,3,0.25,FALSE,1
"138","13","sp|O00203|AP3B1_HUMAN",25.5664675068674,"10","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"139","14","sp|O00203|AP3B1_HUMAN",25.5907936479177,"11","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"140","15","sp|O00203|AP3B1_HUMAN",25.497468555355,"12","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"141","16","sp|O00203|AP3B1_HUMAN",25.5123743467767,"7","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"142","17","sp|O00203|AP3B1_HUMAN",25.5407843004636,"8","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"143","18","sp|O00203|AP3B1_HUMAN",25.5501256930125,"9","SP=Yeast;CT=Mixture;QY=4",2,24,4,0,FALSE,0
"144","1","sp|O00232|PSD12_HUMAN",24.0925970427488,"1","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"145","2","sp|O00232|PSD12_HUMAN",24.3236612742267,"2","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"146","3","sp|O00232|PSD12_HUMAN",23.7146148840798,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"147","4","sp|O00232|PSD12_HUMAN",22.4064181388964,"4","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"148","5","sp|O00232|PSD12_HUMAN",22.5616105920292,"5","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"149","6","sp|O00232|PSD12_HUMAN",22.5213233404955,"6","SP=Yeast;CT=Mixture;QY=1",1,18,1,0.666666666666667,TRUE,2
"150","8","sp|O00232|PSD12_HUMAN",22.3683383988983,"14","SP=Yeast;CT=Mixture;QY=10",3,18,1,0.666666666666667,TRUE,2
"151","10","sp|O00232|PSD12_HUMAN",23.057453515493,"16","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"152","13","sp|O00232|PSD12_HUMAN",23.0799869493113,"10","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"153","14","sp|O00232|PSD12_HUMAN",22.9586260245488,"11","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"154","15","sp|O00232|PSD12_HUMAN",23.4520674889134,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"155","17","sp|O00232|PSD12_HUMAN",22.6605367780139,"8","SP=Yeast;CT=Mixture;QY=4",2,18,1,0.666666666666667,TRUE,2
"156","1","sp|O00257|CBX4_HUMAN",23.6736963690909,"1","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"157","2","sp|O00257|CBX4_HUMAN",23.8587214632391,"2","SP=Yeast;CT=Mixture;QY=1",1,18,3,0,FALSE,0
"158","3","sp|O00257|CBX4_HUMAN",23.8125537679282,"3","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"159","4","sp|O00257|CBX4_HUMAN",23.8117946704747,"4","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"160","5","sp|O00257|CBX4_HUMAN",23.8841947457098,"5","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"161","6","sp|O00257|CBX4_HUMAN",23.9195169529711,"6","SP=Yeast;CT=Mixture;QY=1",1,18,2,0.333333333333333,FALSE,1
"162","7","sp|O00257|CBX4_HUMAN",24.2365209182571,"13","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"163","8","sp|O00257|CBX4_HUMAN",24.0466643953462,"14","SP=Yeast;CT=Mixture;QY=10",3,18,3,0,FALSE,0
"164","9","sp|O00257|CBX4_HUMAN",23.5776981403835,"15","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"165","10","sp|O00257|CBX4_HUMAN",24.7449086232538,"16","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"166","11","sp|O00257|CBX4_HUMAN",24.8340485586651,"17","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"167","12","sp|O00257|CBX4_HUMAN",24.9712288733298,"18","SP=Yeast;CT=Mixture;QY=10",3,18,2,0.333333333333333,FALSE,1
"168","13","sp|O00257|CBX4_HUMAN",23.9723956098358,"10","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"169","14","sp|O00257|CBX4_HUMAN",24.1233735964335,"11","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"170","15","sp|O00257|CBX4_HUMAN",23.9762765895519,"12","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"171","16","sp|O00257|CBX4_HUMAN",23.8252103257011,"7","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"172","17","sp|O00257|CBX4_HUMAN",24.0576185313171,"8","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"173","18","sp|O00257|CBX4_HUMAN",24.0069542135759,"9","SP=Yeast;CT=Mixture;QY=4",2,18,2,0.333333333333333,FALSE,1
"174","1","sp|O00264|PGRC1_HUMAN",27.2456730454218,"1","SP=Yeast;CT=Mixture;QY=1",1,30,2,0.6,TRUE,3
"175","2","sp|O00264|PGRC1_HUMAN",28.0028156801891,"2","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"176","3","sp|O00264|PGRC1_HUMAN",27.8565271893667,"3","SP=Yeast;CT=Mixture;QY=1",1,30,4,0.2,FALSE,1
"177","4","sp|O00264|PGRC1_HUMAN",28.2097416533552,"4","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"178","5","sp|O00264|PGRC1_HUMAN",28.2039052903346,"5","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"179","6","sp|O00264|PGRC1_HUMAN",28.2641579142864,"6","SP=Yeast;CT=Mixture;QY=1",1,30,5,0,FALSE,0
"180","7","sp|O00264|PGRC1_HUMAN",28.4429623992702,"13","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
"181","8","sp|O00264|PGRC1_HUMAN",28.3901047364178,"14","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
"182","9","sp|O00264|PGRC1_HUMAN",28.3311212260324,"15","SP=Yeast;CT=Mixture;QY=10",3,30,5,0,FALSE,0
