"","logFC","se","df","t","pval","adjPval"
"P63279ups|UBC9_HUMAN_UPS",-3.91518473774793,0.153372929038063,9.52404593575629,-25.527221539704,4.31069693129458e-10,1.51952066828134e-07
"P68871ups|HBB_HUMAN_UPS",1.66016365983594,0.131644569710322,9.52404593575629,12.6109543560289,2.9434591213706e-07,2.70670262682557e-05
"P69905ups|HBA_HUMAN_UPS",1.85585591706149,0.158757440138886,8.60548381421894,11.6898831036701,1.41785417400925e-06,0.000119950463121182
"P99999ups|CYC_HUMAN_UPS",-6.99209565511784,0.691224112658722,6.29393306772781,-10.1155262483878,4.0027065242764e-05,0.00248991891142488
"Q06830ups|PRDX1_HUMAN_UPS",-0.72655298412318,0.11278719744181,9.38527802573976,-6.44180368519244,9.88998713420263e-05,0.00597637793966816
"Q15843ups|NEDD8_HUMAN_UPS",-4.65880768881165,0.149445228403395,9.01447452808573,-31.1740143100201,1.71554707531365e-10,1.16397689576271e-07
"sp|P00350|6PGD_ECOLI",0.0903356456043996,0.140006927664087,8.57083982281503,0.645222683702752,0.535670171528753,0.859678256651354
"sp|P00363|FRDA_ECOLI",0.0663229232297546,0.130080584461263,9.51589748897767,0.509860280105868,0.621764416991218,0.895398112616186
"sp|P00370|DHE4_ECOLI",0.228008519354383,0.149667736452722,8.14169555780313,1.52343133368899,0.165502353716316,0.828098155198621
"sp|P00393|NDH_ECOLI",0.141286210726821,0.142561729756293,9.52404593575629,0.991052865087619,0.346169565614268,0.828098155198621
"sp|P00448|SODM_ECOLI",0.111173213644392,0.123657622115008,9.12072928313454,0.899040526114879,0.391747979200245,0.828546976008518
"sp|P00452|RIR1_ECOLI",0.0891994383723804,0.130610651956309,9.52404593575629,0.682941529165772,0.510913516967371,0.849752964718363
"sp|P00490|PHSM_ECOLI",0.0346653593840023,0.101915455376613,9.47445065859853,0.340138394671366,0.741172430155172,0.926465537693965
"sp|P00509|AAT_ECOLI",0.122447535509941,0.129210754733346,8.67449985258966,0.947657459029914,0.368953689232049,0.828098155198621
"sp|P00547|KHSE_ECOLI",-0.0733257943070205,0.147854999330995,9.47552233815912,-0.495930436162461,0.63124333471323,0.901725815658753
"sp|P00550|PTM3C_ECOLI",0.226515724583764,0.207306100898102,9.13707880024914,1.0926630890381,0.302512207647621,0.828098155198621
"sp|P00561|AK1H_ECOLI",0.117652791764613,0.18726255318416,9.01686488576399,0.628277195648982,0.545405096389514,0.859678256651354
"sp|P00562|AK2H_ECOLI",0.0484205591963568,0.113846924255927,9.44178617635904,0.425312844530678,0.680138691554651,0.908376194106959
"sp|P00579|RPOD_ECOLI",-0.146134329067682,0.137328192409208,9.13338578580989,-1.0641247547498,0.314595406461798,0.828098155198621
"sp|P00582|DPO1_ECOLI",0.123591070738446,0.131033288814658,9.42620512373634,0.943203607697438,0.369122296364448,0.828098155198621
"sp|P00634|PPB_ECOLI",0.0657649251816379,0.133056426874024,8.55561129092976,0.494263424373354,0.633561043267496,0.903561433924986
"sp|P00722|BGAL_ECOLI",-0.000354817143162932,0.114060822938446,9.52404593575629,-0.00311077137637708,0.997582156913716,0.999506042926865
"sp|P00803|LEP_ECOLI",-0.29575069178653,0.16092591953166,9.16552160662765,-1.83780644315874,0.0986588485924813,0.828098155198621
"sp|P00805|ASPG2_ECOLI",0.0498852537939899,0.128986605068307,9.3081861290791,0.386747552333613,0.707636525530389,0.912713955695059
"sp|P00811|AMPC_ECOLI",-0.0788873052566003,0.17257517981168,9.21708198485296,-0.457118487969619,0.658169226443942,0.908376194106959
"sp|P00861|DCDA_ECOLI",0.171172114480334,0.291424795441303,9.01712264501057,0.587362905140345,0.571372631731604,0.868594109277609
"sp|P00864|CAPP_ECOLI",-0.0648191794254311,0.104889044334746,9.52404593575629,-0.617978549013808,0.55107947426067,0.860638076955574
"sp|P00887|AROH_ECOLI",0.0436611822725407,0.141927280684214,9.52404593575629,0.307630654670868,0.764984910173076,0.939011700170581
"sp|P00893|ILVI_ECOLI",0.391686816025654,0.321625468894249,8.90155804377995,1.21783519623703,0.254582031562043,0.828098155198621
"sp|P00894|ILVH_ECOLI",-0.266328159629466,0.270396148131439,8.65238360917791,-0.984955449513298,0.35138512873404,0.828098155198621
"sp|P00895|TRPE_ECOLI",-0.0248272368881349,0.163569941157486,9.43928317871107,-0.151783614473708,0.882552408303534,0.964685026488691
"sp|P00904|TRPGD_ECOLI",0.050790091871295,0.163566820288091,9.35971222987148,0.310515860012673,0.762972465041413,0.937644836468674
"sp|P00909|TRPC_ECOLI",0.0807140999269027,0.151660358924197,9.19807294229441,0.532203012701858,0.607199632920305,0.886897253885667
"sp|P00926|SDHD_ECOLI",0.111005903098078,0.133417418060749,9.1842543844055,0.832019572193589,0.426501520521566,0.83445949667263
"sp|P00934|THRC_ECOLI",0.10159147695717,0.171482674366658,9.21477938089213,0.592429977736122,0.567813790828635,0.868594109277609
"sp|P00935|METB_ECOLI",0.00404824003733856,0.124697283241071,9.52404593575629,0.0324645407832367,0.974771828851171,0.994450942534295
"sp|P00936|CYAA_ECOLI",-0.215084130263365,0.197519860827647,7.52404593575629,-1.08892406749438,0.30983161895878,0.828098155198621
"sp|P00944|XYLA_ECOLI",0.186032132732282,0.200973154640482,9.41213306844998,0.925656628444095,0.377747589710505,0.828098155198621
"sp|P00946|MANA_ECOLI",0.0561689590111034,0.176078738393229,8.67556120098642,0.318999099628166,0.757273437714521,0.934821572595058
"sp|P00954|SYW_ECOLI",0.170568764468894,0.159615608461323,8.74622226904989,1.06862208597992,0.313844760484997,0.828098155198621
"sp|P00956|SYI_ECOLI",0.102383354069308,0.103954588598676,9.21724416888545,0.984885375907421,0.349826023770558,0.828098155198621
"sp|P00957|SYA_ECOLI",0.1103170258933,0.125178073807672,9.52404593575629,0.881280743006116,0.399859574932545,0.831018760087592
"sp|P00959|SYM_ECOLI",0.254198036897675,0.187518640870912,8.58278469430011,1.35558809362673,0.209822495460823,0.828098155198621
"sp|P00960|SYGA_ECOLI",0.181567263279327,0.167914255015406,8.88597760347791,1.08130940558125,0.308030148765907,0.828098155198621
"sp|P00961|SYGB_ECOLI",0.180911817317278,0.143311756334322,8.18128977027255,1.2623655026266,0.241611377843289,0.828098155198621
"sp|P00962|SYQ_ECOLI",0.156704942046231,0.115282064902237,9.44145317830221,1.35931761960651,0.205624699964788,0.828098155198621
"sp|P00963|ASNA_ECOLI",0.100247349903766,0.179109609838455,9.52404593575629,0.559698332178727,0.588605006077283,0.873613745862072
"sp|P00968|CARB_ECOLI",0.0746973649838223,0.107038025775034,9.52404593575629,0.697858209201438,0.501946873109367,0.849752964718363
"sp|P02358|RS6_ECOLI",0.04539087950783,0.110247396428614,9.14797541369609,0.411718380462808,0.690025433502464,0.908719671144278
"sp|P02359|RS7_ECOLI",0.1011118944352,0.132595788565541,9.52404593575629,0.762557359694879,0.46419441967949,0.844171279124782
"sp|P02413|RL15_ECOLI",0.170303074660562,0.17678838146214,9.5180381758834,0.963315989727713,0.35922393577727,0.828098155198621
"sp|P02916|MALF_ECOLI",0.069818242540227,0.164874952787133,9.41764631539706,0.423461789434858,0.681465828884019,0.908376194106959
"sp|P02918|PBPA_ECOLI",0.0887104952047551,0.127023459802132,8.16734068154762,0.698378829729106,0.504336389517982,0.849752964718363
"sp|P02919|PBPB_ECOLI",-0.0192076043934803,0.111911342184563,9.52404593575629,-0.171632329829476,0.867318285810482,0.961265656348607
"sp|P02924|ARAF_ECOLI",0.176390636235126,0.149812163241748,9.40891950976573,1.17741198323456,0.267955125851147,0.828098155198621
"sp|P02925|RBSB_ECOLI",0.0566896879915114,0.135559727578015,9.52404593575629,0.418189745615166,0.685080645999907,0.908376194106959
"sp|P02929|TONB_ECOLI",-0.00948002023151306,0.116693545935189,8.59946235782557,-0.0812385994061594,0.937111389101797,0.980031813304745
"sp|P02930|TOLC_ECOLI",0.144932719504473,0.140271004265385,8.58239995934276,1.03323363416055,0.329729882774114,0.828098155198621
"sp|P02931|OMPF_ECOLI",-0.0223191393044123,0.166551940732191,9.49596339987761,-0.134007080351592,0.896194348368707,0.967531035488677
"sp|P02943|LAMB_ECOLI",0.361886155933451,0.208495218995531,8.31757605222134,1.7357048170069,0.119390968350171,0.828098155198621
"sp|P03004|DNAA_ECOLI",-0.108180864160813,0.174043277534878,8.92720543987118,-0.621574505451,0.549762938904003,0.859678256651354
"sp|P03018|UVRD_ECOLI",-0.00786732464238945,0.174472940598127,9.52404593575629,-0.0450919472980667,0.964965397776136,0.991877827678617
"sp|P03023|LACI_ECOLI",-0.100171670751294,0.117995262717709,9.18252027847464,-0.84894654619265,0.417492952605457,0.831018760087592
"sp|P03024|GALR_ECOLI",-0.34811283158202,0.211131216506782,8.87155691857542,-1.64879849290708,0.134078742043071,0.828098155198621
"sp|P03813|YGEA_ECOLI",0.148719011981305,0.12702897288491,9.25153847166371,1.17074875600267,0.270971573516058,0.828098155198621
"sp|P03817|MIOC_ECOLI",0.134948312931208,0.213599547808552,9.23828941647869,0.63178182873384,0.542845322389773,0.859678256651354
"sp|P03819|KEFC_ECOLI",0.103368510391946,0.24266538249269,9.52404593575629,0.425971390439505,0.679594351658841,0.908376194106959
"sp|P03841|MALM_ECOLI",0.0493734094270135,0.175669742451869,9.03242254200537,0.281058130659815,0.784997963104397,0.942577537101023
"sp|P03960|KDPB_ECOLI",-0.249298869885925,0.449699375598285,9.1591888364826,-0.554367836411281,0.592603412863024,0.875860390080571
"sp|P04036|DAPB_ECOLI",0.140018560297178,0.138243563048088,9.45891125659901,1.01283963759291,0.336343072203442,0.828098155198621
"sp|P04079|GUAA_ECOLI",0.26750329501954,0.169328943470421,9.27522072384441,1.5797848231792,0.147613261864866,0.828098155198621
"sp|P04128|FIMA1_ECOLI",0.213145375878084,0.208710711712515,8.47487270236246,1.02124789920547,0.335402469294299,0.828098155198621
"sp|P04335|FRSA_ECOLI",0.00491905628254005,0.0974000602434244,9.3109914097986,0.0505036266943391,0.960787949698615,0.990768656076339
"sp|P04425|GSHB_ECOLI",0.0368537019366452,0.13968674821552,8.30838944981299,0.263831053463884,0.79833639684865,0.946458228326734
"sp|P04693|TYRB_ECOLI",0.126306130138746,0.15659767828926,9.52404593575629,0.806564513079426,0.439593242317834,0.838511376047908
"sp|P04805|SYE_ECOLI",0.174837004778303,0.111312260152086,9.52404593575629,1.57068955871908,0.148848053114901,0.828098155198621
"sp|P04816|LIVK_ECOLI",NA,NA,NA,NA,NA,NA
"sp|P04825|AMPN_ECOLI",0.225825993507617,0.134443185618512,8.85977100700499,1.67971319980774,0.127851078243306,0.828098155198621
"sp|P04846|NLPA_ECOLI",0.0317654187207425,0.203657819025523,9.52404593575629,0.155974461833757,0.879309401719673,0.964261105017933
"sp|P04951|KDSB_ECOLI",0.0414278559189172,0.133026908931665,9.17411409616273,0.311424630186653,0.762438628774464,0.937533546429064
"sp|P04968|ILVA_ECOLI",1.68435718567384,0.208259670050517,9.52404593575629,8.08777419682491,1.44265823334173e-05,0.00101707405450592
"sp|P04982|RBSD_ECOLI",0.111795695099418,0.124187376064893,9.20077683444575,0.900217869495848,0.390957583688757,0.828546976008518
"sp|P04983|RBSA_ECOLI",0.122987728064409,0.123515087068651,8.57798415880227,0.995730408189335,0.346637509868044,0.828098155198621
"sp|P04994|EX7L_ECOLI",-0.0355353206191985,0.165048011775442,8.50518640320501,-0.215302930565117,0.834604938390686,0.955249480791128
"sp|P04995|EX1_ECOLI",-0.0228654944524538,0.120080047951372,9.52404593575629,-0.190418765169994,0.85297829698068,0.959090429619424
"sp|P05020|PYRC_ECOLI",0.127447779094849,0.1080543342377,9.27866011480173,1.17947863909362,0.267565024148382,0.828098155198621
"sp|P05041|PABB_ECOLI",0.158759232725126,0.166097439566089,9.01128166524251,0.955819867782832,0.364100500585652,0.828098155198621
"sp|P05042|FUMC_ECOLI",0.234051592111382,0.148119048041612,9.52404593575629,1.58015863054715,0.1466721908854,0.828098155198621
"sp|P05055|PNP_ECOLI",0.248179729914131,0.174637920988424,9.16492450969571,1.42111019479316,0.188403958645156,0.828098155198621
"sp|P05100|3MG1_ECOLI",-0.876737134168471,1.18141132807487,8.59767707825792,-0.742109977561435,0.477802954942975,0.849752964718363
"sp|P05194|AROD_ECOLI",0.139514836347969,0.159402407642765,9.52404593575629,0.875236694420789,0.402977900028247,0.831018760087592
"sp|P05458|PTRA_ECOLI",0.11737937183044,0.127280865078686,9.52404593575629,0.922207527092746,0.379189589458734,0.828098155198621
"sp|P05459|PDXB_ECOLI",0.0176445934667769,0.129172475154567,9.13399704621014,0.136597161629546,0.894312665513846,0.967531035488677
"sp|P05523|FPG_ECOLI",0.0356518164086221,0.142623275128976,9.52404593575629,0.249971937444163,0.807917895591165,0.948820226269457
"sp|P05637|APAH_ECOLI",-0.277200038525698,0.211425724582945,9.45714871480503,-1.31109891699554,0.220764342217932,0.828098155198621
"sp|P05704|MCP3_ECOLI",0.105424681937101,0.126867891117517,9.52404593575629,0.830980014000917,0.426326151458588,0.83445949667263
"sp|P05707|SRLD_ECOLI",0.344363974739021,0.227449060798497,9.40509654066232,1.51402680463958,0.162875670156773,0.828098155198621
"sp|P05791|ILVD_ECOLI",0.194897869970744,0.167579047881857,9.14668926440377,1.16302051141946,0.27426442075115,0.828098155198621
"sp|P05793|ILVC_ECOLI",0.020048565300632,0.129689663942289,9.52404593575629,0.154588767456083,0.880372197509246,0.964261105017933
"sp|P05804|BGLR_ECOLI",-0.00396498098421377,0.12642887074201,9.04862821644849,-0.0313613572670811,0.975662215762587,0.994450942534295
"sp|P05825|FEPA_ECOLI",0.0364299081417571,0.182884238101015,9.19399904684485,0.199196543781074,0.84644478105277,0.956404297017932
"sp|P05827|ILVY_ECOLI",0.99395510800752,0.494588121057281,7.14755915597522,2.00966231433691,0.0835670227308453,0.828098155198621
"sp|P05852|TSAD_ECOLI",0.0440818076136937,0.166021897548362,9.49277756063568,0.265518032648993,0.796287102182424,0.945088227337725
"sp|P06129|BTUB_ECOLI",0.145355620784786,0.225881692871736,9.52404593575629,0.643503326616754,0.535083994365257,0.859678256651354
"sp|P06134|ADA_ECOLI",-0.113102547622967,0.228224528287603,7.52404593575629,-0.495575775625824,0.634340785578547,0.903632589070244
"sp|P06149|DLD_ECOLI",0.259194404261552,0.106174320020292,9.50763223822662,2.44121558030243,0.0359429604701498,0.828098155198621
"sp|P06282|CDH_ECOLI",0.143720232144298,0.19747731340323,9.52404593575629,0.727780977305652,0.484254854538336,0.849752964718363
"sp|P06610|BTUE_ECOLI",0.197890206672958,0.237516143803674,9.52404593575629,0.833165289330943,0.425152061324727,0.833361084060981
"sp|P06612|TOP1_ECOLI",0.062559678408216,0.105543667102007,9.52404593575629,0.592737396055726,0.567163037623347,0.868594109277609
"sp|P06616|ERA_ECOLI",0.0521301103658011,0.210867766777802,9.52404593575629,0.247217064809779,0.8099874723268,0.948820226269457
"sp|P06709|BIRA_ECOLI",-0.0857324130910459,0.137289489644775,9.11014079001403,-0.624464504259366,0.547640798738114,0.859678256651354
"sp|P06710|DPO3X_ECOLI",-0.00261728375493624,0.11325052400986,9.52404593575629,-0.0231105663997491,0.982039076393385,0.995781223110268
"sp|P06715|GSHR_ECOLI",0.164655099735077,0.151851821961557,9.41758974193309,1.08431428486094,0.305202912101446,0.828098155198621
"sp|P06720|AGAL_ECOLI",0.170806842232187,0.151814013744242,9.02935603587037,1.12510589779901,0.289561268920783,0.828098155198621
"sp|P06721|METC_ECOLI",0.11855191071961,0.244308029566814,8.79671387456102,0.485255891629173,0.639350685481718,0.905104886073517
"sp|P06846|EBGR_ECOLI",-0.0870532706055479,0.213533993983884,9.52404593575629,-0.40767874464109,0.692521976772318,0.909304820384665
"sp|P06959|ODP2_ECOLI",0.187242872335069,0.125939257961953,9.0270164445037,1.48677128454763,0.171145001664823,0.828098155198621
"sp|P06961|CCA_ECOLI",-0.0024511777022781,0.133394637554757,9.35107873612289,-0.0183753841024675,0.985725514666629,0.995781223110268
"sp|P06966|DICA_ECOLI",0.307299077737377,0.167227973104521,9.40724083894386,1.837605706943,0.0978544006668651,0.828098155198621
"sp|P06968|DUT_ECOLI",0.391371672070203,0.239141728260413,8.37850111065509,1.63656788347711,0.138649000720909,0.828098155198621
"sp|P06971|FHUA_ECOLI",-0.0303104006216519,0.09822558926003,9.52370055328756,-0.30857947353629,0.764285177640898,0.938712631074622
"sp|P06974|FLIM_ECOLI",0.140757584562399,0.623826662264749,8.32559576661391,0.225635730366815,0.826925437818451,0.951674455652224
"sp|P06983|HEM3_ECOLI",0.153753424340183,0.136920273732428,9.0522640032524,1.1229412573382,0.290361401691481,0.828098155198621
"sp|P06986|HIS8_ECOLI",0.138644468328884,0.197033670925216,9.43908428397014,0.703658758819482,0.498634540742639,0.849752964718363
"sp|P06987|HIS7_ECOLI",0.099991530198994,0.227234669618554,9.32229014931459,0.440036418592479,0.669936671400197,0.908376194106959
"sp|P06988|HISX_ECOLI",0.0120212105806043,0.13859347605077,9.42993806185284,0.0867372038219218,0.932694394711493,0.97758764989065
"sp|P06989|HIS2_ECOLI",0.211431560398613,0.130671470530391,9.28483357456469,1.61803919050134,0.139071741991527,0.828098155198621
"sp|P06992|RSMA_ECOLI",0.134278983244026,0.176811932631114,9.38096847294734,0.75944525488658,0.466241121529249,0.846310946244656
"sp|P06993|MALT_ECOLI",0.0518343271441939,0.115122836735577,9.52404593575629,0.450252344487052,0.66260331577332,0.908376194106959
"sp|P06996|OMPC_ECOLI",0.0348155896990315,0.116873178892044,9.38357153840713,0.297892040150553,0.772276239511696,0.942130840052998
"sp|P06999|PFKB_ECOLI",0.252868272605861,0.162965711382812,9.52404593575629,1.55166550349887,0.153306209402389,0.828098155198621
"sp|P07000|PLDB_ECOLI",-0.0193802250178362,0.120589765914802,9.39981315191038,-0.160712021213546,0.875721347899736,0.964052177695919
"sp|P07001|PNTA_ECOLI",0.319285679590831,0.146318902395242,8.86057293093249,2.18212188831464,0.0574393833001011,0.828098155198621
"sp|P07003|POXB_ECOLI",0.167433907371276,0.12125832798318,9.27223440781894,1.38080336547689,0.19970981101181,0.828098155198621
"sp|P07004|PROA_ECOLI",0.14943497857245,0.115140686198272,9.461958756842,1.29784686461851,0.225084829607341,0.828098155198621
"sp|P07012|RF2_ECOLI",0.0818606286657309,0.177650533920084,9.26192471317469,0.460795849353066,0.655574106521187,0.908376194106959
"sp|P07014|SDHB_ECOLI",0.0571282406632096,0.129921342667488,9.31396725002437,0.439714056907646,0.670170676333518,0.908376194106959
"sp|P07017|MCP2_ECOLI",-0.141929509598856,0.123387848279964,7.92552177856627,-1.15027137256515,0.283554049781089,0.828098155198621
"sp|P07023|TYRA_ECOLI",0.0609005235807701,0.164901612437774,9.52404593575629,0.369314300087581,0.719971527610779,0.914580899477889
"sp|P07024|USHA_ECOLI",0.195372944523821,0.190524867412626,9.52404593575629,1.02544590203385,0.330492194600092,0.828098155198621
"sp|P07102|PPA_ECOLI",0.187477866553529,0.165438043812889,9.2014147722123,1.13322100668434,0.285784343420521,0.828098155198621
"sp|P07109|HISP_ECOLI",0.0641301388689436,0.244738371147433,9.15921083122694,0.26203548944236,0.79909216310192,0.946823487372864
"sp|P07117|PUTP_ECOLI",-0.0712436154001427,0.223859709025301,9.52404593575629,-0.318251174855635,0.75716276057612,0.934821572595058
"sp|P07118|SYV_ECOLI",0.112908404067575,0.134568625996817,9.52404593575629,0.839039584681837,0.422006864973466,0.83210299800197
"sp|P07363|CHEA_ECOLI",0.196431675466153,0.342300187210975,8.52404593575629,0.573857925894395,0.580886940937643,0.870531264812787
"sp|P07395|SYFB_ECOLI",0.192277592449654,0.137061658266752,9.26493271364965,1.40285470700668,0.193270978633332,0.828098155198621
"sp|P07604|TYRR_ECOLI",0.0359336920738844,0.123952952691466,9.41027540749455,0.289897830536781,0.778181171080349,0.942577537101023
"sp|P07639|AROB_ECOLI",0.179750945370485,0.12715931947257,8.98074268184092,1.41358845042624,0.191195102833613,0.828098155198621
"sp|P07648|RECC_ECOLI",-0.328303517250285,0.191048945895255,9.48052870538113,-1.71842621644341,0.118132234090279,0.828098155198621
"sp|P07649|TRUA_ECOLI",-0.176882771983464,0.271696787279504,8.97594945453414,-0.651030046231275,0.531338138110164,0.859159145338683
"sp|P07650|TYPH_ECOLI",0.165020805951306,0.107380926535814,9.12855699782136,1.53677949404048,0.158251852840487,0.828098155198621
"sp|P07654|PSTA_ECOLI",-0.118073057788806,0.138868423746146,8.94211317127093,-0.850251299781766,0.417369295609618,0.831018760087592
"sp|P07762|GLGB_ECOLI",0.0887905757306262,0.18367969019715,9.01298233980763,0.483398984587375,0.640339160006731,0.905897875193469
"sp|P07813|SYL_ECOLI",0.15687535893745,0.118864314639993,8.72755513052044,1.31978516355041,0.220474210128028,0.828098155198621
"sp|P07862|DDLB_ECOLI",0.0506090894163804,0.126757590056742,9.4663484184949,0.399258848276665,0.698560663904571,0.910044715595632
"sp|P07913|TDH_ECOLI",0.287576716676972,0.249129425539381,9.04318861751881,1.15432657565179,0.277958387404192,0.828098155198621
"sp|P08142|ILVB_ECOLI",0.280227573997161,0.192575871757827,9.52404593575629,1.4551541241343,0.177780421332946,0.828098155198621
"sp|P08178|PUR5_ECOLI",0.157385193708159,0.150684604720715,9.1712671296397,1.04446764153421,0.323016531489739,0.828098155198621
"sp|P08179|PUR3_ECOLI",0.0191668515242683,0.248746059436508,9.52404593575629,0.0770538900905104,0.9401752657315,0.980720079843265
"sp|P08190|FIMG_ECOLI",0.118930559684987,0.245361701381284,9.52404593575629,0.484715255133373,0.638832158553338,0.905103447053844
"sp|P08191|FIMH_ECOLI",0.435629137986794,0.24095714518321,9.10583655353194,1.80791126843558,0.103691551869348,0.828098155198621
"sp|P08192|FOLC_ECOLI",0.175147875722636,0.188589805287164,9.24476855772338,0.928723986198197,0.376644040324198,0.828098155198621
"sp|P08194|GLPT_ECOLI",0.155496719006364,0.103056325526121,9.0630794513973,1.50885176831723,0.165380430410279,0.828098155198621
