"","logFC","se","df","t","pval","adjPval"
"sp|P00579|RPOD_ECOLI",-0.203340169091503,0.510166177558097,9.05525349381366,-0.398576342447451,0.699440477666732,0.999001072755213
"sp|P00582|DPO1_ECOLI",0.00920085357226454,0.330033467187636,9.23026133880423,0.027878547138474,0.978352499389784,0.999001072755213
"sp|P00634|PPB_ECOLI",-0.0324806271415719,0.412420014386248,9.13228813401856,-0.0787561854627949,0.938925292683912,0.999001072755213
"sp|P00722|BGAL_ECOLI",0.160174506243808,0.335546230848456,9.11315007464232,0.477354508911613,0.644350152014753,0.999001072755213
"sp|P00803|LEP_ECOLI",0.143129025441158,0.356107008110104,9.1048450733534,0.401927011211483,0.697009374500412,0.999001072755213
"sp|P00805|ASPG2_ECOLI",-0.670532793861242,0.764055957270099,8.72899376929332,-0.877596447591344,0.403670079136167,0.999001072755213
"sp|P00811|AMPC_ECOLI",-0.583854607297822,0.321041715303204,9.27931041807485,-1.81862536694463,0.101325245338364,0.999001072755213
"sp|P00864|CAPP_ECOLI",0.00803759352685449,0.350161546459719,9.27094031113525,0.022953958274739,0.98217347769688,0.999001072755213
"sp|P00887|AROH_ECOLI",-0.048670043550536,0.344683310631905,9.0330086647253,-0.141202205181648,0.890809065852212,0.999001072755213
"sp|P00895|TRPE_ECOLI",0.28355027860464,0.386645243651278,9.08015821362982,0.733360317398288,0.481842520825171,0.999001072755213
"sp|P00904|TRPGD_ECOLI",-0.150370179410579,0.433005936006608,7.27931041807485,-0.347270480394254,0.738212864794629,0.999001072755213
"sp|P00909|TRPC_ECOLI",0.0203007251674632,0.486396429819926,8.86186992723844,0.0417369946053653,0.967633570738877,0.999001072755213
"sp|P00926|SDHD_ECOLI",0.108425805554663,0.619158533036958,9.27931041807485,0.175118002529719,0.864748635458264,0.999001072755213
"sp|P00934|THRC_ECOLI",0.135206237423233,0.424399776717009,9.27931041807485,0.318582253904882,0.757097476282792,0.999001072755213
"sp|P00944|XYLA_ECOLI",-0.115124698363017,0.380091791241877,8.83495585579133,-0.302886568496702,0.768986435639618,0.999001072755213
"sp|P00946|MANA_ECOLI",-0.311609361556843,0.437691705344855,8.96060095103244,-0.711938009680414,0.494620348761877,0.999001072755213
"sp|P00954|SYW_ECOLI",0.376045692060158,0.49284760302974,8.49040034423778,0.763006028128062,0.466129290540583,0.999001072755213
"sp|P00956|SYI_ECOLI",0.417748814170343,0.599007371149721,9.03006911387169,0.697401792182499,0.503110126836034,0.999001072755213
"sp|P00957|SYA_ECOLI",0.225317010860599,0.434704092934848,8.75352714424775,0.518322726936847,0.617078455651581,0.999001072755213
"sp|P00959|SYM_ECOLI",0.064588867416638,0.453724992043076,9.03133917259879,0.14235245699339,0.889926767033694,0.999001072755213
"sp|P00960|SYGA_ECOLI",-0.376664370287094,0.66199105884527,9.14252951834593,-0.568987096206587,0.583070719508326,0.999001072755213
"sp|P00961|SYGB_ECOLI",-0.179001565279777,0.646623347343611,9.27931041807485,-0.276825088384346,0.787982231724298,0.999001072755213
"sp|P00962|SYQ_ECOLI",-0.0227980989991158,0.322806830409756,9.27931041807485,-0.0706245867541805,0.945195277388038,0.999001072755213
"sp|P00963|ASNA_ECOLI",0.386840493683977,0.514881773420064,9.08346584557702,0.751319067121793,0.471476845103005,0.999001072755213
"sp|P00968|CARB_ECOLI",-0.121322776579899,0.422820279639405,9.13860852150057,-0.286936985811955,0.780560261503167,0.999001072755213
"sp|P02358|RS6_ECOLI",0.0223157993509406,0.585921250178268,8.75115801694337,0.0380866871514746,0.970473218905007,0.999001072755213
"sp|P02359|RS7_ECOLI",-0.249992954297792,0.77650799224025,9.17906498427455,-0.321945114275714,0.754705477002741,0.999001072755213
"sp|P02413|RL15_ECOLI",0.345602716579988,0.826249196100917,8.96384473459635,0.418279035200146,0.685585918243125,0.999001072755213
"sp|P02916|MALF_ECOLI",0.0141943707269432,0.445770456580709,9.10173639091208,0.0318423316695803,0.975285134556132,0.999001072755213
"sp|P02918|PBPA_ECOLI",0.581624012870805,0.503578771647789,7.65538174519387,1.15498119781269,0.282873465403651,0.999001072755213
"sp|P02919|PBPB_ECOLI",0.106244434770215,0.393325769140936,8.72025133466252,0.27011816439656,0.793352870690193,0.999001072755213
"sp|P02924|ARAF_ECOLI",0.564886977015289,0.542073800712623,9.0885856989859,1.04208500073731,0.324297992779859,0.999001072755213
"sp|P02925|RBSB_ECOLI",0.0888947849298653,0.416082761782616,8.97526912532869,0.21364688253129,0.835596809289859,0.999001072755213
"sp|P02930|TOLC_ECOLI",0.00979181036568677,0.547046676758343,9.27931041807485,0.0178994056297179,0.986098082328374,0.999001072755213
"sp|P02931|OMPF_ECOLI",-0.0415654573554682,0.354703461037134,9.27931041807485,-0.11718368136001,0.909211788676003,0.999001072755213
"sp|P02943|LAMB_ECOLI",-0.0994756307616402,0.680432642102607,9.27931041807485,-0.146194677630765,0.886894559522792,0.999001072755213
"sp|P03004|DNAA_ECOLI",0.00473591709324561,0.431589535495976,8.27931041807485,0.0109731972250049,0.991504655791115,0.999001072755213
"sp|P03018|UVRD_ECOLI",NA,NA,NA,NA,NA,NA
"sp|P03023|LACI_ECOLI",-0.092318735865531,1.51804037081644,6.27931041807485,-0.0608144141883919,0.953396694288055,0.999001072755213
"sp|P03813|YGEA_ECOLI",0.0589175359172396,0.688454349887593,9.27931041807485,0.0855794373684462,0.933618902544177,0.999001072755213
"sp|P03817|MIOC_ECOLI",0.554443985769466,0.596126666237982,9.21751725144439,0.930077477104714,0.37604681079231,0.999001072755213
"sp|P03819|KEFC_ECOLI",-0.660011297864145,0.701927790867591,5.6468978118953,-0.940283753473222,0.385531283774871,0.999001072755213
"sp|P03841|MALM_ECOLI",-0.152415289389496,0.56825592869346,8.90143433135472,-0.26821592471535,0.794645120109517,0.999001072755213
"sp|P04036|DAPB_ECOLI",-0.281843076418462,0.627072080323956,8.97892241826847,-0.449458818630319,0.663753859764977,0.999001072755213
"sp|P04079|GUAA_ECOLI",0.118217203248785,0.503293916004086,9.27931041807485,0.234887010332597,0.819397931810038,0.999001072755213
"sp|P04128|FIMA1_ECOLI",0.236157370375549,0.846794718705041,9.12051495603924,0.278883848893971,0.786554385455781,0.999001072755213
"sp|P04335|FRSA_ECOLI",0.249682670659177,0.421334024033778,9.05882634622948,0.59260030383675,0.567944625064772,0.999001072755213
"sp|P04425|GSHB_ECOLI",-0.116550925663165,0.507487548022655,9.27931041807485,-0.229662631363641,0.823336655978379,0.999001072755213
"sp|P04693|TYRB_ECOLI",0.17589762360326,0.375701969432689,9.27931041807485,0.468183927459487,0.650455539140216,0.999001072755213
"sp|P04805|SYE_ECOLI",0.0953537047350408,0.535294039139244,8.90529062192576,0.178133320685525,0.862604523052924,0.999001072755213
"sp|P04825|AMPN_ECOLI",-0.0497062597625497,0.598151106051373,8.8112802915465,-0.0830998375823125,0.93562933087597,0.999001072755213
"sp|P04846|NLPA_ECOLI",0.0389476114435356,0.451074969238378,9.22856133991277,0.0863439873626708,0.933037403659983,0.999001072755213
"sp|P04949|FLIC_ECOLI",0.0703361659933654,0.369693108714208,9.27931041807485,0.190255550713386,0.853206154092639,0.999001072755213
"sp|P04951|KDSB_ECOLI",-0.0696894760666893,0.436724446381588,8.98839155661961,-0.159573105293488,0.876745602528235,0.999001072755213
"sp|P04982|RBSD_ECOLI",-0.552180416639867,0.735961112189389,9.20146920523982,-0.750284773875079,0.471831930151072,0.999001072755213
"sp|P04983|RBSA_ECOLI",-0.0748911415008883,0.442830190572284,9.13846805826634,-0.169119321797152,0.86938713745033,0.999001072755213
"sp|P04994|EX7L_ECOLI",0.189376791623433,1.16272846957679,7.27931041807485,0.162872757121327,0.875048378161138,0.999001072755213
"sp|P04995|EX1_ECOLI",-0.183855030368175,0.417479923040064,9.27931041807485,-0.440392508050097,0.669733520884826,0.999001072755213
"sp|P05041|PABB_ECOLI",-0.384006824232523,0.504057644809596,8.27931041807485,-0.761831167896638,0.467305779847427,0.999001072755213
"sp|P05042|FUMC_ECOLI",0.072855804441019,0.363876498973147,9.23872653357071,0.200221241675725,0.845645710431185,0.999001072755213
"sp|P05055|PNP_ECOLI",-0.0666278068225439,0.500230701240179,9.26570750755595,-0.133194157530434,0.896887845446112,0.999001072755213
"sp|P05194|AROD_ECOLI",-0.461074053509212,0.506302918747546,9.06143406617107,-0.910668369540082,0.386054124574673,0.999001072755213
"sp|P05458|PTRA_ECOLI",-0.975329064025736,0.62083025712033,9.02981581550944,-1.57100761897418,0.150517955846598,0.999001072755213
"sp|P05459|PDXB_ECOLI",-0.237100433136373,0.488081468135026,9.27931041807485,-0.485780445716041,0.638388055006067,0.999001072755213
"sp|P05637|APAH_ECOLI",0.0107113216826364,0.475571097568905,8.74241222948579,0.0225230711819792,0.982536381182135,0.999001072755213
"sp|P05704|MCP3_ECOLI",1.23950233822836,0.792148986159922,8.59471128791105,1.5647338567421,0.153669067453093,0.999001072755213
"sp|P05707|SRLD_ECOLI",-0.158645552252295,0.533766166454238,8.80813768971178,-0.297219198635544,0.773189156279698,0.999001072755213
"sp|P05793|ILVC_ECOLI",0.345401455633381,0.734404159001425,9.14850876155632,0.470315222755582,0.649140307371043,0.999001072755213
"sp|P05804|BGLR_ECOLI",2.39685496455974,0.763270296135247,7.97499638392428,3.14024399573258,0.0138547327819714,0.818913669791522
"sp|P05825|FEPA_ECOLI",-0.621165157016581,0.760485511445248,7.92656454625461,-0.816800777487662,0.437900034030655,0.999001072755213
"sp|P05827|ILVY_ECOLI",0.479715378659409,0.402402339182626,8.0720023706943,1.19212870291417,0.267076698307404,0.999001072755213
"sp|P05852|TSAD_ECOLI",0.0584023957821934,0.432294701020658,9.27931041807485,0.135098569666258,0.895419212881001,0.999001072755213
"sp|P06129|BTUB_ECOLI",0.304679842718824,0.482466468307094,8.80582926068985,0.631504700809368,0.543753171918237,0.999001072755213
"sp|P06149|DLD_ECOLI",-0.317655709709562,0.544739451843643,9.27931041807485,-0.583133291768152,0.573700786430016,0.999001072755213
"sp|P06282|CDH_ECOLI",0.581223824319833,0.631451964451798,6.23030578243107,0.920456118660473,0.391580582240217,0.999001072755213
"sp|P06610|BTUE_ECOLI",-0.287644934425532,0.400847551370233,8.39488079600621,-0.717591846182578,0.49249185911093,0.999001072755213
"sp|P06612|TOP1_ECOLI",0.114629065471595,0.366819548637954,9.27931041807485,0.312494429201569,0.761573586717545,0.999001072755213
"sp|P06616|ERA_ECOLI",-0.163047591577922,1.81238370094724,8.0436647687225,-0.0899630643846033,0.93051638934004,0.999001072755213
"sp|P06709|BIRA_ECOLI",1.16747302845719,0.619570772425655,5.72451693883866,1.8843255369947,0.11084739322804,0.999001072755213
"sp|P06710|DPO3X_ECOLI",-0.0100001865768345,0.375365529376789,8.4853777726479,-0.0266411958323333,0.9793618807127,0.999001072755213
"sp|P06715|GSHR_ECOLI",-0.00478583678872475,0.382260254539292,9.26382681886651,-0.0125198388581956,0.990276367986784,0.999001072755213
"sp|P06720|AGAL_ECOLI",0.218827179311527,0.564130332987092,9.27931041807485,0.387901813669242,0.70683748223811,0.999001072755213
"sp|P06721|METC_ECOLI",2.42015806593462,0.859389291656209,8.25625712028921,2.81613709809033,0.0219330191107136,0.999001072755213
"sp|P06959|ODP2_ECOLI",-0.284369655022222,0.587559781328354,8.69160774459496,-0.483984207324945,0.640357487356844,0.999001072755213
"sp|P06961|CCA_ECOLI",-0.297079841411785,0.369659686565299,9.27931041807485,-0.803657667332105,0.441694939652986,0.999001072755213
"sp|P06966|DICA_ECOLI",0.186097015237648,0.422101651949014,8.92627845788903,0.440881987498421,0.66978298845021,0.999001072755213
"sp|P06968|DUT_ECOLI",-0.469012762609552,0.778253934981154,9.27931041807485,-0.602647467013334,0.561180540908425,0.999001072755213
"sp|P06971|FHUA_ECOLI",0.362431293759436,0.374961178483664,9.0708902429596,0.966583514659042,0.358814578139839,0.999001072755213
"sp|P06983|HEM3_ECOLI",0.00129466621318527,0.381941934934957,9.27931041807485,0.00338969381145788,0.997367178958085,0.99921006501125
"sp|P06986|HIS8_ECOLI",0.0711453576590759,0.368447575851208,9.27931041807485,0.193094926719797,0.851045106210707,0.999001072755213
"sp|P06987|HIS7_ECOLI",-0.0172439286584045,0.354838305081734,9.27931041807485,-0.0485965816301385,0.962270747768351,0.999001072755213
"sp|P06988|HISX_ECOLI",0.287674673932248,0.489718512237722,8.87984155426879,0.587428628372136,0.571548299453588,0.999001072755213
"sp|P06992|RSMA_ECOLI",0.117450085476494,0.444738336772413,9.18800235291318,0.264088062047588,0.797540250653937,0.999001072755213
"sp|P06996|OMPC_ECOLI",-0.113971034814808,0.403536341083106,9.27931041807485,-0.282430659179061,0.783812088500035,0.999001072755213
"sp|P06999|PFKB_ECOLI",0.30192421766012,0.581520948099285,8.53087523917759,0.519197491761847,0.616821758713239,0.999001072755213
"sp|P07001|PNTA_ECOLI",-0.0928470549638815,0.336538997964987,9.19379865841198,-0.275887952140219,0.788735318813285,0.999001072755213
"sp|P07003|POXB_ECOLI",-0.200614671108073,0.520450103872646,8.93848944154249,-0.385463793003994,0.708906662869665,0.999001072755213
"sp|P07004|PROA_ECOLI",0.503467098019536,0.392469350065448,9.15397453116919,1.28281889512029,0.231082885123214,0.999001072755213
"sp|P07012|RF2_ECOLI",0.272892989193744,0.487987731877226,9.2531356046417,0.559221003659169,0.589288069058619,0.999001072755213
"sp|P07014|SDHB_ECOLI",0.324156922946897,0.625816987622882,8.97702898012514,0.517973991371155,0.616998922065569,0.999001072755213
"sp|P07017|MCP2_ECOLI",-0.43514402185775,0.658491340599601,8.76674951633666,-0.660819657038347,0.525710106964111,0.999001072755213
"sp|P07024|USHA_ECOLI",0.0660444959461825,0.543714424625132,9.12675271947661,0.121469089203799,0.905951910281859,0.999001072755213
"sp|P07102|PPA_ECOLI",-0.147285421852247,0.428786333480074,8.9358403277386,-0.343493741176085,0.739170499412097,0.999001072755213
"sp|P07117|PUTP_ECOLI",-0.046582008527451,0.448778163139671,9.19354839825755,-0.103797404493929,0.919559254485245,0.999001072755213
"sp|P07118|SYV_ECOLI",0.0160176066435306,0.42493727070489,9.12646497868331,0.0376940497993042,0.97074327761725,0.999001072755213
"sp|P07395|SYFB_ECOLI",0.041462812482969,0.361331688788253,9.22686666079234,0.114750003305874,0.911101700141678,0.999001072755213
"sp|P07604|TYRR_ECOLI",0.43786759599957,0.485580360305972,9.27931041807485,0.901740745288098,0.389999890751054,0.999001072755213
"sp|P07639|AROB_ECOLI",-0.425272652317182,0.569272683609698,8.9420808636638,-0.74704559793836,0.474220078476181,0.999001072755213
"sp|P07648|RECC_ECOLI",-0.28059282275551,1.77606700569553,7.27931041807485,-0.157985493709246,0.87876193850816,0.999001072755213
"sp|P07649|TRUA_ECOLI",-0.0236019457490699,0.655208153365442,8.78175452045986,-0.0360220574604265,0.972070269394656,0.999001072755213
"sp|P07650|TYPH_ECOLI",-0.164782614623508,0.372226863055646,9.05939525163129,-0.442694042205316,0.66836840568132,0.999001072755213
"sp|P07762|GLGB_ECOLI",-0.226413534377006,0.444114442333921,9.17282034290093,-0.509808987942729,0.6222246681715,0.999001072755213
"sp|P07813|SYL_ECOLI",0.314719293906781,0.539379393754118,9.27931041807485,0.583484088474928,0.573474355492314,0.999001072755213
"sp|P07862|DDLB_ECOLI",-0.282959155271042,0.482856066916926,8.97425882368488,-0.586011390677471,0.572309269192501,0.999001072755213
"sp|P07913|TDH_ECOLI",0.339160626860287,0.718791122497622,8.65145238516741,0.471848658455586,0.648707713209055,0.999001072755213
"sp|P08142|ILVB_ECOLI",-0.210713554167998,0.382609963780672,9.27931041807485,-0.550726782140959,0.59482965821943,0.999001072755213
"sp|P08178|PUR5_ECOLI",0.0965432540388556,0.360750109229579,9.14708967287772,0.267618086783214,0.794930057998409,0.999001072755213
"sp|P08179|PUR3_ECOLI",0.320732049827021,0.495881616285013,6.86362741645302,0.646791571403358,0.538785959673305,0.999001072755213
"sp|P08189|FIMF_ECOLI",-3.61664925367757,1.69573484382304,7.10200206838034,-2.13279173147367,0.0698182919362446,0.999001072755213
"sp|P08190|FIMG_ECOLI",0.223237659823177,0.801364900542662,7.27931041807485,0.278571796284073,0.788321603917408,0.999001072755213
"sp|P08191|FIMH_ECOLI",-0.596133263933017,1.6426151518786,8.27931041807485,-0.362917183158357,0.725757930442207,0.999001072755213
"sp|P08192|FOLC_ECOLI",0.889126359641721,0.522432091540155,9.22553828350059,1.70189843625519,0.122157383218884,0.999001072755213
"sp|P08194|GLPT_ECOLI",0.85908229243018,0.488514709422113,9.27931041807485,1.75855972371114,0.111507089227295,0.999001072755213
"sp|P08200|IDH_ECOLI",-0.0567875919483277,0.408690512903113,8.97312475685038,-0.138950110549276,0.892558081299911,0.999001072755213
"sp|P08201|NIRB_ECOLI",0.0764345309070918,1.36827349653394,9.27931041807485,0.0558620269271553,0.956636098627566,0.999001072755213
"sp|P08202|ARAA_ECOLI",0.146211861908415,0.438722718645016,7.89947394307294,0.333267131367135,0.747605737828145,0.999001072755213
"sp|P08244|PYRF_ECOLI",-1.19133689138686,0.743145181288652,9.27931041807485,-1.60310114548684,0.142359695711538,0.999001072755213
"sp|P08312|SYFA_ECOLI",0.154314272377374,0.5983480688522,9.27931041807485,0.257900510439338,0.802112562783752,0.999001072755213
"sp|P08373|MURB_ECOLI",0.481547314302546,0.810777960431538,8.93938394648823,0.593932417756202,0.567280927519582,0.999001072755213
"sp|P08390|USG_ECOLI",0.177686838137111,0.428075699157242,9.27931041807485,0.415082749352336,0.687514588267602,0.999001072755213
"sp|P08506|DACC_ECOLI",0.0300848163445102,0.537114170237732,9.00902253338211,0.0560119579999059,0.956554845389225,0.999001072755213
"sp|P08622|DNAJ_ECOLI",0.0669586910636978,0.425555805111541,9.00808772644409,0.15734409038586,0.878444011258019,0.999001072755213
"sp|P08839|PT1_ECOLI",0.390323752729939,0.761469318433272,9.27931041807485,0.512592882314723,0.620214594520013,0.999001072755213
"sp|P08997|MASY_ECOLI",0.123757429502575,0.448058782799409,9.27931041807485,0.276208020584612,0.788441723094113,0.999001072755213
"sp|P09030|EX3_ECOLI",0.670491985855332,0.746480680746478,8.87245455487765,0.898204070311428,0.392798770668032,0.999001072755213
"sp|P09053|AVTA_ECOLI",-0.15601818893082,0.391394328982247,8.84170559473464,-0.39862148574436,0.699627067484161,0.999001072755213
"sp|P09099|XYLB_ECOLI",0.0715221628778587,0.371706382428842,9.181615201832,0.192415751407095,0.851605240487658,0.999001072755213
"sp|P09126|HEM4_ECOLI",-0.0822299476308575,0.583406015678325,9.27931041807485,-0.140948062620247,0.890923469739386,0.999001072755213
"sp|P09127|HEMX_ECOLI",1.59386423987515,0.905787943257828,9.27931041807485,1.7596439119542,0.111315229631853,0.999001072755213
"sp|P09147|GALE_ECOLI",0.51601105762556,0.414550866127248,9.10432412909977,1.24474726695461,0.244311814298967,0.999001072755213
"sp|P09152|NARG_ECOLI",0.626414658612752,0.577123497116861,9.27931041807485,1.08540834282807,0.30513299390586,0.999001072755213
"sp|P09158|SPEE_ECOLI",-0.0222857088678431,0.422600486016478,9.27931041807485,-0.0527346976760792,0.959061178815034,0.999001072755213
"sp|P09169|OMPT_ECOLI",-0.210983141357338,0.644543458644257,9.27931041807485,-0.327337340140141,0.750676945456176,0.999001072755213
"sp|P09323|PTW3C_ECOLI",-0.0653731285692203,0.334207775462892,9.26751759081101,-0.195606246678958,0.849140102147943,0.999001072755213
"sp|P09372|GRPE_ECOLI",-0.0294423459972658,0.349221463777524,9.27931041807485,-0.0843085235334287,0.934602104804498,0.999001072755213
"sp|P09373|PFLB_ECOLI",0.342994135745312,0.65331720109864,9.27838331575476,0.525003987601308,0.611893422151082,0.999001072755213
"sp|P09394|GLPQ_ECOLI",0.0232063195755353,0.483417188365731,9.03091213765356,0.0480047464881998,0.962757331369893,0.999001072755213
"sp|P09424|MTLD_ECOLI",-0.0167307220129709,0.826577067918934,8.78479227195693,-0.0202409704579559,0.984303407439295,0.999001072755213
"sp|P09546|PUTA_ECOLI",-0.20028770023499,0.458629882367838,9.16279868699054,-0.436708788360964,0.672432935955485,0.999001072755213
