"","logFC","se","df","t","pval","adjPval"
"sp|P00968|CARB_ECOLI",-0.141493407035084,0.269093998075237,9.05012741235838,-0.525814057716454,0.611656919448631,0.999197125387016
"sp|P02358|RS6_ECOLI",0.207788940910098,0.422542109853566,8.8703067529025,0.491759131372985,0.63482892637456,0.999197125387016
"sp|P02359|RS7_ECOLI",-0.246973450208258,0.435813917410078,9.19551002025589,-0.566694729888283,0.584486674686703,0.999197125387016
"sp|P02413|RL15_ECOLI",0.416677506618046,0.486946195884496,8.97577345268352,0.855695167432588,0.41442455703847,0.999197125387016
"sp|P02916|MALF_ECOLI",0.0236645672752788,0.367563688040631,9.26055974986841,0.064382222850759,0.950034306564522,0.999197125387016
"sp|P02918|PBPA_ECOLI",0.465418884011635,0.501123984967381,7.87124102387241,0.92874996602274,0.380618154221183,0.999197125387016
"sp|P02919|PBPB_ECOLI",-0.0675176289936139,0.397794829796606,9.26055974986841,-0.169729780118399,0.868872748925189,0.999197125387016
"sp|P02924|ARAF_ECOLI",0.590683631485784,0.509671694652702,9.25042564677993,1.15894925632134,0.27551892117183,0.999197125387016
"sp|P02925|RBSB_ECOLI",0.13873818726438,0.27790556218375,9.26055974986841,0.499227817443418,0.629263696992398,0.999197125387016
"sp|P02930|TOLC_ECOLI",-0.136030021339484,0.374157284315366,8.87421903870379,-0.36356373921302,0.724693978342984,0.999197125387016
"sp|P02931|OMPF_ECOLI",-0.075703502133856,0.348327614605456,9.26055974986841,-0.217334196198036,0.83266102446054,0.999197125387016
"sp|P02943|LAMB_ECOLI",-0.13486696780416,0.345216458863118,9.25307664438719,-0.390673631982408,0.704881097704251,0.999197125387016
"sp|P03004|DNAA_ECOLI",0.194093696598289,0.365234760622834,8.26055974986841,0.531421752593596,0.609116074571816,0.999197125387016
"sp|P03018|UVRD_ECOLI",NA,NA,NA,NA,NA,NA
"sp|P03023|LACI_ECOLI",-1.01621299300885,1.14629594706423,5.91314873720129,-0.886518874651408,0.409940777430618,0.999197125387016
"sp|P03813|YGEA_ECOLI",0.110637730499128,0.652989402961359,8.86000629345678,0.169432658474053,0.869261595187232,0.999197125387016
"sp|P03817|MIOC_ECOLI",0.529066733573069,0.717663304183181,9.22919923938644,0.737207448798338,0.479317834511375,0.999197125387016
"sp|P03819|KEFC_ECOLI",-0.406052983446283,0.563694815404906,5.36674885904671,-0.72034188065862,0.501464394477857,0.999197125387016
"sp|P03841|MALM_ECOLI",-0.250838586116701,0.472964069672683,8.96708160990026,-0.530354422673789,0.608746967530405,0.999197125387016
"sp|P04036|DAPB_ECOLI",-0.161448912238523,0.397890382582632,9.19644632289474,-0.405762288574527,0.694195862679756,0.999197125387016
"sp|P04079|GUAA_ECOLI",0.0744695965900753,0.290821141137483,9.18385366128575,0.256066654228795,0.803542995706975,0.999197125387016
"sp|P04128|FIMA1_ECOLI",0.388912026273815,0.622471349405608,8.87330923414308,0.624787030993769,0.547838047990954,0.999197125387016
"sp|P04335|FRSA_ECOLI",0.312172113366836,0.327208032944629,8.99883276164692,0.954047828708602,0.364982793718794,0.999197125387016
"sp|P04425|GSHB_ECOLI",-0.138553983373462,0.322075315315358,8.62243739328684,-0.430191252744091,0.677607786823986,0.999197125387016
"sp|P04693|TYRB_ECOLI",0.14175957882488,0.326978666382767,9.26055974986841,0.433543816155069,0.674543953249782,0.999197125387016
"sp|P04805|SYE_ECOLI",0.210311336060232,0.28231480187453,9.2300908004794,0.744953274372421,0.474840289645224,0.999197125387016
"sp|P04825|AMPN_ECOLI",0.0782132459698583,0.373251307043874,8.84933900556163,0.209545805986059,0.838766632185154,0.999197125387016
"sp|P04846|NLPA_ECOLI",0.0673263490417316,0.321144175482999,8.01032363081231,0.209645244041786,0.83917831822704,0.999197125387016
"sp|P04949|FLIC_ECOLI",0.0787169570042292,0.338013326641374,9.05611029444258,0.232881223312673,0.821031863078782,0.999197125387016
"sp|P04951|KDSB_ECOLI",-0.0117906523607906,0.299133600081304,9.2019146825847,-0.0394160079562639,0.969400669495553,0.999197125387016
"sp|P04982|RBSD_ECOLI",-0.553499493255803,0.430067215292587,9.26055974986841,-1.28700694583111,0.229329078503982,0.999197125387016
"sp|P04983|RBSA_ECOLI",-0.0732093955470959,0.270186669330612,9.26055974986841,-0.270958577373459,0.79236591042877,0.999197125387016
"sp|P04994|EX7L_ECOLI",0.108287522815434,0.745408172191209,7.26055974986841,0.145272787253071,0.888446546596255,0.999197125387016
"sp|P04995|EX1_ECOLI",-0.217993075146561,0.372826898874235,9.26055974986841,-0.584703184788436,0.572715476456023,0.999197125387016
"sp|P05041|PABB_ECOLI",-0.487572824024809,0.448093602271142,8.13497910273685,-1.08810485477491,0.307732137723929,0.999197125387016
"sp|P05042|FUMC_ECOLI",0.0691695019011692,0.303094723093346,9.08354801812225,0.228210841796367,0.824536871004011,0.999197125387016
"sp|P05055|PNP_ECOLI",-0.0970103874688701,0.290247825493536,9.26055974986841,-0.334232951802186,0.74564897036474,0.999197125387016
"sp|P05194|AROD_ECOLI",-0.527599052306015,0.41214263727922,9.10559672232152,-1.28013703165726,0.232146026135642,0.999197125387016
"sp|P05458|PTRA_ECOLI",-0.936161114648827,0.438662984673016,9.07704382820831,-2.13412379744475,0.0613522941232954,0.999197125387016
"sp|P05459|PDXB_ECOLI",-0.234556304037286,0.348118488302584,9.07591501922388,-0.673782955857863,0.517239562067997,0.999197125387016
"sp|P05637|APAH_ECOLI",-0.0760004603480591,0.478062108279452,9.26055974986841,-0.158976122624705,0.877100908692885,0.999197125387016
"sp|P05704|MCP3_ECOLI",1.30276955681873,0.542333194267949,9.26055974986841,2.40215714359367,0.0390276139859936,0.992430681839344
"sp|P05707|SRLD_ECOLI",-0.336258305462235,0.472567537806136,9.04581646541589,-0.711556081535546,0.494679218493178,0.999197125387016
"sp|P05793|ILVC_ECOLI",0.415899093781909,0.466455862811262,9.11066385152997,0.891615106465477,0.395536599476744,0.999197125387016
"sp|P05804|BGLR_ECOLI",2.60682747373492,0.683588400433575,7.12315899887939,3.81344603284886,0.00638517232404716,0.364835535894695
"sp|P05825|FEPA_ECOLI",-0.446093204082102,0.979822355400351,7.65211449660503,-0.455279675569181,0.661547001813683,0.999197125387016
"sp|P05827|ILVY_ECOLI",0.860514023347402,0.446824275542232,8.02448323509631,1.92584438771405,0.0901865468707377,0.999197125387016
"sp|P05852|TSAD_ECOLI",0.0242643510038177,0.38598920281059,9.26055974986841,0.062862771360277,0.951211780633593,0.999197125387016
"sp|P06129|BTUB_ECOLI",0.145892314892648,0.426922942225421,8.92981469639308,0.341729854413903,0.740458437079529,0.999197125387016
"sp|P06149|DLD_ECOLI",-0.247056670950116,0.300921389243151,8.76419882448113,-0.82100069912441,0.43340903283293,0.999197125387016
"sp|P06282|CDH_ECOLI",0.0734819203307181,0.608878784117314,7.20510272687815,0.120683988747028,0.907238116193575,0.999197125387016
"sp|P06610|BTUE_ECOLI",-0.176180842261911,0.414050669297544,8.42593783950402,-0.425505512551905,0.681128632840065,0.999197125387016
"sp|P06612|TOP1_ECOLI",0.0983889361522591,0.296589115770427,9.13909455497975,0.331734817364022,0.747570622224703,0.999197125387016
"sp|P06616|ERA_ECOLI",0.119052061928938,1.6655976456991,8.04750826370102,0.0714770834579133,0.944762515341379,0.999197125387016
"sp|P06709|BIRA_ECOLI",0.517268458322587,0.689642420929037,7.26055974986841,0.750053132789831,0.476820144107137,0.999197125387016
"sp|P06710|DPO3X_ECOLI",-0.0840397723268792,0.393277448311485,9.26055974986841,-0.213690799428494,0.835419046656053,0.999197125387016
"sp|P06715|GSHR_ECOLI",-0.0364754352747229,0.296070122885002,9.26055974986841,-0.123198635915352,0.904582321274555,0.999197125387016
"sp|P06720|AGAL_ECOLI",0.11508934189358,0.406129054585723,8.5604950587771,0.283381207510451,0.783617911357908,0.999197125387016
"sp|P06721|METC_ECOLI",2.40962199369034,1.00904864205382,8.10424605613696,2.38801371238734,0.0436070469160589,0.999197125387016
"sp|P06959|ODP2_ECOLI",-0.242484890524915,0.322137859946653,8.2946257936841,-0.752736392316852,0.47242891414722,0.999197125387016
"sp|P06961|CCA_ECOLI",-0.331217886190172,0.412984328407889,9.26055974986841,-0.802010786867053,0.442640319129225,0.999197125387016
"sp|P06966|DICA_ECOLI",0.0525184944750989,0.374913439685577,9.26055974986841,0.140081653298809,0.891595068044648,0.999197125387016
"sp|P06968|DUT_ECOLI",-0.503150807387937,0.498241778198717,9.26055974986841,-1.00985270485941,0.338222730799543,0.999197125387016
"sp|P06971|FHUA_ECOLI",0.364950286298356,0.298894865419732,9.26055974986841,1.22099884782519,0.252261266844556,0.999197125387016
"sp|P06983|HEM3_ECOLI",-0.0328433785651929,0.333650302590748,9.26055974986841,-0.0984365316325765,0.923683537295075,0.999197125387016
"sp|P06986|HIS8_ECOLI",0.0770690167142978,0.35173409448798,8.1125705439416,0.219111590039308,0.83197544532701,0.999197125387016
"sp|P06987|HIS7_ECOLI",-0.00202672784836787,0.329586996526038,8.64569074193887,-0.00614929554178499,0.995233146304546,0.999197125387016
"sp|P06988|HISX_ECOLI",0.467261776262553,0.321032377430685,8.99220159380718,1.45549735513341,0.179536835526545,0.999197125387016
"sp|P06992|RSMA_ECOLI",0.220551742873336,0.507231900812599,8.96282283670747,0.434814416285738,0.673978288270369,0.999197125387016
"sp|P06996|OMPC_ECOLI",-0.148109079593192,0.320279333322156,9.26055974986841,-0.462437204601694,0.654441276905397,0.999197125387016
"sp|P06999|PFKB_ECOLI",0.350898263100557,0.322449525790488,9.26055974986841,1.08822694727284,0.304004299701058,0.999197125387016
"sp|P07001|PNTA_ECOLI",-0.118300491669151,0.413903212157256,9.26055974986841,-0.285816800146515,0.781309029315576,0.999197125387016
"sp|P07003|POXB_ECOLI",-0.151054946726131,0.276590961627032,9.26055974986841,-0.54613117448798,0.597884925175533,0.999197125387016
"sp|P07004|PROA_ECOLI",0.447118695044613,0.353775481666618,9.26055974986841,1.26384873518724,0.237170315056115,0.999197125387016
"sp|P07012|RF2_ECOLI",0.245831219566772,0.240061171482194,9.26055974986841,1.02403574076121,0.3318234886489,0.999197125387016
"sp|P07014|SDHB_ECOLI",0.40233990588007,0.313411235007932,9.08266467376767,1.28374436184423,0.231012645466867,0.999197125387016
"sp|P07017|MCP2_ECOLI",-0.421847030650014,0.458534942345324,8.52285999588223,-0.919988842054963,0.382879025591913,0.999197125387016
"sp|P07024|USHA_ECOLI",0.0721663735537664,0.305911919262587,9.22097793943166,0.235905726484036,0.818662372139663,0.999197125387016
"sp|P07102|PPA_ECOLI",-0.282026026825935,0.385939252603894,9.26055974986841,-0.730752378575471,0.483008319608687,0.999197125387016
"sp|P07117|PUTP_ECOLI",-0.0419449831653835,0.297494203855913,9.09186435195102,-0.140994287020459,0.890948992688985,0.999197125387016
"sp|P07118|SYV_ECOLI",0.01589043467817,0.255588931951823,9.26055974986841,0.0621718419370572,0.951747246464472,0.999197125387016
"sp|P07395|SYFB_ECOLI",0.015046177698816,0.309910082812243,9.26055974986841,0.0485501393251912,0.962308820789695,0.999197125387016
"sp|P07604|TYRR_ECOLI",0.403729551221184,0.442737670682637,9.26055974986841,0.91189338056256,0.384948376268139,0.999197125387016
"sp|P07639|AROB_ECOLI",-0.572493143820951,0.405034546444372,9.12426365670878,-1.41344275160385,0.190721501319494,0.999197125387016
"sp|P07648|RECC_ECOLI",0.0164902076536248,1.68058199017689,7.26055974986841,0.00981220062455218,0.992435313761615,0.999197125387016
"sp|P07649|TRUA_ECOLI",0.136218607886241,0.449397991757512,8.41195957165716,0.303113521610355,0.76916486246424,0.999197125387016
"sp|P07650|TYPH_ECOLI",-0.0800531748751045,0.308904601170884,8.7521414408568,-0.259151772332519,0.801510264050516,0.999197125387016
"sp|P07762|GLGB_ECOLI",-0.200818184001182,0.338175316802473,9.07135460196134,-0.593828626819854,0.567137859704564,0.999197125387016
"sp|P07813|SYL_ECOLI",0.251568712934818,0.271602545816801,8.97098386829596,0.926238420108566,0.37856610193242,0.999197125387016
"sp|P07862|DDLB_ECOLI",-0.430829879272278,0.379481254293081,9.26055974986841,-1.13531267855339,0.28477334170414,0.999197125387016
"sp|P07913|TDH_ECOLI",0.450093545297828,0.434686239031476,7.51974174561545,1.03544466072973,0.332607695747623,0.999197125387016
"sp|P08142|ILVB_ECOLI",-0.233411079081284,0.314136113972264,9.18068176830573,-0.743025296040598,0.476048921816914,0.999197125387016
"sp|P08178|PUR5_ECOLI",0.0517987429121802,0.421940495980302,9.26055974986841,0.122763146475986,0.904917734345736,0.999197125387016
"sp|P08179|PUR3_ECOLI",0.791876034451778,0.481976845200598,8.26055974986841,1.64297526393037,0.137819628529248,0.999197125387016
"sp|P08189|FIMF_ECOLI",-2.88351798922797,1.63628589889429,7.26055974986841,-1.7622335993829,0.119871466207441,0.999197125387016
"sp|P08190|FIMG_ECOLI",0.779818938898646,0.812068357425685,7.26055974986841,0.960287310505151,0.367791769643641,0.999197125387016
"sp|P08191|FIMH_ECOLI",-0.8405034732336,1.36126629031806,7.97663803017579,-0.617442361727196,0.55415583895706,0.999197125387016
"sp|P08192|FOLC_ECOLI",0.869676511908361,0.485655763017755,9.26055974986841,1.79072622654447,0.106008166588644,0.999197125387016
"sp|P08194|GLPT_ECOLI",0.783160705765255,0.446934240130565,9.1008706842891,1.7522951598796,0.113260415911309,0.999197125387016
"sp|P08200|IDH_ECOLI",-0.0229507629497783,0.276000518504294,9.26055974986841,-0.0831547820060391,0.935498276334145,0.999197125387016
"sp|P08201|NIRB_ECOLI",0.0422964861287039,1.01183172114537,9.26055974986841,0.0418018977313987,0.967544065362147,0.999197125387016
"sp|P08202|ARAA_ECOLI",0.30237984744413,0.319334207121286,8.06095123998561,0.94690716090207,0.371203144960497,0.999197125387016
"sp|P08244|PYRF_ECOLI",-1.31352962183673,0.626121740158649,9.04810165176589,-2.09788214909118,0.0651802974799054,0.999197125387016
"sp|P08312|SYFA_ECOLI",0.115179980470449,0.283705418839793,9.02599719276791,0.405984421945393,0.694210247941545,0.999197125387016
"sp|P08373|MURB_ECOLI",0.659778042838907,0.602717638600778,9.18424674918025,1.09467186719572,0.301536641060997,0.999197125387016
"sp|P08390|USG_ECOLI",0.152675931575647,0.433665375000697,9.20597082085713,0.352059307421999,0.732718735767471,0.999197125387016
"sp|P08506|DACC_ECOLI",0.0544777839233662,0.272352437156186,8.7847012150567,0.200026790625431,0.846013265409104,0.999197125387016
"sp|P08622|DNAJ_ECOLI",0.0963959370383932,0.274506190555151,8.89016096107192,0.35116125011041,0.73364560927855,0.999197125387016
"sp|P08839|PT1_ECOLI",0.419173460647966,0.428818174556115,9.04602466571974,0.977508616750836,0.353733219418702,0.999197125387016
"sp|P08997|MASY_ECOLI",0.00486822378269564,0.307586413336494,8.83951244221768,0.0158271743211553,0.987723733294414,0.999197125387016
"sp|P09030|EX3_ECOLI",0.705725320303233,0.42493963722518,8.74518519890101,1.66076604411761,0.13211239481958,0.999197125387016
"sp|P09053|AVTA_ECOLI",-0.0732610215196948,0.326341872566639,9.26055974986841,-0.224491637997618,0.827249940764515,0.999197125387016
"sp|P09099|XYLB_ECOLI",0.0219541539782906,0.357022616086792,9.26055974986841,0.0614923340681408,0.952273885513459,0.999197125387016
"sp|P09126|HEM4_ECOLI",-0.135562692218463,0.368056636039595,9.16825294184584,-0.368320195709986,0.72099540027626,0.999197125387016
"sp|P09127|HEMX_ECOLI",1.49107919378429,0.609009875680848,8.67108338130078,2.44836619786719,0.0378150293278646,0.992430681839344
"sp|P09147|GALE_ECOLI",0.413479886078011,0.330984623793694,9.08356207096595,1.24924197788637,0.242807720629574,0.999197125387016
"sp|P09152|NARG_ECOLI",0.704317554812538,0.38724132837859,7.75858017127262,1.81880781620487,0.107606222122737,0.999197125387016
"sp|P09158|SPEE_ECOLI",-0.0122025778608788,0.280018552999058,8.90694310387521,-0.0435777477248797,0.966202276659119,0.999197125387016
"sp|P09169|OMPT_ECOLI",-0.245121186135722,0.312604857776098,9.26055974986841,-0.784124686607683,0.45255652726311,0.999197125387016
"sp|P09323|PTW3C_ECOLI",-0.0863852103769183,0.340879143668795,9.19181223910891,-0.253418878747395,0.805521834255682,0.999197125387016
"sp|P09372|GRPE_ECOLI",-0.0660271070838714,0.390098409366983,8.82939400362966,-0.169257565523054,0.869408210674435,0.999197125387016
"sp|P09373|PFLB_ECOLI",0.306973345029199,0.336119036729884,9.24709270257129,0.9132875900626,0.384285048729929,0.999197125387016
"sp|P09394|GLPQ_ECOLI",0.0738089333669783,0.281649586370478,9.26055974986841,0.262059441727321,0.799011920876433,0.999197125387016
"sp|P09424|MTLD_ECOLI",0.209900159259097,0.623964373660721,8.92612094895058,0.336397666468742,0.744344247712436,0.999197125387016
"sp|P09546|PUTA_ECOLI",-0.201719985697276,0.278245403956337,8.5001853277824,-0.724971492175771,0.487944652872568,0.999197125387016
