"","logFC","se","df","t","pval","adjPval"
"sp|P00393|NDH_ECOLI",0.0765317037372258,0.0861670375877535,8.41813514560319,0.888178425065212,0.39911101921181,0.865531845636136
"sp|P00448|SODM_ECOLI",0.0267085967233692,0.0865578286644839,7.16080613940814,0.308563617358024,0.766437117167072,0.957348039753947
"sp|P00452|RIR1_ECOLI",0.0144737649351858,0.0783522333531568,8.41229136074909,0.184726896934109,0.857819408620277,0.977590420389901
"sp|P00490|PHSM_ECOLI",-0.0155317589908369,0.0893967035227463,8.12521979780563,-0.173739728410511,0.86632067287048,0.979883307890955
"sp|P00509|AAT_ECOLI",0.0322303914156501,0.071283726793396,8.56198858227584,0.452142345321879,0.662402751809963,0.93642421189576
"sp|P00547|KHSE_ECOLI",-0.115599681259318,0.12633980917835,8.31576643911256,-0.91499015243983,0.385959919778595,0.861959619700122
"sp|P00550|PTM3C_ECOLI",0.166704599995855,0.148444334857352,8.49771761960795,1.12301085895969,0.292157372074748,0.853021845712743
"sp|P00561|AK1H_ECOLI",0.0881783743328288,0.128832798954853,8.14215739853486,0.684440414616228,0.512704533165373,0.884006488873653
"sp|P00562|AK2H_ECOLI",0.0236508850761728,0.121610638711486,8.56198858227584,0.194480395192093,0.850335587626893,0.975674899274859
"sp|P00579|RPOD_ECOLI",-0.185170724690833,0.142072985020065,7.33935061271597,-1.303349293778,0.231851257891207,0.853021845712743
"sp|P00582|DPO1_ECOLI",0.061423607420628,0.0721441301806855,8.39087891364487,0.851401316597651,0.418180770526223,0.868941535466178
"sp|P00634|PPB_ECOLI",0.0278022046593007,0.0851349755827877,7.60263740703686,0.326566190557781,0.752803859046024,0.95569016653625
"sp|P00722|BGAL_ECOLI",-0.0329936385598102,0.0734702298567931,8.25218298012546,-0.449074933127619,0.664937388911914,0.936472231572239
"sp|P00803|LEP_ECOLI",-0.343027778768775,0.202237607084271,8.38680173131065,-1.69616217139,0.126552436760327,0.84319588144277
"sp|P00805|ASPG2_ECOLI",0.00752786268271939,0.100467182889722,8.56198858227584,0.0749285733529756,0.941992859986362,0.992838669320515
"sp|P00811|AMPC_ECOLI",-0.0907159078647266,0.205215822445319,8.22211640472229,-0.442051235542028,0.669849011864061,0.936472231572239
"sp|P00861|DCDA_ECOLI",0.132008258602344,0.252122855950475,7.83150248432492,0.52358703499803,0.615053967235133,0.91903016452497
"sp|P00864|CAPP_ECOLI",-0.115802457820163,0.0958761354181134,8.24202758980144,-1.20783401745545,0.260625166103529,0.853021845712743
"sp|P00887|AROH_ECOLI",-0.00231577533320297,0.0781052094477521,8.56198858227584,-0.0296494350322701,0.977026195733725,0.994512856914782
"sp|P00893|ILVI_ECOLI",0.377436939029955,0.378499665813969,8.18951037307856,0.997192264934425,0.347219699573367,0.853021845712743
"sp|P00894|ILVH_ECOLI",-0.300083643708851,0.296547913890594,8.19851651404875,-1.01192296304456,0.340504563895469,0.853021845712743
"sp|P00895|TRPE_ECOLI",-0.0618583463856318,0.108854344478065,8.27854249307978,-0.568267134235479,0.584934273065908,0.911981992617615
"sp|P00904|TRPGD_ECOLI",0.0112155784315305,0.113849009069144,8.43230760154025,0.098512745286338,0.923826949743265,0.990176211918366
"sp|P00909|TRPC_ECOLI",0.00119211235302652,0.141525951259018,8.49908127050382,0.00842327744432353,0.993473660168656,0.999450064719104
"sp|P00926|SDHD_ECOLI",0.0647602182306082,0.0906089832425986,8.55704712765638,0.714721829040038,0.493816148446348,0.880751001516169
"sp|P00934|THRC_ECOLI",0.0549799617097726,0.11468475007688,8.38333911264786,0.479400806758668,0.64391071320574,0.929952801880769
"sp|P00935|METB_ECOLI",-0.0253488834290712,0.152218741578744,8.56198858227584,-0.166529319360836,0.871606425904276,0.982707191659541
"sp|P00936|CYAA_ECOLI",-0.231579496847635,0.192075405867927,6.56198858227584,-1.20566969936209,0.269613396262307,0.853021845712743
"sp|P00944|XYLA_ECOLI",0.121772226873968,0.12841487098017,7.59582963042359,0.94827200264658,0.372178552396878,0.858061446767876
"sp|P00946|MANA_ECOLI",0.000213482851818831,0.130257733373364,8.29094664237198,0.00163892650585985,0.998731077497317,0.999450064719104
"sp|P00954|SYW_ECOLI",0.112296688322561,0.107688581036905,7.31727138243564,1.04279104842209,0.33026781120638,0.853021845712743
"sp|P00956|SYI_ECOLI",0.00664268291586329,0.0785197823398431,8.56198858227584,0.084598845258039,0.934525243027922,0.9917602227716
"sp|P00957|SYA_ECOLI",0.034102423688386,0.0834897740088837,8.22032633895814,0.408462282874994,0.693368029743228,0.940205269324685
"sp|P00959|SYM_ECOLI",0.162378698169982,0.123743991650824,8.29165359304788,1.31221480739184,0.224607988121771,0.853021845712743
"sp|P00960|SYGA_ECOLI",0.0969539634586265,0.100560166516218,8.02144683409929,0.964138851569918,0.363138447047387,0.857751304096558
"sp|P00961|SYGB_ECOLI",0.1030315421904,0.0849994022534987,8.56198858227584,1.21214431465204,0.257843764711674,0.853021845712743
"sp|P00962|SYQ_ECOLI",0.0826398306469054,0.0783844862214536,7.78489077018501,1.05428809488436,0.323369533277209,0.853021845712743
"sp|P00963|ASNA_ECOLI",0.0527550455005868,0.115282360844535,8.56198858227584,0.457615936333314,0.658618522588858,0.93642421189576
"sp|P00968|CARB_ECOLI",0.0120920602956272,0.0812972884895883,8.22946826864133,0.148738789697467,0.885340131641303,0.98693853847279
"sp|P02358|RS6_ECOLI",-0.0480248483420929,0.135654546446925,8.56198858227584,-0.354023138921353,0.731882644797797,0.949852444403315
"sp|P02359|RS7_ECOLI",0.0215520807037929,0.139329686698738,8.56198858227584,0.154684053445073,0.880655072751322,0.986072470231089
"sp|P02413|RL15_ECOLI",0.110442843218807,0.17433766223114,7.87480034491643,0.63349962254501,0.544362974978365,0.892353095736081
"sp|P02916|MALF_ECOLI",0.0480455855355495,0.1378144167347,8.12818585868479,0.34862525034692,0.736228981347835,0.950966883109188
"sp|P02918|PBPA_ECOLI",0.0981175548270101,0.13815095250845,8.12140492821904,0.710219893858558,0.497451703963526,0.880751001516169
"sp|P02919|PBPB_ECOLI",-0.0552293131545621,0.104837917867438,8.56198858227584,-0.526806658106248,0.611701113987239,0.918661876212619
"sp|P02924|ARAF_ECOLI",0.114909989065155,0.0910615618427389,8.55844625692256,1.26189345690777,0.240290491779093,0.853021845712743
"sp|P02925|RBSB_ECOLI",0.0135494716568028,0.14024963990667,8.48043445618516,0.0966096716242512,0.925280740409347,0.990582887979144
"sp|P02929|TONB_ECOLI",-0.0539357634978669,0.144552978219896,7.66466399652549,-0.373121081018608,0.719165371228853,0.947237130702676
"sp|P02930|TOLC_ECOLI",0.0556491274732121,0.102177826864313,8.56198858227584,0.544630172523746,0.599902816188388,0.918661876212619
"sp|P02931|OMPF_ECOLI",-0.0868903687945016,0.177175170390747,8.56198858227584,-0.490420687068459,0.636157892875955,0.929401543645953
"sp|P02943|LAMB_ECOLI",0.271194599789656,0.158347225388957,7.72188551963415,1.71265773128329,0.126488744869165,0.84319588144277
"sp|P03004|DNAA_ECOLI",-0.14417990543434,0.223627588889461,8.56198858227584,-0.644732191364852,0.535990187451912,0.890111037903861
"sp|P03018|UVRD_ECOLI",-0.0924597730390926,0.132772787020121,7.61380677367178,-0.696375929994455,0.506890959841828,0.882184604768866
"sp|P03023|LACI_ECOLI",-0.0845699975974636,0.109188933206264,8.00695930790053,-0.774529021523697,0.460874994815231,0.880572647249431
"sp|P03024|GALR_ECOLI",-0.322225266004335,0.212598273084875,8.35627219013692,-1.51565326156574,0.166480924824815,0.853021845712743
"sp|P03813|YGEA_ECOLI",0.132406924743622,0.120663131150719,8.44861282584779,1.09732710796501,0.302786683766073,0.853021845712743
"sp|P03817|MIOC_ECOLI",0.0688089370763409,0.158314889044506,8.50687452978401,0.434633391032459,0.674644181040712,0.93767113656809
"sp|P03819|KEFC_ECOLI",0.0846617544947416,0.27983822400262,8.56198858227584,0.302538206838924,0.76946212306061,0.957348039753947
"sp|P03841|MALM_ECOLI",0.0142850785386494,0.136057761147306,8.2118252669178,0.10499275027158,0.918900924883639,0.990176211918366
"sp|P03960|KDPB_ECOLI",-0.35349727575661,0.451135246008666,8.43666593214999,-0.783572728763958,0.45472448067792,0.877125262588242
"sp|P04036|DAPB_ECOLI",0.0780395622388516,0.0873389906212031,8.44600327997625,0.893524892877638,0.396322020032412,0.861959619700122
"sp|P04079|GUAA_ECOLI",0.185429950497838,0.115293676395734,8.41202622772433,1.60832715457323,0.144579541990579,0.84319588144277
"sp|P04128|FIMA1_ECOLI",0.133188422077744,0.160161181494812,7.47740129858907,0.831589907333808,0.431392848998252,0.872033818309957
"sp|P04335|FRSA_ECOLI",-0.0504205956230339,0.103159261407065,8.35862113214335,-0.488764604702577,0.637574648066608,0.929401543645953
"sp|P04425|GSHB_ECOLI",0.00403314135903553,0.106733767071385,8.34313761071142,0.0377869297570855,0.970746147530002,0.993780801878172
"sp|P04693|TYRB_ECOLI",0.0705831155250098,0.0998922065773361,8.56198858227584,0.706592815830579,0.498595334358135,0.880751001516169
"sp|P04805|SYE_ECOLI",0.0915291852407596,0.0714989521004712,8.41485191748881,1.28014722666343,0.23465399123649,0.853021845712743
"sp|P04816|LIVK_ECOLI",NA,NA,NA,NA,NA,NA
"sp|P04825|AMPN_ECOLI",0.120748048697223,0.0788051978382734,8.21404214138925,1.53223457347352,0.163025755679089,0.853021845712743
"sp|P04846|NLPA_ECOLI",-0.0303378417963915,0.13647825577065,8.56198858227584,-0.22229066179871,0.829299070706656,0.972240658973193
"sp|P04951|KDSB_ECOLI",-0.0355838314642973,0.160358125780132,8.2553658483158,-0.221902265888829,0.829781257589266,0.972240658973193
"sp|P04968|ILVA_ECOLI",1.65365259601142,0.162839050326658,8.56198858227584,10.1551353480272,4.58974030441499e-06,0.000346525392983332
"sp|P04982|RBSD_ECOLI",0.0249825991359564,0.133009592750211,8.31258736796637,0.187825544153594,0.855517664418197,0.976428357069907
"sp|P04983|RBSA_ECOLI",0.0393366520947889,0.0676926410955801,8.55532698482179,0.581106771107462,0.576154445307963,0.910306799238441
"sp|P04994|EX7L_ECOLI",-0.127023771370531,0.147658551769811,7.99721723708593,-0.860253401161294,0.414693165400664,0.867226279293543
"sp|P04995|EX1_ECOLI",-0.00594116849370782,0.109227460699137,8.11556791448432,-0.0543926266863658,0.957937559781892,0.992838669320515
"sp|P05020|PYRC_ECOLI",0.0452208945771315,0.099758358919644,8.56198858227584,0.453304315215902,0.661598552436194,0.93642421189576
"sp|P05041|PABB_ECOLI",0.149418932848167,0.127630460113782,8.56198858227584,1.17071530350169,0.27326422019985,0.853021845712743
"sp|P05042|FUMC_ECOLI",0.145628400706134,0.100449524104156,8.41419714110008,1.44976695514388,0.183351298488254,0.853021845712743
"sp|P05055|PNP_ECOLI",0.197722208158173,0.127967460243093,8.56198858227584,1.54509754106685,0.15843700892006,0.853021845712743
"sp|P05100|3MG1_ECOLI",-1.00712802496351,1.3249464054604,7.63283758218776,-0.760127368784809,0.470002904999532,0.880751001516169
"sp|P05194|AROD_ECOLI",0.0931301794808628,0.0997773438701931,8.56198858227584,0.933380022643436,0.376195593029295,0.858061446767876
"sp|P05458|PTRA_ECOLI",0.0809056487032735,0.084935661573973,8.41485203773571,0.952552169536118,0.367374080963416,0.857949360414558
"sp|P05459|PDXB_ECOLI",-0.0513020590540052,0.108445423764865,8.56198858227584,-0.473067993770215,0.64799154136598,0.932549415325376
"sp|P05523|FPG_ECOLI",-0.00806985556183893,0.178127766877086,8.56198858227584,-0.0453037485582324,0.964904146026345,0.992838669320515
"sp|P05637|APAH_ECOLI",-0.247735043407641,0.240056324066119,8.06593607045026,-1.03198715706155,0.332026308853951,0.853021845712743
"sp|P05704|MCP3_ECOLI",0.0378146762322003,0.157502512179147,8.56198858227584,0.240089352918949,0.815910069540021,0.969007801689665
"sp|P05707|SRLD_ECOLI",0.30469655026277,0.170004836246375,8.54117227080186,1.7922816608652,0.10847792727204,0.84319588144277
"sp|P05791|ILVD_ECOLI",0.168818005779447,0.0977530276405568,7.29049871565324,1.72698493186524,0.126102242166192,0.84319588144277
"sp|P05793|ILVC_ECOLI",-0.019977316933451,0.0750164483731526,8.56198858227584,-0.266305821812281,0.796305376564488,0.960044309719129
"sp|P05804|BGLR_ECOLI",-0.0381057934562039,0.0886141698457895,8.50122442191964,-0.430019189058785,0.677875440728632,0.939075151835078
"sp|P05825|FEPA_ECOLI",0.0269205073827666,0.212092720380945,8.0643255505525,0.12692801211854,0.902105202046445,0.98888252140737
"sp|P05827|ILVY_ECOLI",1.07217091459222,0.519544961965082,6.10779826715951,2.06367300827427,0.0837986950569267,0.84319588144277
"sp|P05852|TSAD_ECOLI",-0.000726589617375195,0.123353762884271,8.56198858227584,-0.00589029147053158,0.995435202349966,0.999450064719104
"sp|P06129|BTUB_ECOLI",0.0975665454851975,0.163263143177542,8.56198858227584,0.597603008163929,0.565572434934152,0.90371891719637
"sp|P06134|ADA_ECOLI",-0.0984711842436874,0.302643436963318,6.56198858227584,-0.325370294600582,0.755027750593748,0.95569016653625
"sp|P06149|DLD_ECOLI",0.193405298995363,0.0826116831275999,8.41994416878522,2.34113737516562,0.0458026500742092,0.84319588144277
"sp|P06282|CDH_ECOLI",0.139947599409579,0.137086517104397,7.86771054259662,1.02087063239781,0.337676944553043,0.853021845712743
"sp|P06610|BTUE_ECOLI",0.123184840401028,0.179302020457464,8.56198858227584,0.687024273829924,0.510244974247562,0.883328983572681
"sp|P06612|TOP1_ECOLI",-0.00315395326405259,0.0742482888991771,8.49618896575977,-0.0424784639594239,0.967098715699386,0.992838669320515
"sp|P06616|ERA_ECOLI",0.0144652357845449,0.147497568478054,8.56198858227584,0.0980710118397449,0.924133238464965,0.990176211918366
"sp|P06709|BIRA_ECOLI",-0.138909996424024,0.157670455645842,7.14796423762086,-0.881014745946078,0.406956068040244,0.866901937575222
"sp|P06710|DPO3X_ECOLI",-0.0079305475199948,0.12560255407336,8.28623660272924,-0.0631400179598483,0.951151649597974,0.992838669320515
"sp|P06715|GSHR_ECOLI",0.0738463314931626,0.11365702744841,8.56198858227584,0.649729569310457,0.532908081268631,0.890111037903861
"sp|P06720|AGAL_ECOLI",0.064963888292462,0.0887377830060837,8.56198858227584,0.732088250255341,0.483670654582248,0.880751001516169
"sp|P06721|METC_ECOLI",0.172134579464823,0.187089269990742,6.2753538638888,0.920066551509558,0.391533432208925,0.861959619700122
"sp|P06846|EBGR_ECOLI",-0.161745299639384,0.208511820022358,8.43963352427702,-0.77571285705549,0.459102087116403,0.87991098110977
"sp|P06959|ODP2_ECOLI",0.0854432926383676,0.0713193465634058,8.33419768557328,1.1980380745974,0.263860363662371,0.853021845712743
"sp|P06961|CCA_ECOLI",-0.0545880994698507,0.107859820556108,8.56198858227584,-0.506102264850834,0.625557449468333,0.926387719175016
"sp|P06966|DICA_ECOLI",0.281315824583541,0.112167531144426,7.57102820552283,2.50799693737862,0.0380716972964727,0.84319588144277
"sp|P06968|DUT_ECOLI",0.369259615590812,0.18461271646133,6.30377137579154,2.00018515879516,0.0901069030525103,0.84319588144277
"sp|P06971|FHUA_ECOLI",-0.0693071593144156,0.0956830150738767,7.5155340818128,-0.72434129778314,0.490786098476571,0.880751001516169
"sp|P06974|FLIM_ECOLI",0.191080838822765,0.541072193221646,7.32138635064269,0.353152206335043,0.733924840419357,0.950684505298113
"sp|P06983|HEM3_ECOLI",0.0948175569976899,0.0753050851505353,8.44312824266663,1.25911227386768,0.241684644419409,0.853021845712743
"sp|P06986|HIS8_ECOLI",0.094472929400165,0.143573064751733,8.39143424399104,0.658012904882457,0.528165568194809,0.890111037903861
"sp|P06987|HIS7_ECOLI",0.0399157158099117,0.161514880404419,8.29930766687185,0.247133364492277,0.810809113654692,0.965662234516067
"sp|P06988|HISX_ECOLI",-0.00812573471638846,0.139381634624897,8.26513312851527,-0.0582984604697481,0.954895834961291,0.992838669320515
"sp|P06989|HIS2_ECOLI",0.17001115088383,0.129064307512398,8.56198858227584,1.31725923425807,0.221911150563627,0.853021845712743
"sp|P06992|RSMA_ECOLI",0.0801972952235892,0.171986442452584,8.14637841434758,0.466300099472662,0.653216163257686,0.934395193015714
"sp|P06993|MALT_ECOLI",0.0639090746808333,0.136940522897609,8.28767253183698,0.466692205700269,0.65274334380207,0.934395193015714
"sp|P06996|OMPC_ECOLI",-0.0370288964187814,0.131233561200815,8.56198858227584,-0.282160265102609,0.78452182908395,0.960044309719129
"sp|P06999|PFKB_ECOLI",0.163362158863917,0.102726719491569,8.56198858227584,1.59025966829715,0.147961943322573,0.84319588144277
"sp|P07000|PLDB_ECOLI",-0.0577256887311142,0.135987938361367,8.11868275689264,-0.42449124111079,0.682233097083611,0.939570532400492
"sp|P07001|PNTA_ECOLI",0.241147680767161,0.0851121473046628,8.22382081824219,2.83329334770467,0.0214362239668943,0.648464332951286
"sp|P07003|POXB_ECOLI",0.0920527258831569,0.073742860489397,7.81407618690234,1.24829339779127,0.248027141561972,0.853021845712743
"sp|P07004|PROA_ECOLI",0.0888469107941976,0.0729098622211722,8.35992097072702,1.21858563557123,0.256270553819549,0.853021845712743
"sp|P07012|RF2_ECOLI",-0.0213598227064069,0.122854480968638,8.56198858227584,-0.173862789032982,0.866014219660618,0.979883307890955
"sp|P07014|SDHB_ECOLI",-0.0542073505492502,0.0768444027789047,8.56198858227584,-0.705417032197057,0.499290559799169,0.880751001516169
"sp|P07017|MCP2_ECOLI",-0.185199372366304,0.121976430393477,7.17643969322758,-1.51832097208354,0.171685541154614,0.853021845712743
"sp|P07023|TYRA_ECOLI",0.0321978687262111,0.122186694222495,8.50229144107826,0.263513706881869,0.798429271770413,0.960044309719129
"sp|P07024|USHA_ECOLI",0.118170120036916,0.127207359930883,8.56198858227584,0.928956627203978,0.37835706131408,0.860398265038102
"sp|P07102|PPA_ECOLI",0.137610121677263,0.159605516665869,8.39554680449711,0.862189005442382,0.412532357838753,0.867226279293543
"sp|P07109|HISP_ECOLI",0.0365975673228939,0.296369768196419,8.24252747566481,0.123486169138004,0.904680399312171,0.98888252140737
"sp|P07117|PUTP_ECOLI",-0.141831941192707,0.22296064525624,8.56198858227584,-0.636129936876104,0.541320375810721,0.891659872168273
"sp|P07118|SYV_ECOLI",0.0590410684671116,0.0786097064788256,8.08288482279622,0.751065881196426,0.473909836766214,0.880751001516169
"sp|P07363|CHEA_ECOLI",0.0981905698222797,0.329814445455662,7.56198858227584,0.297714582169445,0.773935277881483,0.959026481501439
"sp|P07395|SYFB_ECOLI",0.0838981662640677,0.0969928857331506,8.14572933897061,0.864992990257972,0.41179118661884,0.867226279293543
"sp|P07604|TYRR_ECOLI",0.00429953141160392,0.0858911479446144,7.3648324766213,0.0500579106752235,0.961406957811007,0.992838669320515
"sp|P07639|AROB_ECOLI",0.0743295150538095,0.0890527678771554,7.74028055349223,0.834668217795812,0.428911415953898,0.871500348078716
"sp|P07648|RECC_ECOLI",-0.218933256368169,0.160423462663827,7.59550988750295,-1.36472092506164,0.211393652774874,0.853021845712743
"sp|P07649|TRUA_ECOLI",-0.219221439047537,0.365164966608345,8.00733729353154,-0.60033535276855,0.564882482383583,0.90371891719637
"sp|P07650|TYPH_ECOLI",0.101054717739217,0.08747657981182,8.39603833506497,1.1552202653168,0.279816588070781,0.853021845712743
"sp|P07654|PSTA_ECOLI",-0.170242336431312,0.18946681236155,8.56198858227584,-0.898533808160806,0.393467723591079,0.861959619700122
"sp|P07762|GLGB_ECOLI",0.0372535457450974,0.123200389330542,8.40356876213884,0.302381720930665,0.769710697181528,0.957348039753947
"sp|P07813|SYL_ECOLI",0.093494402124045,0.0716545670863224,8.03008264581128,1.30479334291996,0.228112066124847,0.853021845712743
"sp|P07862|DDLB_ECOLI",0.0216515520239878,0.0940048342393528,8.21244977996292,0.230323814718498,0.823474150193291,0.970825750284093
"sp|P07913|TDH_ECOLI",0.218764611296859,0.184455852263476,8.01216088246832,1.18599984013723,0.269599799346654,0.853021845712743
"sp|P08142|ILVB_ECOLI",0.272429073366201,0.134145542215131,8.18489232937768,2.03084701040086,0.0759582217497126,0.84319588144277
"sp|P08178|PUR5_ECOLI",0.101701422591932,0.0972880567125224,8.56198858227584,1.04536390209181,0.324468254761828,0.853021845712743
"sp|P08179|PUR3_ECOLI",0.0164607537491482,0.186528673068647,8.38867956981855,0.0882478467162539,0.931750242684319,0.991395657010294
"sp|P08190|FIMG_ECOLI",0.0532462163053904,0.24070709664165,8.56198858227584,0.221207505089309,0.830115818785948,0.972240658973193
"sp|P08191|FIMH_ECOLI",0.355486407262339,0.193409487517522,7.92818405889965,1.83799880670349,0.103698766551402,0.84319588144277
"sp|P08192|FOLC_ECOLI",0.115580959173134,0.144321063486293,8.27960539030288,0.800859946435412,0.445584084939901,0.877125262588242
