LFQ intensity BAP1	LFQ intensity BAP2	LFQ intensity BAP3	LFQ intensity BAP4	LFQ intensity BAP5	LFQ intensity BAP6	LFQ intensity DMSO1	LFQ intensity DMSO2	LFQ intensity DMSO3	LFQ intensity DMSO4	LFQ intensity DMSO5	LFQ intensity DMSO6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant BAP_DMSO	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value BAP_DMSO	Student's T-test q-value BAP_DMSO	Student's T-test Difference BAP_DMSO	Student's T-test Test statistic BAP_DMSO	Protein IDs	Majority protein IDs	id
23.4418983459473	23.763952255249	22.5577278137207	23.4133834838867	23.7052478790283	22.983341217041	22.9632453918457	22.5814590454102	23.5547332763672	22.8943214416504	23.3662643432617	23.2066497802734						7	7	7	18.2	18.2	18.2	67.867	0	28.647	113450000	52	0.417860081080498	0.959289079381159	0.216479619344078	0.914316878999317	sp|A1L0T0|HACL2_HUMAN	sp|A1L0T0|HACL2_HUMAN	119
20.919942855835	23.2590484619141	21.8510208129883	20.8633861541748	21.351390838623	21.1970443725586	23.0303936004639	20.5699977874756	21.997106552124	21.9495868682861	20.9748554229736	21.8953437805176						2	2	2	11.4	11.4	11.4	29.057	0.0027304	3.0345	18038000	7	NaN	NaN	0	NaN	sp|A1L170|CA226_HUMAN	sp|A1L170|CA226_HUMAN	120
23.3001976013184	23.8931922912598	23.2001075744629	23.2886981964111	23.7826671600342	23.3701267242432	23.7423210144043	23.6133556365967	23.7763557434082	21.2270603179932	23.748987197876	23.7525634765625						17	17	17	10.5	10.5	10.5	268.57	0	34.424	134190000	50	0.145116842122802	0.982546073224967	0.162391026814777	0.374362450218042	sp|A2RRP1|NBAS_HUMAN	sp|A2RRP1|NBAS_HUMAN	121
21.8756484985352	22.7025585174561	22.7261142730713	23.0943126678467	20.7962989807129	21.8837738037109	22.7500190734863	20.5541439056396	21.9802627563477	21.9392356872559	21.2716274261475	22.5351104736328						4	2	2	4.6	2.6	2.6	92.644	0.0012005	3.8626	9385900	3	NaN	NaN	0	NaN	sp|A2RTX5|SYTC2_HUMAN	sp|A2RTX5|SYTC2_HUMAN	122
24.4060039520264	24.3134059906006	24.3001270294189	24.1937007904053	24.1721878051758	24.4639472961426	24.1492652893066	24.2295665740967	24.288064956665	24.3362674713135	24.3866653442383	24.2674236297607						18	18	18	13.8	13.8	13.8	214.82	0	30.819	239360000	72	0.228367035653161	0.977574009360241	0.0320199330647775	0.555045496705258	sp|A3KMH1|VWA8_HUMAN	sp|A3KMH1|VWA8_HUMAN	123
23.4909381866455	23.7173290252686	23.6076107025146	23.4565105438232	23.6350021362305	23.2357883453369	23.2221698760986	23.3840312957764	23.5190544128418	23.4435424804688	23.3029880523682	23.599006652832						8	8	8	27.4	27.4	27.4	42.932	0	14.444	137690000	41	0.61955134575243	0.959289079381159	0.112064361572266	1.24894234657287	sp|A4D1E9|GTPBA_HUMAN	sp|A4D1E9|GTPBA_HUMAN	124
23.8288097381592	22.8860740661621	21.3309135437012	23.9585456848145	23.7912406921387	20.4150562286377	22.5637969970703	21.7216892242432	22.0136280059814	23.469970703125	22.1206188201904	20.8655338287354						4	4	4	8.8	8.8	8.8	83.343	0	12.465	71857000	12	NaN	NaN	0	NaN	sp|A4D1P6|WDR91_HUMAN	sp|A4D1P6|WDR91_HUMAN	125
21.8717727661133	20.9362010955811	22.891487121582	22.6326236724854	21.8991069793701	21.7490749359131	20.6378955841064	22.9850292205811	21.6676006317139	21.1882247924805	21.0623970031738	21.3719291687012						2	2	2	11	11	11	38.658	0.00096154	3.8714	12988000	7	NaN	NaN	0	NaN	sp|A5D8V6|VP37C_HUMAN	sp|A5D8V6|VP37C_HUMAN	126
22.320369720459	22.3603324890137	22.15993309021	21.414379119873	22.655366897583	22.4357967376709	22.6857604980469	22.8075981140137	20.7019557952881	21.3157844543457	22.1487350463867	20.4661483764648						2	2	2	7.9	7.9	7.9	46.523	0.00026667	6.2923	16619000	10	NaN	NaN	0	NaN	sp|A5PLN9|TPC13_HUMAN	sp|A5PLN9|TPC13_HUMAN	127
25.8339805603027	25.8465633392334	25.8133792877197	25.796745300293	25.7643070220947	25.7402877807617	25.8539562225342	25.8452472686768	25.7785625457764	25.7544002532959	25.8245906829834	25.8068580627441						28	28	28	15.3	15.3	15.3	266.94	0	79.089	661210000	181	0.200254202708518	0.977574009360241	-0.0113919576009103	-0.496038099298687	sp|A5YKK6|CNOT1_HUMAN	sp|A5YKK6|CNOT1_HUMAN	128
21.6881885528564	21.3476676940918	21.783655166626	21.798131942749	22.8684043884277	21.0722637176514	21.5530700683594	21.9913730621338	21.6993427276611	21.5219593048096	21.3409862518311	21.5047225952148						1	1	1	11.2	11.2	11.2	14.688	0.0028986	2.6972	13732000	5	NaN	NaN	0	NaN	sp|Q9GZQ8|MLP3B_HUMAN;sp|A6NCE7|MP3B2_HUMAN	sp|Q9GZQ8|MLP3B_HUMAN;sp|A6NCE7|MP3B2_HUMAN	129
21.010066986084	23.8349933624268	23.813232421875	23.7946147918701	23.7446823120117	23.8569030761719	21.2664604187012	23.5893230438232	24.0687446594238	23.7358283996582	23.6242179870605	23.8942108154297						6	6	6	33.9	33.9	33.9	30.48	0	25.175	145060000	41	0.0112258364102786	0.99875726400112	-0.0207153956095354	-0.03279582902481	sp|A6NCS6|CB072_HUMAN	sp|A6NCS6|CB072_HUMAN	130
22.4444789886475	23.0391216278076	22.4278774261475	21.2369995117188	22.7745475769043	22.7613162994385	23.2914142608643	23.0514221191406	22.9233951568604	22.6625137329102	22.4509334564209	22.6556949615479						6	6	6	13.2	13.2	13.2	71.695	0	13.229	60485000	25	0.690459145112263	0.95720859423243	-0.391838709513344	-1.35915613101612	sp|A6NDB9|PALM3_HUMAN	sp|A6NDB9|PALM3_HUMAN	131
26.6155452728271	26.6082305908203	26.7477836608887	26.5123329162598	26.6796264648438	26.6360263824463	26.7405967712402	26.5407028198242	26.6519832611084	26.7534065246582	26.6879253387451	26.707145690918						14	14	14	58.6	58.6	58.6	34.006	0	75.03	1194600000	146	0.49345384209236	0.959289079381159	-0.0470358530680315	-1.04408066133431	sp|A6NDG6|PGP_HUMAN	sp|A6NDG6|PGP_HUMAN	132
21.649133682251	21.0095672607422	21.5684490203857	21.7381935119629	20.43137550354	24.0082988739014	21.9577407836914	23.8378810882568	22.2084331512451	22.4100799560547	21.6162490844727	20.7460918426514						3	3	3	9.9	9.9	9.9	33.62	0.0004908	4.3093	62718000	10	NaN	NaN	0	NaN	sp|A6NDU8|RIMC1_HUMAN	sp|A6NDU8|RIMC1_HUMAN	133
21.5696392059326	20.9157695770264	22.2155494689941	21.5028324127197	22.5298385620117	22.488317489624	22.8971881866455	20.9299278259277	21.4754104614258	22.9253005981445	20.1973171234131	20.6488590240479						6	6	6	26.3	26.3	26.3	40.078	0	14.173	39672000	14	NaN	NaN	0	NaN	sp|A6NED2|RCCD1_HUMAN	sp|A6NED2|RCCD1_HUMAN	134
22.476921081543	21.1386890411377	22.1301803588867	21.7419738769531	22.7543773651123	21.7871570587158	22.1931495666504	23.7796859741211	21.3157520294189	22.4792919158936	21.2203254699707	21.4305858612061						2	2	2	7.2	7.2	7.2	31.641	0.001434	3.7681	29058000	6	NaN	NaN	0	NaN	sp|A6NH11|GLTD2_HUMAN	sp|A6NH11|GLTD2_HUMAN	135
25.0619220733643	21.5523567199707	25.6296768188477	25.4554748535156	25.941743850708	22.2680339813232	21.4867935180664	20.6001567840576	25.5885219573975	25.7355442047119	21.3039817810059	25.8220386505127						4	1	1	9.4	3.8	3.8	49.908	0	26.941	548310000	50	0.297577515497431	0.971329776721775	0.89536190032959	0.693157932219225	sp|A6NHL2|TBAL3_HUMAN	sp|A6NHL2|TBAL3_HUMAN	136
27.3920650482178	27.3927211761475	27.3542213439941	27.3423175811768	27.4089221954346	27.3476486206055	26.9145622253418	27.3788166046143	27.2220478057861	27.37451171875	27.2911415100098	27.4786949157715						4	1	1	14.7	3.3	3.3	34.803	0	10.136	1874700000	67	0.577929938156485	0.959289079381159	0.0963535308837891	1.18270283784018	sp|A6NHQ2|FBLL1_HUMAN	sp|A6NHQ2|FBLL1_HUMAN	137
25.9425506591797	26.1734848022461	26.0740833282471	26.0321674346924	25.9047889709473	26.2660827636719	26.0502605438232	25.9409160614014	26.0521488189697	25.8753490447998	26.065357208252	26.217321395874						29	29	29	16.5	16.5	16.5	226.37	0	59.5	817650000	141	0.171493903701191	0.97895599246107	0.0319674809773751	0.433631520134108	sp|A6NHR9|SMHD1_HUMAN	sp|A6NHR9|SMHD1_HUMAN	138
21.8164405822754	21.7490997314453	22.1691951751709	23.5013904571533	20.9883193969727	21.5669975280762	21.9931030273438	23.1336345672607	23.0252628326416	20.7453002929688	22.7777614593506	22.8003253936768						3	3	3	19.1	19.1	19.1	36.056	0.00025793	5.3282	16343000	14	NaN	NaN	0	NaN	sp|A6NHX0|CAST2_HUMAN	sp|A6NHX0|CAST2_HUMAN	139
23.6832466125488	21.4510822296143	23.6331176757813	23.7271270751953	20.8346557617188	21.6266040802002	24.0007553100586	22.8488597869873	21.6597671508789	23.7672901153564	21.1537170410156	21.1397247314453						5	5	5	29.5	29.5	29.5	28.136	0	7.719	88258000	12	NaN	NaN	0	NaN	sp|A6NIH7|U119B_HUMAN;sp|Q13432|U119A_HUMAN	sp|A6NIH7|U119B_HUMAN	140
22.5658588409424	22.3409061431885	21.9525566101074	21.6684169769287	20.2922801971436	22.7197532653809	21.2658843994141	19.6681880950928	22.5589656829834	22.8726005554199	22.4790916442871	22.4187202453613						6	6	6	23.8	23.8	23.8	46.121	0	18.04	53786000	21	0.0260895307138183	0.99875726400112	0.046053568522133	0.0749979668098962	sp|A6NJ78|MET15_HUMAN;sp|P0C7V9|ME15P_HUMAN	sp|A6NJ78|MET15_HUMAN	141
21.314661026001	22.2535991668701	23.0762271881104	22.4009284973145	21.0333976745605	21.9526805877686	20.7993469238281	22.1385841369629	20.9226474761963	21.3448314666748	21.7344570159912	20.4975547790527						1	1	1	2.9	2.9	2.9	45.209	0.0018683	3.3974	12563000	0	NaN	NaN	0	NaN	sp|A6NKD9|CC85C_HUMAN	sp|A6NKD9|CC85C_HUMAN	142
22.5699825286865	21.8265571594238	22.1129035949707	21.505838394165	22.4701805114746	22.8996067047119	21.6726417541504	22.8113346099854	22.1663017272949	21.5650253295898	22.170877456665	23.7695121765137						27	1	0	18	0.7	0	197.48	0.0012008	3.8679	45399000	5	NaN	NaN	0	NaN	sp|A6NKT7|RGPD3_HUMAN	sp|A6NKT7|RGPD3_HUMAN	143
27.5065021514893	27.3241443634033	27.4515972137451	27.1947898864746	27.3984394073486	27.288064956665	27.4586544036865	27.5187835693359	27.4404716491699	27.566089630127	27.3286876678467	27.2999877929688						3	3	3	34.2	34.2	34.2	8.496	0	12.282	2009000000	79	0.580306398013475	0.959289079381159	-0.074856122334797	-1.18651873280469	sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN	sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN	144
22.0757331848145	21.3839626312256	21.4358787536621	21.8113498687744	21.8221855163574	21.3729419708252	22.011646270752	21.9326553344727	21.2118129730225	22.2570915222168	23.1719169616699	22.7203311920166						4	4	4	16.5	16.5	16.5	42.233	0	11.032	22715000	12	NaN	NaN	0	NaN	sp|A8MXV4|NUD19_HUMAN	sp|A8MXV4|NUD19_HUMAN	145
27.0735740661621	27.1119747161865	27.5501747131348	27.2671375274658	22.7825660705566	27.4152240753174	27.2577285766602	27.5260429382324	27.1395587921143	27.5120162963867	27.2038726806641	27.3107738494873						3	3	3	1.8	1.8	1.8	123.63	0.003116	2.6746	1778600000	28	0.494701063639745	0.959289079381159	-0.791556994120281	-1.04617283655048	sp|B1ANS9|WDR64_HUMAN	sp|B1ANS9|WDR64_HUMAN	146
22.96653175354	21.6732883453369	20.7522716522217	21.3207931518555	19.7236404418945	22.3845462799072	22.4531936645508	23.1420230865479	23.1265544891357	21.889762878418	21.3406238555908	21.8133907318115						1	1	1	15.4	15.4	15.4	8.749	0.0031194	2.6842	38589000	7	NaN	NaN	0	NaN	sp|B2RUZ4|SMIM1_HUMAN	sp|B2RUZ4|SMIM1_HUMAN	147
21.6874103546143	21.1206436157227	23.5044994354248	21.3724403381348	23.3128089904785	22.0284214019775	22.6991348266602	22.1091957092285	22.8423118591309	19.5408515930176	21.9807758331299	23.0757217407227						2	2	2	8.6	8.6	8.6	52.916	0.0025224	3.1213	5453300	2	NaN	NaN	0	NaN	sp|P0CG08|GPHRB_HUMAN;sp|B7ZAQ6|GPHRA_HUMAN	sp|P0CG08|GPHRB_HUMAN;sp|B7ZAQ6|GPHRA_HUMAN	148
29.7465515136719	29.5590476989746	29.8605461120605	30.0015544891357	29.5529251098633	29.7921752929688	29.7709617614746	30.1156997680664	29.7391815185547	29.8514308929443	29.8479862213135	29.5372524261475						6	6	5	35.8	35.8	29.8	23.384	0	242.12	10293000000	295	0.228654879545729	0.977574009360241	-0.0582853953043632	-0.555640219299225	sp|Q13765|NACA_HUMAN;sp|E9PAV3|NACAM_HUMAN	sp|Q13765|NACA_HUMAN;sp|E9PAV3|NACAM_HUMAN	149
26.4762706756592	26.2202224731445	26.9488220214844	26.1687507629395	26.1808624267578	26.4960689544678	26.1462383270264	27.006031036377	26.4846363067627	26.6257514953613	26.6551265716553	26.1580009460449						4	4	4	38.2	38.2	38.2	14.234	0	14.138	1016000000	56	0.219965862938225	0.977574009360241	-0.0974645614624023	-0.537605385769363	sp|E9PRG8|CK098_HUMAN	sp|E9PRG8|CK098_HUMAN	150
24.0890159606934	23.6668739318848	23.6531600952148	23.9204349517822	23.6971035003662	24.0317058563232	23.636661529541	23.7322101593018	23.2695655822754	23.8255138397217	23.5503940582275	20.4582176208496						8	8	8	19.5	19.5	19.5	72.911	0	23.865	148250000	29	0.734696474404833	0.939352455965236	0.764288584391277	1.42644326145731	sp|O00116|ADAS_HUMAN	sp|O00116|ADAS_HUMAN	151
22.1691932678223	21.0978565216064	21.361478805542	22.93918800354	21.2507610321045	21.4362030029297	22.0575561523438	22.0338306427002	21.498607635498	22.7926826477051	21.4881916046143	20.5181255340576						3	3	3	5	5	5	79.954	0.00096899	3.997	24269000	1	NaN	NaN	0	NaN	sp|O00139|KIF2A_HUMAN	sp|O00139|KIF2A_HUMAN	152
25.4368553161621	25.5152683258057	25.3264598846436	25.5212421417236	25.6695251464844	25.1197719573975	25.5972461700439	25.0148239135742	25.1949405670166	25.1902389526367	25.4222030639648	25.4172534942627						22	9	9	63	32.6	32.6	49.129	0	30.153	497330000	71	0.517650619904959	0.959289079381159	0.125402768452961	1.08441297129231	sp|O00148|DX39A_HUMAN	sp|O00148|DX39A_HUMAN	153
27.8052577972412	27.8444576263428	28.3225116729736	27.5556697845459	28.137020111084	27.8147010803223	26.908504486084	28.3739738464355	28.4029178619385	28.4670391082764	28.1564865112305	27.8164710998535						18	18	18	81.8	81.8	81.8	36.071	0	232.68	2998400000	321	0.157789434741346	0.980680707281288	-0.107629140218098	-0.403095411169692	sp|O00151|PDLI1_HUMAN	sp|O00151|PDLI1_HUMAN	154
26.7336330413818	26.7332439422607	26.8524570465088	26.8734970092773	26.555419921875	26.8131103515625	27.0155258178711	26.7237739562988	26.6233825683594	26.8924980163574	26.7915382385254	26.6256122589111						10	10	10	36.6	36.6	36.6	41.796	0	53.695	1302600000	155	0.0863716033188405	0.990014618679646	-0.018494923909504	-0.234074274239223	sp|O00154|BACH_HUMAN;sp|Q6ZUV0|BACHL_HUMAN	sp|O00154|BACH_HUMAN	155
27.4243030548096	27.52783203125	27.51930809021	27.581470489502	27.5105075836182	27.6156158447266	27.3414688110352	27.3857440948486	27.4649753570557	27.4606094360352	27.3671970367432	27.0836505889893						28	28	28	34.5	34.5	34.5	121.68	0	78.648	2084100000	182	1.75395861423434	0.521114027618956	0.179231961568195	2.83757751696197	sp|O00159|MYO1C_HUMAN	sp|O00159|MYO1C_HUMAN	156
20.7559700012207	23.9649028778076	22.6304607391357	20.6755962371826	20.7952613830566	24.0633220672607	22.1720352172852	24.0856971740723	24.2776737213135	24.3833065032959	21.1778926849365	21.9517993927002						6	6	6	39.3	39.3	39.3	23.354	0	26.74	134180000	16	NaN	NaN	0	NaN	sp|O00161|SNP23_HUMAN	sp|O00161|SNP23_HUMAN	157
21.4956035614014	23.004695892334	21.381721496582	22.7830276489258	21.7693214416504	21.2076225280762	21.4518718719482	21.3664131164551	22.056604385376	21.2903594970703	22.035472869873	22.2685737609863						3	3	3	16.1	16.1	16.1	31.62	0.0018713	3.4201	16939000	8	NaN	NaN	0	NaN	sp|O00165|HAX1_HUMAN	sp|O00165|HAX1_HUMAN	158
21.6921691894531	22.0933818817139	21.0072689056396	22.4087371826172	21.7066345214844	22.082426071167	23.2289638519287	21.3979682922363	22.2505187988281	22.5125160217285	21.0927276611328	23.379545211792						1	1	1	13	13	13	10.441	0.0016643	3.6966	64908000	12	NaN	NaN	0	NaN	sp|O00168|PLM_HUMAN	sp|O00168|PLM_HUMAN	159
27.1470527648926	26.9445838928223	26.9123935699463	27.017333984375	26.9355087280273	26.9868507385254	27.2312335968018	27.0635280609131	26.9339332580566	27.0544490814209	27.0473918914795	26.9325828552246						14	14	14	54.8	54.8	54.8	37.664	0	107.74	1553400000	145	0.431555742305855	0.959289079381159	-0.0532325108846017	-0.938285300138829	sp|O00170|AIP_HUMAN	sp|O00170|AIP_HUMAN	160
23.2492771148682	22.938440322876	22.9398403167725	23.0500946044922	23.09934425354	23.3345642089844	23.6743297576904	23.15749168396	23.2061729431152	23.1777629852295	23.1511402130127	23.5125579833984						5	5	5	10.5	10.5	10.5	72.453	0	13.917	111270000	42	1.04284275019112	0.893156109321488	-0.211315790812176	-1.87269271187287	sp|O00178|GTPB1_HUMAN	sp|O00178|GTPB1_HUMAN	161
25.1605415344238	25.3010692596436	25.3332672119141	25.1422691345215	25.2843627929688	25.2453594207764	25.281322479248	25.0712432861328	25.286937713623	25.1104030609131	25.2130451202393	25.1008129119873						12	12	12	24.2	24.2	24.2	67.764	0	29.405	449030000	58	0.675414630709064	0.95720859423243	0.0671841303507499	1.33602710177258	sp|O00186|STXB3_HUMAN	sp|O00186|STXB3_HUMAN	162
29.1553287506104	28.9755535125732	29.2988300323486	29.3505802154541	29.0362720489502	29.3873691558838	29.4201316833496	29.4295196533203	29.0721168518066	29.3878402709961	29.2292652130127	28.9702949523926						5	5	5	29	29	29	20.332	0	263.48	7097200000	138	0.192697595293585	0.977574009360241	-0.0508724848429338	-0.479850620438811	sp|O00193|SMAP_HUMAN	sp|O00193|SMAP_HUMAN	163
27.2802085876465	27.3335571289063	27.5024108886719	27.416431427002	27.4239826202393	27.3650283813477	27.525369644165	27.3350925445557	27.2515125274658	27.4600620269775	27.4438743591309	27.4090843200684						26	26	26	27.1	27.1	27.1	121.32	0	96.251	1882700000	229	0.129543935754084	0.985335099412291	-0.0172293980916365	-0.338359193153758	sp|O00203|AP3B1_HUMAN;sp|Q13367|AP3B2_HUMAN	sp|O00203|AP3B1_HUMAN	164
26.7164649963379	26.8637237548828	26.9522705078125	26.387092590332	26.9247894287109	26.4919624328613	26.5458507537842	26.8225021362305	26.8115196228027	26.7860622406006	26.8918018341064	27.0594081878662						5	5	5	27.1	27.1	27.1	23.705	0	29.734	1325700000	134	0.365152924397373	0.962370544079141	-0.0968068440755196	-0.819926356187896	sp|O00217|NDUS8_HUMAN	sp|O00217|NDUS8_HUMAN	165
29.6907577514648	29.5511837005615	29.5580997467041	29.6943664550781	29.4856967926025	29.5950202941895	29.8441581726074	29.4754905700684	29.4281635284424	29.5728435516357	29.484582901001	29.4913654327393						22	22	22	57.6	57.6	57.6	47.463	0	241.34	9014900000	580	0.27937663014405	0.972427934626266	0.0464200973510742	0.657730899598746	sp|O00231|PSD11_HUMAN	sp|O00231|PSD11_HUMAN	166
28.9574279785156	28.879789352417	28.8050117492676	29.0449199676514	28.9126796722412	28.9053230285645	28.96848487854	28.7851276397705	28.6720237731934	28.8069190979004	28.8592281341553	28.6196441650391						24	24	24	55	55	55	52.904	0	196.02	5556400000	461	1.25580828373699	0.834156685234796	0.132287343343098	2.16660682670118	sp|O00232|PSD12_HUMAN	sp|O00232|PSD12_HUMAN	167
23.7040882110596	23.6458148956299	23.8402862548828	24.0473575592041	23.8894824981689	21.0313396453857	21.6698951721191	23.9764881134033	23.8069553375244	23.9732494354248	23.8312282562256	23.9292221069336						3	3	3	17	17	17	24.682	0	8.6175	131430000	15	0.107461435731375	0.988930408617396	-0.171444892883301	-0.285889011900283	sp|O00233|PSMD9_HUMAN	sp|O00233|PSMD9_HUMAN	168
23.1372566223145	21.6117210388184	21.6609535217285	23.1440944671631	21.1304607391357	22.1799144744873	21.8294296264648	21.2082233428955	22.1511268615723	22.6746520996094	23.8975372314453	21.9997234344482						1	1	1	25	25	25	7.4016	0.00096177	3.8783	104250000	16	NaN	NaN	0	NaN	sp|O00244|ATOX1_HUMAN	sp|O00244|ATOX1_HUMAN	169
21.630350112915	21.1013565063477	22.4343299865723	21.0282573699951	22.3672504425049	21.469575881958	21.1773796081543	22.818717956543	20.9028377532959	21.2992649078369	22.0160160064697	22.7573623657227						2	2	2	4.9	4.9	4.9	68.023	0	8.5565	26114000	11	NaN	NaN	0	NaN	sp|O00255|MEN1_HUMAN	sp|O00255|MEN1_HUMAN	170
21.1834983825684	22.5168228149414	22.3414306640625	21.9750385284424	21.2716197967529	19.8067493438721	21.7200412750244	21.5928001403809	21.7292346954346	22.0883026123047	22.3819751739502	22.7030143737793						4	4	4	9.8	9.8	9.8	61.367	0.00025681	5.2296	25024000	2	NaN	NaN	0	NaN	sp|O00257|CBX4_HUMAN	sp|O00257|CBX4_HUMAN	171
24.3644618988037	24.5445690155029	24.7621288299561	24.7481174468994	24.8090190887451	24.8131847381592	21.8290328979492	24.3871250152588	25.0462265014648	24.8562393188477	24.6126251220703	24.7810668945313						4	4	4	37.4	37.4	37.4	21.671	0	17.964	282200000	39	0.37918526108928	0.959289079381159	0.421527544657391	0.845407509088945	sp|O00264|PGRC1_HUMAN	sp|O00264|PGRC1_HUMAN	172
26.7302665710449	26.680700302124	26.9399967193604	26.7592601776123	26.6321468353271	26.9109077453613	26.9294261932373	26.9270534515381	26.7060928344727	26.7624320983887	26.8082084655762	26.6500663757324						24	24	24	32.4	32.4	32.4	121	0	130.81	1256200000	174	0.119190110869218	0.985335099412291	-0.0216668446858748	-0.313972875091227	sp|O00267|SPT5H_HUMAN	sp|O00267|SPT5H_HUMAN	173
22.605396270752	23.234676361084	23.1449165344238	23.1109523773193	23.0933437347412	22.8780937194824	22.4414920806885	22.5686225891113	22.9608631134033	22.8540134429932	22.9701099395752	23.3004760742188						8	8	8	9.6	9.6	9.6	110.11	0	23.726	94426000	37	0.484752629525844	0.959289079381159	0.161966959635414	1.02944334081388	sp|O00268|TAF4_HUMAN;sp|Q92750|TAF4B_HUMAN	sp|O00268|TAF4_HUMAN	174
