"Mixture","TechRepMixture","Run","Channel","Protein","Abundance","BioReplicate","Condition"
"1","1_1","1_1_1","1","sp|P38011|GBLP_YEAST",14.3378424990266,"1","galactose"
"1","1_1","1_1_1","1","sp|P32528|DUR1_YEAST",15.9548252012413,"1","galactose"
"1","1_1","1_1_1","1","sp|P54070|KTR6_YEAST",15.4717874863275,"1","galactose"
"1","1_1","1_1_1","1","sp|P47064|AP3S_YEAST",17.9657390485412,"1","galactose"
"1","1_1","1_1_1","1","sp|P17967|PDI_YEAST",19.3273784942623,"1","galactose"
"1","1_1","1_1_1","1","sp|P33309|DOM34_YEAST",17.0972129025491,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12164|POM33_YEAST",18.8432550420162,"1","galactose"
"1","1_1","1_1_1","1","sp|P08539|GPA1_YEAST",15.4527626606458,"1","galactose"
"1","1_1","1_1_1","1","sp|P07149|FAS1_YEAST",16.2925795906606,"1","galactose"
"1","1_1","1_1_1","1","sp|P17442|PHO81_YEAST",14.8614023887265,"1","galactose"
"1","1_1","1_1_1","1","sp|P49723|RIR4_YEAST",16.9725985993947,"1","galactose"
"1","1_1","1_1_1","1","sp|P47170|IML1_YEAST",16.2343795774232,"1","galactose"
"1","1_1","1_1_1","1","sp|P07256|QCR1_YEAST",15.5313638029517,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12029|FSF1_YEAST",17.4221173432009,"1","galactose"
"1","1_1","1_1_1","1","sp|P32628|RAD23_YEAST",14.9179859170928,"1","galactose"
"1","1_1","1_1_1","1","sp|P53252|PIL1_YEAST",17.7964203200879,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12168|ENG2_YEAST",15.2489627863225,"1","galactose"
"1","1_1","1_1_1","1","sp|P32843|YME2_YEAST",16.5780275346085,"1","galactose"
"1","1_1","1_1_1","1","sp|P50085|PHB2_YEAST",15.2175902251668,"1","galactose"
"1","1_1","1_1_1","1","sp|P10622|RLA3_YEAST",16.1946292047186,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05584|GLO2_YEAST",14.3260706557299,"1","galactose"
"1","1_1","1_1_1","1","sp|P38069|MNN2_YEAST",16.6597109677395,"1","galactose"
"1","1_1","1_1_1","1","sp|P00560|PGK_YEAST",18.0250364855627,"1","galactose"
"1","1_1","1_1_1","1","sp|P25367|RNQ1_YEAST",13.2668696807856,"1","galactose"
"1","1_1","1_1_1","1","sp|P02406|RL28_YEAST",15.7093992952814,"1","galactose"
"1","1_1","1_1_1","1","sp|P07250|IPMK_YEAST",15.1950381276025,"1","galactose"
"1","1_1","1_1_1","1","sp|P24280|SEC14_YEAST",16.7618667151755,"1","galactose"
"1","1_1","1_1_1","1","sp|P25349|YCP4_YEAST",16.0713755508088,"1","galactose"
"1","1_1","1_1_1","1","sp|P40212|RL13B_YEAST;sp|Q12690|RL13A_YEAST",15.1986377364017,"1","galactose"
"1","1_1","1_1_1","1","sp|P34226|SKT5_YEAST",15.6125422268152,"1","galactose"
"1","1_1","1_1_1","1","sp|P36110|PRY2_YEAST",15.4623064333166,"1","galactose"
"1","1_1","1_1_1","1","sp|P32466|HXT3_YEAST",13.666006699768,"1","galactose"
"1","1_1","1_1_1","1","sp|P32465|HXT1_YEAST",12.9628699984017,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12189|RPIA_YEAST",14.8677701478765,"1","galactose"
"1","1_1","1_1_1","1","sp|P42839|VNX1_YEAST",15.3646012743255,"1","galactose"
"1","1_1","1_1_1","1","sp|P33421|SDH3_YEAST",20.4956084084675,"1","galactose"
"1","1_1","1_1_1","1","sp|P38249|EIF3A_YEAST",17.9845853177823,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12344|GYP5_YEAST",14.3399428303115,"1","galactose"
"1","1_1","1_1_1","1","sp|P06168|ILV5_YEAST",17.6618709251988,"1","galactose"
"1","1_1","1_1_1","1","sp|P48237|CCM1_YEAST",16.0141266494152,"1","galactose"
"1","1_1","1_1_1","1","sp|P17065|SEC2_YEAST",15.5896857397929,"1","galactose"
"1","1_1","1_1_1","1","sp|P30665|MCM4_YEAST",15.1948261224516,"1","galactose"
"1","1_1","1_1_1","1","sp|P00546|CDK1_YEAST",17.8164489025499,"1","galactose"
"1","1_1","1_1_1","1","sp|P40471|AYR1_YEAST",17.7770876827102,"1","galactose"
"1","1_1","1_1_1","1","sp|P32492|MYO4_YEAST",17.2188304152409,"1","galactose"
"1","1_1","1_1_1","1","sp|P38811|TRA1_YEAST",16.579489972687,"1","galactose"
"1","1_1","1_1_1","1","sp|P41835|THI6_YEAST",16.018446098872,"1","galactose"
"1","1_1","1_1_1","1","sp|P14907|NSP1_YEAST",16.271019612221,"1","galactose"
"1","1_1","1_1_1","1","sp|P22336|RFA1_YEAST",16.0364278157638,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12220|UTP12_YEAST",15.3045842464092,"1","galactose"
"1","1_1","1_1_1","1","sp|P38892|CRG1_YEAST",16.8124927882455,"1","galactose"
"1","1_1","1_1_1","1","sp|P39904|VPS52_YEAST",15.8541708194954,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX39|RS8A_YEAST;sp|P0CX40|RS8B_YEAST",16.8953173392609,"1","galactose"
"1","1_1","1_1_1","1","sp|P31116|DHOM_YEAST",19.2539814774264,"1","galactose"
"1","1_1","1_1_1","1","sp|P32366|VA0D_YEAST",15.2827912613742,"1","galactose"
"1","1_1","1_1_1","1","sp|P33310|MDL1_YEAST",14.9945274719658,"1","galactose"
"1","1_1","1_1_1","1","sp|P07245|C1TC_YEAST",15.2502028384786,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03654|CEF1_YEAST",16.7618667151755,"1","galactose"
"1","1_1","1_1_1","1","sp|P39730|IF2P_YEAST",17.258292541295,"1","galactose"
"1","1_1","1_1_1","1","sp|P06197|PIS_YEAST",17.3160009202223,"1","galactose"
"1","1_1","1_1_1","1","sp|P46655|SYEC_YEAST",17.5765636125743,"1","galactose"
"1","1_1","1_1_1","1","sp|P54783|ALO_YEAST",17.0122774952013,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12433|AHC1_YEAST",14.2356330052285,"1","galactose"
"1","1_1","1_1_1","1","sp|P53335|PXR1_YEAST",16.5635512060499,"1","galactose"
"1","1_1","1_1_1","1","sp|P40580|BZRD_YEAST",14.4948406247906,"1","galactose"
"1","1_1","1_1_1","1","sp|P10127|ADH4_YEAST",14.9475181231392,"1","galactose"
"1","1_1","1_1_1","1","sp|P15703|BGL2_YEAST",17.5394742938391,"1","galactose"
"1","1_1","1_1_1","1","sp|P36775|LONM_YEAST",16.1875500238161,"1","galactose"
"1","1_1","1_1_1","1","sp|P34244|HSL1_YEAST",16.6154687961178,"1","galactose"
"1","1_1","1_1_1","1","sp|P38998|LYS1_YEAST",15.4812066386599,"1","galactose"
"1","1_1","1_1_1","1","sp|P13711|ACOX_YEAST",16.1792795843653,"1","galactose"
"1","1_1","1_1_1","1","sp|P40340|TBP7_YEAST",14.9590131853529,"1","galactose"
"1","1_1","1_1_1","1","sp|P04050|RPB1_YEAST",15.8541708194954,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08965|BMS1_YEAST",15.2704868160183,"1","galactose"
"1","1_1","1_1_1","1","sp|P04807|HXKB_YEAST",16.32258166965,"1","galactose"
"1","1_1","1_1_1","1","sp|P38199|HEK2_YEAST",17.8248765127013,"1","galactose"
"1","1_1","1_1_1","1","sp|P20134|SFL1_YEAST",17.7893972373807,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06698|YL419_YEAST",17.3381384865758,"1","galactose"
"1","1_1","1_1_1","1","sp|P23394|PRP28_YEAST",15.8976649248442,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07834|YL032_YEAST",16.2062308857239,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03407|PKH1_YEAST",15.6687573107841,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12019|MDN1_YEAST",15.8359311822704,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05050|EIS1_YEAST",17.6105278224904,"1","galactose"
"1","1_1","1_1_1","1","sp|P39708|DHE5_YEAST",14.6754236576384,"1","galactose"
"1","1_1","1_1_1","1","sp|P07262|DHE4_YEAST",15.5274014615385,"1","galactose"
"1","1_1","1_1_1","1","sp|P19880|AP1_YEAST",16.5983679828927,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04835|YM87_YEAST",15.0032711050378,"1","galactose"
"1","1_1","1_1_1","1","sp|P07143|CY1_YEAST",18.5692216372331,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03973|HMO1_YEAST",17.7301556404227,"1","galactose"
"1","1_1","1_1_1","1","sp|P38692|KIC1_YEAST",16.1015464406621,"1","galactose"
"1","1_1","1_1_1","1","sp|P32331|YMC1_YEAST",16.2650798497553,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05942|RSA3_YEAST",15.5660028023889,"1","galactose"
"1","1_1","1_1_1","1","sp|P13393|TBP_YEAST",15.7397527459886,"1","galactose"
"1","1_1","1_1_1","1","sp|P05694|METE_YEAST",18.1023424585366,"1","galactose"
"1","1_1","1_1_1","1","sp|P33311|MDL2_YEAST",15.5394742938391,"1","galactose"
"1","1_1","1_1_1","1","sp|P21524|RIR1_YEAST",16.0233644110762,"1","galactose"
"1","1_1","1_1_1","1","sp|Q3E747|YL363_YEAST",18.4463648894476,"1","galactose"
"1","1_1","1_1_1","1","sp|P36076|CAB3_YEAST",16.3330234163717,"1","galactose"
"1","1_1","1_1_1","1","sp|P32505|NAB2_YEAST",18.2537198115052,"1","galactose"
"1","1_1","1_1_1","1","sp|P40151|WRIP1_YEAST",17.9657390485412,"1","galactose"
"1","1_1","1_1_1","1","sp|P53855|ATG2_YEAST",15.8757576817035,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02890|PNG1_YEAST",16.7618092075006,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05518|PAL1_YEAST",16.6620063271937,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04728|ARGJ_YEAST",14.8852491306808,"1","galactose"
"1","1_1","1_1_1","1","sp|P38164|SEA4_YEAST",16.0377251613669,"1","galactose"
"1","1_1","1_1_1","1","sp|P00924|ENO1_YEAST",16.8000018440623,"1","galactose"
"1","1_1","1_1_1","1","sp|P00925|ENO2_YEAST",16.2898509812046,"1","galactose"
"1","1_1","1_1_1","1","sp|P23615|SPT6_YEAST",16.228671098598,"1","galactose"
"1","1_1","1_1_1","1","sp|P25386|USO1_YEAST",15.7746907555331,"1","galactose"
"1","1_1","1_1_1","1","sp|P17883|SKI3_YEAST",16.6686918794701,"1","galactose"
"1","1_1","1_1_1","1","sp|Q99344|UBA3_YEAST",15.2913783308573,"1","galactose"
"1","1_1","1_1_1","1","sp|P07244|PUR2_YEAST",16.0713755508088,"1","galactose"
"1","1_1","1_1_1","1","sp|P09624|DLDH_YEAST",16.3580684827336,"1","galactose"
"1","1_1","1_1_1","1","sp|P07991|OAT_YEAST",17.9879347946554,"1","galactose"
"1","1_1","1_1_1","1","sp|P47035|NET1_YEAST",16.1986377364017,"1","galactose"
"1","1_1","1_1_1","1","sp|P25037|UBP1_YEAST",16.8850552461156,"1","galactose"
"1","1_1","1_1_1","1","sp|P43638|MHP1_YEAST",16.1244367945603,"1","galactose"
"1","1_1","1_1_1","1","sp|P32849|RAD5_YEAST",15.8970262984572,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02326|RL6A_YEAST",16.543975686074,"1","galactose"
"1","1_1","1_1_1","1","sp|P10566|MRS3_YEAST",14.0732123890333,"1","galactose"
"1","1_1","1_1_1","1","sp|P00817|IPYR_YEAST",17.1639651587469,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04279|SEG1_YEAST",16.4874520814908,"1","galactose"
"1","1_1","1_1_1","1","sp|P00942|TPIS_YEAST",17.1042589126226,"1","galactose"
"1","1_1","1_1_1","1","sp|P46367|ALDH4_YEAST",14.4007680230075,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04371|ARMT1_YEAST",16.8733750303925,"1","galactose"
"1","1_1","1_1_1","1","sp|P48415|SEC16_YEAST",15.6197293694251,"1","galactose"
"1","1_1","1_1_1","1","sp|P21375|OSM1_YEAST",16.5832499133259,"1","galactose"
"1","1_1","1_1_1","1","sp|P43583|BLM10_YEAST",16.5334505062113,"1","galactose"
"1","1_1","1_1_1","1","sp|P07806|SYV_YEAST",17.0206009835757,"1","galactose"
"1","1_1","1_1_1","1","sp|P19516|COX11_YEAST",17.2673947484023,"1","galactose"
"1","1_1","1_1_1","1","sp|P40215|NDH1_YEAST",20.05779960153,"1","galactose"
"1","1_1","1_1_1","1","sp|P40433|6P21_YEAST",16.449567321486,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06623|HDA3_YEAST",16.1537553881274,"1","galactose"
"1","1_1","1_1_1","1","sp|P23500|MRS4_YEAST",15.7208699483676,"1","galactose"
"1","1_1","1_1_1","1","sp|P52871|SC6B2_YEAST",13.8420370638595,"1","galactose"
"1","1_1","1_1_1","1","sp|P18494|GLN3_YEAST",15.0989159987885,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12530|RMP1_YEAST",14.1871725499082,"1","galactose"
"1","1_1","1_1_1","1","sp|P22137|CLH_YEAST",16.4809002433353,"1","galactose"
"1","1_1","1_1_1","1","sp|P31115|PUS3_YEAST",16.4093214759476,"1","galactose"
"1","1_1","1_1_1","1","sp|P41921|GSHR_YEAST",16.9768796061464,"1","galactose"
"1","1_1","1_1_1","1","sp|P36516|RM03_YEAST",16.8931538598795,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04958|NTE1_YEAST",15.8946785436008,"1","galactose"
"1","1_1","1_1_1","1","sp|P43123|UAP1_YEAST",16.2509645300164,"1","galactose"
"1","1_1","1_1_1","1","sp|P49954|NIT3_YEAST",15.1910044114992,"1","galactose"
"1","1_1","1_1_1","1","sp|P53727|BUD17_YEAST",16.5983679828927,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06218|DBP9_YEAST",15.9063792974448,"1","galactose"
"1","1_1","1_1_1","1","sp|P53733|RT19_YEAST",16.8970262984572,"1","galactose"
"1","1_1","1_1_1","1","sp|P53280|CF130_YEAST",16.2633534213665,"1","galactose"
"1","1_1","1_1_1","1","sp|P53973|HDA1_YEAST",15.4764423968359,"1","galactose"
"1","1_1","1_1_1","1","sp|P06778|RAD52_YEAST",15.736858064337,"1","galactose"
"1","1_1","1_1_1","1","sp|P38328|ARPC1_YEAST",16.2390835813905,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06523|YP148_YEAST",17.211622247797,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03028|ODC1_YEAST",16.9529250571283,"1","galactose"
"1","1_1","1_1_1","1","sp|P39076|TCPB_YEAST",16.6610612855756,"1","galactose"
"1","1_1","1_1_1","1","sp|P19882|HSP60_YEAST",17.5426373331016,"1","galactose"
"1","1_1","1_1_1","1","sp|P32190|GLPK_YEAST",15.6297631791682,"1","galactose"
"1","1_1","1_1_1","1","sp|P38288|TOS1_YEAST",17.5370437961173,"1","galactose"
"1","1_1","1_1_1","1","sp|P53978|EF3B_YEAST",16.6077135530137,"1","galactose"
"1","1_1","1_1_1","1","sp|P38111|ATR_YEAST",15.3596007794691,"1","galactose"
"1","1_1","1_1_1","1","sp|P38088|SYG_YEAST",16.8248765127013,"1","galactose"
"1","1_1","1_1_1","1","sp|P20051|PYRC_YEAST",16.6399235963583,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12499|NOP58_YEAST",17.3760797486736,"1","galactose"
"1","1_1","1_1_1","1","sp|Q99385|VCX1_YEAST",18.3295512244649,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12068|GRE2_YEAST",15.7848685405372,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03049|YD541_YEAST",17.5154606463877,"1","galactose"
"1","1_1","1_1_1","1","sp|Q01574|ACS1_YEAST",14.6493919859171,"1","galactose"
"1","1_1","1_1_1","1","sp|P30619|SEC1_YEAST",15.4862767462682,"1","galactose"
"1","1_1","1_1_1","1","sp|P00425|COX5B_YEAST",19.6868484789374,"1","galactose"
"1","1_1","1_1_1","1","sp|P07259|PYR1_YEAST",16.7358118886815,"1","galactose"
"1","1_1","1_1_1","1","sp|P53077|MTC3_YEAST",13.5633210357935,"1","galactose"
"1","1_1","1_1_1","1","sp|P38144|ISW1_YEAST",16.146311294183,"1","galactose"
"1","1_1","1_1_1","1","sp|P34909|NOT4_YEAST",13.8025086996729,"1","galactose"
"1","1_1","1_1_1","1","sp|P05750|RS3_YEAST",17.2707254301377,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02775|SLU7_YEAST",15.9086030088017,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04748|SOV1_YEAST",14.7090429862989,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12230|LSP1_YEAST",17.3891400207547,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05567|SGPL_YEAST",16.8733750303925,"1","galactose"
"1","1_1","1_1_1","1","sp|P39685|PO152_YEAST",15.9248759722339,"1","galactose"
"1","1_1","1_1_1","1","sp|P38213|DSF2_YEAST",13.0363223529877,"1","galactose"
"1","1_1","1_1_1","1","sp|P38063|KPR4_YEAST",15.4007680230075,"1","galactose"
"1","1_1","1_1_1","1","sp|P53738|TR112_YEAST",15.7056293505463,"1","galactose"
"1","1_1","1_1_1","1","sp|P33734|HIS5_YEAST",15.325182081372,"1","galactose"
"1","1_1","1_1_1","1","sp|P36163|OMA1_YEAST",16.2491325420096,"1","galactose"
"1","1_1","1_1_1","1","sp|P30822|XPO1_YEAST",16.5159775445411,"1","galactose"
"1","1_1","1_1_1","1","sp|P39990|SNU13_YEAST",15.254635517687,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04228|UBX2_YEAST",15.6918666971608,"1","galactose"
"1","1_1","1_1_1","1","sp|P25345|SYNM_YEAST",15.7772419410625,"1","galactose"
"1","1_1","1_1_1","1","sp|P33299|PRS7_YEAST",16.3706759578511,"1","galactose"
"1","1_1","1_1_1","1","sp|Q00416|SEN1_YEAST",15.6521744265885,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06488|RSC2_YEAST",14.9272044471222,"1","galactose"
"1","1_1","1_1_1","1","sp|P53236|RSC1_YEAST",15.2509692004892,"1","galactose"
"1","1_1","1_1_1","1","sp|P89102|SEC5_YEAST",15.9100429743869,"1","galactose"
"1","1_1","1_1_1","1","sp|P53886|APC1_YEAST",15.2692083187742,"1","galactose"
"1","1_1","1_1_1","1","sp|Q01662|MAP1_YEAST",14.8899715409232,"1","galactose"
"1","1_1","1_1_1","1","sp|P53088|CTU1_YEAST",13.9118538457821,"1","galactose"
"1","1_1","1_1_1","1","sp|P53206|MCY1_YEAST",15.8644456571356,"1","galactose"
"1","1_1","1_1_1","1","sp|P53859|CSL4_YEAST",16.1690974579762,"1","galactose"
"1","1_1","1_1_1","1","sp|P40010|NUG1_YEAST",16.3138221100084,"1","galactose"
"1","1_1","1_1_1","1","sp|P36123|SA190_YEAST",17.1988712159207,"1","galactose"
"1","1_1","1_1_1","1","sp|P14772|BPT1_YEAST",16.3655990199165,"1","galactose"
"1","1_1","1_1_1","1","sp|P25558|BUD3_YEAST",16.4761519160452,"1","galactose"
"1","1_1","1_1_1","1","sp|P47171|HIR3_YEAST",15.8371548424798,"1","galactose"
"1","1_1","1_1_1","1","sp|P33338|SLA2_YEAST",16.0334631345128,"1","galactose"
"1","1_1","1_1_1","1","sp|P33307|CSE1_YEAST",17.3792143435918,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03690|CLU_YEAST",17.1976779195023,"1","galactose"
"1","1_1","1_1_1","1","sp|P19262|ODO2_YEAST",14.7170568379026,"1","galactose"
"1","1_1","1_1_1","1","sp|P38244|PFF1_YEAST",15.7377957108199,"1","galactose"
"1","1_1","1_1_1","1","sp|P32377|MVD1_YEAST",15.9597688528376,"1","galactose"
"1","1_1","1_1_1","1","sp|P06634|DED1_YEAST",15.1204237320536,"1","galactose"
"1","1_1","1_1_1","1","sp|P53849|GIS2_YEAST",16.654951511259,"1","galactose"
"1","1_1","1_1_1","1","sp|P27809|KRE2_YEAST",16.9657390485412,"1","galactose"
"1","1_1","1_1_1","1","sp|Q3E764|TMA7_YEAST",18.0178438663686,"1","galactose"
"1","1_1","1_1_1","1","sp|P39935|IF4F1_YEAST",17.3553912294001,"1","galactose"
"1","1_1","1_1_1","1","sp|P40219|OSW5_YEAST",16.1172070055043,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08236|AVO1_YEAST",14.8686990596391,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03656|SKY1_YEAST",16.8614023887265,"1","galactose"
"1","1_1","1_1_1","1","sp|P32571|UBP4_YEAST",15.5163979083565,"1","galactose"
